Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01.mzML
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	1.43575e+07
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	8.2383e+06
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	5.37794e+06
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	3.74894e+07
P21304	PWP1_YEAST	PWP1	Periodic tryptophan protein 1	2.80394e+06
P21306	ATP5E_YEAST	ATP15	ATP synthase subunit epsilon, mitochondrial	2.08668e+07
P21333	FLNA_HUMAN	FLNA	Filamin-A	8.73836e+07
P21359	NF1_HUMAN	NF1	Neurofibromin	745243
P21399	ACOC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	1.79151e+07
P21560	CBP3_YEAST	CBP3	Protein CBP3, mitochondrial	985495
P21576	VPS1_YEAST	VPS1	Vacuolar protein sorting-associated protein 1	6.15596e+06
P21675	TAF1_HUMAN	TAF1	Transcription initiation factor TFIID subunit 1	615980
P21734	UBC1_YEAST	UBC1	Ubiquitin-conjugating enzyme E2 1	8.05557e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	1.10803e+08
P21801	SDHB_YEAST	SDH2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	8.50187e+06
P21827	RCC1_YEAST	SRM1	Guanine nucleotide exchange factor SRM1	1.22674e+06
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.21683e+07
P21926	CD9_HUMAN	CD9	CD9 antigen	2.42472e+07
P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	3.79144e+06
P21954	IDHP_YEAST	IDP1	Isocitrate dehydrogenase [NADP], mitochondrial	1.2177e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	2.87707e+08
P21965	MCK1_YEAST	MCK1	Protein kinase MCK1	6.11467e+06
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	4.74653e+06
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	5.52342e+06
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	7.00595e+06
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	6.54054e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	7.77609e+07
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	6.32812e+07
P22133	MDHC_YEAST	MDH2	Malate dehydrogenase, cytoplasmic	1.2021e+07
P22137	CLH_YEAST	CHC1	Clathrin heavy chain	7.49116e+06
P22138	RPA2_YEAST	RPA135	DNA-directed RNA polymerase I subunit RPA135	2.67623e+06
P22139	RPAB5_YEAST	RPB10	DNA-directed RNA polymerases I, II, and III subunit RPABC5	1.75223e+06
P22141	PSB4_YEAST	PRE1	Proteasome subunit beta type-4	9.22996e+06
P22146	GAS1_YEAST	GAS1	1,3-beta-glucanosyltransferase GAS1	1.0054e+07
P22147	XRN1_YEAST	XRN1	5'-3' exoribonuclease 1	2.07162e+06
P22202	HSP74_YEAST	SSA4	Heat shock protein SSA4	1.15534e+08
P22203	VATE_YEAST	VMA4	V-type proton ATPase subunit E	2.33165e+07
P22213	SLY1_YEAST	SLY1	Protein SLY1	681226
P22214	SEC22_YEAST	SEC22	Protein transport protein SEC22	511912
P22217	TRX1_YEAST	TRX1	Thioredoxin-1	1.56764e+07
P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	6.13812e+07
P22307	NLTP_HUMAN	SCP2	Non-specific lipid-transfer protein	1.71798e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	1.25895e+08
P22336	RFA1_YEAST	RFA1	Replication factor A protein 1	1.20572e+06
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	2.13324e+06
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	2.57999e+08
P22515	UBA1_YEAST	UBA1	Ubiquitin-activating enzyme E1 1	1.08542e+07
P22517	KCC2_YEAST	CMK2	Calcium/calmodulin-dependent protein kinase II	4.17015e+06
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	4.90221e+06
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	7.35996e+08
P22670	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	1.44083e+06
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	1.31692e+06
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	2.08857e+07
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	3.39693e+07
P22696	ESS1_YEAST	ESS1	Peptidyl-prolyl cis-trans isomerase ESS1	555111
P22768	ASSY_YEAST	ARG1	Argininosuccinate synthase	3.15159e+07
P22803	TRX2_YEAST	TRX2	Thioredoxin-2	6.83518e+07
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	4.44116e+06
P22855	MAN1_YEAST	AMS1	Alpha-mannosidase	3.69534e+06
P22943	HSP12_YEAST	HSP12	12 kDa heat shock protein	4.72624e+08
P22981	LET60_CAEEL	let-60	Ras protein let-60	805234
P23025	XPA_HUMAN	XPA	DNA repair protein complementing XP-A cells	276491
P23180	AIM17_YEAST	AIM17	Probable oxidoreductase AIM17	4.51954e+06
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	1.50985e+07
P23202	URE2_YEAST	URE2	Transcriptional regulator URE2	1.28758e+06
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	4.58795e+06
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	2.43391e+08
P23248	RS3A2_YEAST	RPS1B	40S ribosomal protein S1-B	1.61197e+07
P23254	TKT1_YEAST	TKL1	Transketolase 1	3.83721e+07
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	5.76395e+06
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	1.74324e+08
P23291	KC11_YEAST	YCK1	Casein kinase I homolog 1	392476
P23292	KC12_YEAST	YCK2	Casein kinase I homolog 2	1.53392e+06
P23301	IF5A1_YEAST	HYP2	Eukaryotic translation initiation factor 5A-1	9.50325e+07
P23337	GYS1_YEAST	GSY1	Glycogen [starch] synthase isoform 1	1.11966e+06
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	5.31343e+06
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	3.36869e+07
P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	1.42249e+08
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	3.09918e+07
P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	3.47381e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	4.22367e+06
P23511	NFYA_HUMAN	NFYA	Nuclear transcription factor Y subunit alpha	1.6086e+06
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	9.68003e+07
P23527;P33778;Q16778	H2B1B_HUMAN;H2B1O_HUMAN;H2B2E_HUMAN	H2BC17;H2BC21;H2BC3	Histone H2B type 1-O	5.37653e+09
P23528	COF1_HUMAN	CFL1	Cofilin-1	3.14371e+08
P23542	AATC_YEAST	AAT2	Aspartate aminotransferase, cytoplasmic	9.93062e+06
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	5.16273e+07
P23594	PP2A1_YEAST	PPH21	Serine/threonine-protein phosphatase PP2A-1 catalytic subunit	2.49832e+06
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	5.11618e+06
P23638	PSA3_YEAST	PRE9	Proteasome subunit alpha type-3	6.29619e+06
P23639	PSA2_YEAST	PRE8	Proteasome subunit alpha type-2	4.13367e+06
P23641	MPCP_YEAST	MIR1	Mitochondrial phosphate carrier protein	2.98444e+07
P23644	TOM40_YEAST	TOM40	Mitochondrial import receptor subunit TOM40	7.41902e+06
P23724	PSB6_YEAST	PRE7	Proteasome subunit beta type-6	6.51142e+06
P23776	EXG1_YEAST	EXG1	Glucan 1,3-beta-glucosidase I/II	1.06737e+07
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	6.48632e+06
P23847				3.41281e+06
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	2.8087e+07
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	1.2789e+07
P24000	RL24B_YEAST	RPL24B	60S ribosomal protein L24-B	5.23872e+06
P24031	PPA3_YEAST	PHO3	Constitutive acid phosphatase	412368
P24276	SSD1_YEAST	SSD1	Protein SSD1	8.79175e+06
P24280	SEC14_YEAST	SEC14	SEC14 cytosolic factor	9.16369e+06
P24390	ERD21_HUMAN	KDELR1	ER lumen protein-retaining receptor 1	2.7037e+06
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	2.14487e+06
P24521	ERG8_YEAST	ERG8	Phosphomevalonate kinase	998301
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	9.18307e+07
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	5.56944e+07
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	8.41738e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	5.64498e+07
P24783	DBP2_YEAST	DBP2	ATP-dependent RNA helicase DBP2	2.02323e+06
P24887	NU1M_CAEEL	nduo-1	NADH-ubiquinone oxidoreductase chain 1	2.06664e+06
P24890	CYB_CAEEL	ctb-1	Cytochrome b	3.2986e+06
P24894	COX2_CAEEL	ctc-2	Cytochrome c oxidase subunit 2	2.63026e+07
P24896	NU5M_CAEEL	nduo-5	NADH-ubiquinone oxidoreductase chain 5	1.17657e+06
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	7.42079e+06
P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	7.03524e+07
P25039	EFGM_YEAST	MEF1	Elongation factor G, mitochondrial	2.0811e+06
P25043	PSB2_YEAST	PUP1	Proteasome subunit beta type-2	5.4839e+06
P25087	ERG6_YEAST	ERG6	Sterol 24-C-methyltransferase	1.4839e+07
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	1.14327e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	3.03452e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	4.43051e+06
P25293	NAP1_YEAST	NAP1	Nucleosome assembly protein	3.41977e+06
P25294	SIS1_YEAST	SIS1	Protein SIS1	1.10224e+07
P25296	CANB_YEAST	CNB1	Calcineurin subunit B	2.68326e+06
P25303	SCJ1_YEAST	SCJ1	DnaJ-related protein SCJ1	711790
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	5.9668e+06
P25339	PUF4_YEAST	PUF4	Pumilio homology domain family member 4	107049
P25340	ERG4_YEAST	ERG4	Delta(24(24(1)))-sterol reductase	1.13211e+06
P25342	CDC10_YEAST	CDC10	Cell division control protein 10	2.99584e+06
P25343	RV161_YEAST	RVS161	Reduced viability upon starvation protein 161	1.97344e+07
P25349	YCP4_YEAST	YCP4	Flavoprotein-like protein YCP4	1.98736e+07
P25367	RNQ1_YEAST	RNQ1	[PIN+] prion protein RNQ1	4.80008e+06
P25369	LSB5_YEAST	LSB5	LAS seventeen-binding protein 5	1.77568e+06
P25372	TRX3_YEAST	TRX3	Thioredoxin-3, mitochondrial	1.48017e+07
P25373	GLRX1_YEAST	GRX1	Glutaredoxin-1	6.3431e+07
P25374	NFS1_YEAST	NFS1	Cysteine desulfurase, mitochondrial	5.45544e+06
P25375	PRTD_YEAST	PRD1	Saccharolysin	2.37748e+06
P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	1.85472e+08
P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	6.84712e+06
P25443	RS2_YEAST	RPS2	40S ribosomal protein S2	6.10767e+07
P25445	TNR6_HUMAN	FAS	Tumor necrosis factor receptor superfamily member 6	575337
P25451	PSB3_YEAST	PUP3	Proteasome subunit beta type-3	6.65795e+06
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	1.2046e+07
P25491	MAS5_YEAST	YDJ1	Mitochondrial protein import protein MAS5	4.71087e+06
P25553				826154
P25566	MXR2_YEAST	MXR2	Peptide methionine sulfoxide reductase 2	1.53252e+06
P25567	SRO9_YEAST	SRO9	RNA-binding protein SRO9	1.03114e+06
P25605	ILV6_YEAST	ILV6	Acetolactate synthase small subunit, mitochondrial	1.55343e+07
P25619	HSP30_YEAST	HSP30	30 kDa heat shock protein	6.35675e+06
P25623	SYP1_YEAST	SYP1	Suppressor of yeast profilin deletion	4.58792e+06
P25631	YCU1_YEAST	YCR051W	Ankyrin repeat-containing protein YCR051W	732164
P25655	NOT1_YEAST	CDC39	General negative regulator of transcription subunit 1	272752
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	2.53897e+07
P25694	CDC48_YEAST	CDC48	Cell division control protein 48	5.7786e+07
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	1.42476e+08
P25719	CYPC_YEAST	CPR3	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	2.40121e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.15534e+08
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	2.60503e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	5.87584e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	7.67887e+07
P25807	CPR1_CAEEL	cpr-1	Gut-specific cysteine proteinase	4.57493e+06
P25815	S100P_HUMAN	S100P	Protein S100-P	1.91394e+08
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	7.3401e+06
P26012	ITB8_HUMAN	ITGB8	Integrin beta-8	691073
P26038	MOES_HUMAN	MSN	Moesin	1.67999e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	1.34374e+07
P26232	CTNA2_HUMAN	CTNNA2	Catenin alpha-2	1.15825e+06
P26321	RL5_YEAST	RPL5	60S ribosomal protein L5	6.13371e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	1.4577e+07
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	3.66167e+07
P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	2.70034e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	1.65581e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	4.68884e+08
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1.00935e+08
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.73936e+08
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	1.22245e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	7.3717e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	2.32981e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	9.95431e+07
P26754	RFA2_YEAST	RFA2	Replication factor A protein 2	2.3721e+06
P26755	RFA3_YEAST	RFA3	Replication factor A protein 3	1.34099e+06
P26783	RS5_YEAST	RPS5	40S ribosomal protein S5	9.942e+07
P26784	RL16A_YEAST	RPL16A	60S ribosomal protein L16-A	2.49231e+07
P26785	RL16B_YEAST	RPL16B	60S ribosomal protein L16-B	8.60339e+07
P26786	RS7A_YEAST	RPS7A	40S ribosomal protein S7-A	4.90844e+07
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	2.71982e+07
P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	7.61332e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	2.14134e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.39551e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	5.90103e+06
P27420	HSP7C_CAEEL	hsp-3	Heat shock 70 kDa protein C	2.48476e+08
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	1.17189e+06
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit	3.9075e+06
P27466	KCC1_YEAST	CMK1	Calcium/calmodulin-dependent protein kinase I	3.0203e+06
P27472	GYS2_YEAST	GSY2	Glycogen [starch] synthase isoform 2	6.48997e+06
P27476	NSR1_YEAST	NSR1	Nuclear localization sequence-binding protein	9.24951e+06
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	1.00794e+06
P27604	SAHH_CAEEL	ahcy-1	Adenosylhomocysteinase	3.58084e+08
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	9.24499e+06
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	6.39894e+06
P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	1.90302e+08
P27639	IF4A_CAEEL	inf-1	Eukaryotic initiation factor 4A	4.74864e+07
P27692	SPT5_YEAST	SPT5	Transcription elongation factor SPT5	1.34661e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3.49711e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	6.64803e+07
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	9.7375e+06
P27708	PYR1_HUMAN	CAD	CAD protein	2.65903e+07
P27796	THIK_YEAST	POT1	3-ketoacyl-CoA thiolase, peroxisomal	6.27746e+06
P27797	CALR_HUMAN	CALR	Calreticulin	1.37871e+08
P27798	CALR_CAEEL	crt-1	Calreticulin	1.1301e+08
P27809	KRE2_YEAST	KRE2	Glycolipid 2-alpha-mannosyltransferase	1.33524e+06
P27810	KTR1_YEAST	KTR1	Alpha-1,2 mannosyltransferase KTR1	2.33461e+06
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	3.69598e+07
P27824	CALX_HUMAN	CANX	Calnexin	1.65868e+08
P27882	ERV1_YEAST	ERV1	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	420508
P27999	RPB9_YEAST	RPB9	DNA-directed RNA polymerase II subunit RPB9	1.74469e+06
P28000	RPAC2_YEAST	RPC19	DNA-directed RNA polymerases I and III subunit RPAC2	3.16385e+06
P28007	GAR1_YEAST	GAR1	H/ACA ribonucleoprotein complex subunit GAR1	3.34024e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	1.73998e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	9.44743e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	3.55647e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	8.00085e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	3.14517e+07
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1.39987e+07
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	2.97008e+07
P28273	OPLA_YEAST	OXP1	5-oxoprolinase	602944
P28274	URA7_YEAST	URA7	CTP synthase 1	1.57028e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	4.8625e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	2.96786e+06
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	3.0417e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1.1226e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	1.87691e+07
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	3.03955e+06
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	1.13581e+07
P28495	CAPZA_YEAST	CAP1	F-actin-capping protein subunit alpha	4.46832e+06
P28548	CSK2B_CAEEL	kin-10	Casein kinase II subunit beta	9.73481e+06
P28625	YIM1_YEAST	YIM1	Protein YIM1	1.91862e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	2.37944e+06
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	2.02456e+07
P28715	ERCC5_HUMAN	ERCC5	DNA repair protein complementing XP-G cells	4.67414e+06
P28777	AROC_YEAST	ARO2	Chorismate synthase	4.11436e+06
P28789	HEM3_YEAST	HEM3	Porphobilinogen deaminase	1.72928e+06
P28799	GRN_HUMAN	GRN	Progranulin	7.97082e+06
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	1.6205e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.2946e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	2.92318e+06
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	2.39299e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.87139e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	7.8147e+06
P29311	BMH1_YEAST	BMH1	Protein BMH1	1.06203e+08
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	2.0367e+06
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	673607
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	5.04543e+06
P29355	SEM5_CAEEL	sem-5	Sex muscle abnormal protein 5	861709
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	1.42964e+08
P29374	ARI4A_HUMAN	ARID4A	AT-rich interactive domain-containing protein 4A	8.52447e+06
P29401	TKT_HUMAN	TKT	Transketolase	5.50786e+08
P29453	RL8B_YEAST	RPL8B	60S ribosomal protein L8-B	3.94625e+07
P29478	SEC65_YEAST	SEC65	Signal recognition particle subunit SEC65	1.38537e+06
P29496	MCM5_YEAST	MCM5	Minichromosome maintenance protein 5	1.29411e+06
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	3.05537e+06
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	1.32326e+07
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	2.17063e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	709229
P29590	PML_HUMAN	PML	Protein PML	8.07323e+06
P29691	EF2_CAEEL	eef-2	Elongation factor 2	6.18802e+08
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1.17199e+08
P29704	FDFT_YEAST	ERG9	Squalene synthase	8.85656e+06
P29952	MPI_YEAST	PMI40	Mannose-6-phosphate isomerase	1.50843e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	7.40941e+06
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	601901
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	5.05629e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.12023e+08
P30042				1.92982e+07
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	8.07687e+07
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	1.42755e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	3.14153e+07
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	7.98713e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	1.53306e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	8.07581e+07
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	2.39009e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1.99268e+08
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	1.72332e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	1.68252e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	3.24341e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3.40832e+07
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	3.63536e+07
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	4.09964e+06
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	4.50183e+07
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	7.32174e+07
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	2.91821e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.91605e+07
P30447				1.25456e+07
P30464				2.23388e+07
P30508				5.14801e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	6.98002e+06
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1.57329e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1.71938e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	2.07576e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.27022e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	8.46708e+06
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	1.06491e+07
P30625	KAPR_CAEEL	kin-2	cAMP-dependent protein kinase regulatory subunit	2.95317e+07
P30626	SORCN_HUMAN	SRI	Sorcin	2.93269e+07
P30627	GLBH_CAEEL	glb-1	Globin-like protein	6.70703e+06
P30628	VPP1_CAEEL	unc-32	Probable V-type proton ATPase 116 kDa subunit a	2.05417e+06
P30629	YOU2_CAEEL	ZK637.2	Uncharacterized protein ZK637.2	1.7153e+07
P30632	ASNA_CAEEL	asna-1	ATPase asna-1	4.21487e+06
P30642	EIF3D_CAEEL	eif-3.D	Eukaryotic translation initiation factor 3 subunit D	1.23886e+07
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	6.48125e+06
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	2.91327e+06
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	3.20234e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	2.28816e+07
P30822	XPO1_YEAST	CRM1	Exportin-1	1.10573e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	5.26912e+06
