Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
P30291	WEE1_HUMAN	WEE1	Wee1-like protein kinase	853436
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	3.32275e+07
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	3.17171e+07
P30414	NKTR_HUMAN	NKTR	NK-tumor recognition protein	2.46771e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.1058e+07
P30447				9.36391e+06
P30464				2.13441e+07
P30508				4.71793e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	6.1682e+06
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	2.28595e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1.57151e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	1.68683e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.01716e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	4.66032e+06
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	1.77352e+07
P30625	KAPR_CAEEL	kin-2	cAMP-dependent protein kinase regulatory subunit	2.09483e+07
P30626	SORCN_HUMAN	SRI	Sorcin	2.28664e+07
P30627	GLBH_CAEEL	glb-1	Globin-like protein	4.34837e+06
P30628	VPP1_CAEEL	unc-32	Probable V-type proton ATPase 116 kDa subunit a	688939
P30629	YOU2_CAEEL	ZK637.2	Uncharacterized protein ZK637.2	1.24499e+07
P30632	ASNA_CAEEL	asna-1	ATPase asna-1	3.89902e+06
P30642	EIF3D_CAEEL	eif-3.D	Eukaryotic translation initiation factor 3 subunit D	8.64326e+06
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	9.27032e+06
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	7.30349e+06
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	1.69266e+07
P30822	XPO1_YEAST	CRM1	Exportin-1	3.19118e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	3.17087e+06
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2.28407e+06
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	1.19206e+07
P30902	ATP7_YEAST	ATP7	ATP synthase subunit d, mitochondrial	4.31588e+07
P30952	MLS1_YEAST	MLS1	Malate synthase 1	2.24616e+06
P30990	NEUT_HUMAN	NTS	Neurotensin/neuromedin N	1.8761e+06
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	5.63492e+07
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	4.10601e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	4.63164e+06
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	3.583e+08
P31161	SODM1_CAEEL	sod-2	Superoxide dismutase [Mn] 1, mitochondrial	1.42519e+07
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	1.15181e+06
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	1.3817e+06
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	3.71818e+08
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	1.60378e+07
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	5.69882e+07
P31374	PSK1_YEAST	PSK1	Serine/threonine-protein kinase PSK1	828426
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	1.01213e+07
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	5.91443e+06
P31384	CCR4_YEAST	CCR4	Glucose-repressible alcohol dehydrogenase transcriptional effector	2.35874e+06
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	1.31372e+07
P31431	SDC4_HUMAN	SDC4	Syndecan-4	2.58803e+06
P31483	TIA1_HUMAN	TIA1	Nucleolysin TIA-1 isoform p40	3.3634e+06
P31539	HS104_YEAST	HSP104	Heat shock protein 104	4.92022e+07
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	1.75108e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	3.77036e+07
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	1.3464e+08
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4.10204e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	5.95612e+06
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	4.16465e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	5.10879e+07
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	1.98454e+08
P31944	CASPE_HUMAN	CASP14	Caspase-14	1.122e+06
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.67012e+08
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	4.70017e+08
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	8.18196e+07
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	6.26552e+08
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	9.98629e+06
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	5.6771e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	1.4188e+08
P32178	CHMU_YEAST	ARO7	Chorismate mutase	2.10712e+06
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	1.10987e+07
P32189	GLPK_HUMAN	GK	Glycerol kinase	1.01004e+06
P32190	GLPK_YEAST	GUT1	Glycerol kinase	7.09395e+06
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.95798e+07
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	1.63723e+07
P32264	PROB_YEAST	PRO1	Glutamate 5-kinase	836652
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	1.88301e+07
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	6.69756e+07
P32319	VPS10_YEAST	PEP1	Vacuolar protein sorting/targeting protein VPS10	2.15702e+06
P32320	CDD_HUMAN	CDA	Cytidine deaminase	1.38338e+07
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	1.22376e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1.93214e+07
P32324	EF2_YEAST	EFT1	Elongation factor 2	1.40814e+08
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	4.70965e+06
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	4.18263e+06
P32332	OAC1_YEAST	OAC1	Mitochondrial oxaloacetate transport protein	4.14378e+06
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	1.24778e+06
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	1.93691e+06
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	1.1733e+07
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	1.95392e+06
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase	8.86694e+06
P32356	TREA_YEAST	NTH1	Neutral trehalase	1.04315e+07
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	4.23082e+07
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	4.04929e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	1.64915e+07
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	1.69462e+07
P32380	SP110_YEAST	SPC110	Spindle pole body component 110	1.46516e+07
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	9.13682e+06
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	1.40823e+06
P32387	RM41_YEAST	MRP20	54S ribosomal protein L41, mitochondrial	1.45104e+06
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	1.78838e+07
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	3.40419e+07
P32447	ASF1_YEAST	ASF1	Histone chaperone ASF1	1.05667e+06
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	2.48193e+07
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	1.94999e+06
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	1.22499e+07
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	1.1923e+06
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	7.92747e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	4.03056e+06
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase	882999
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	7.55832e+06
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	5.17086e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	1.21747e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	1.97378e+08
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	4.13941e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	4.82765e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	1.77129e+06
P32476	ERG1_YEAST	ERG1	Squalene monooxygenase	3.22499e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	2.36441e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	5.08604e+07
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	1.3564e+07
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	3.1474e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	5.09532e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	2.0519e+07
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	9.3325e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	7.83356e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	1.54035e+06
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF-2B subunit beta	2.06554e+06
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	2.07018e+06
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	1.41603e+06
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	4.83407e+06
P32527	ZUO1_YEAST	ZUO1	Zuotin	1.91763e+07
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	3.96275e+06
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	668476
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	1.55464e+07
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	7.31168e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	1.24467e+06
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	5.82743e+07
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	2.39267e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	5.43136e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	1.48431e+07
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	1.4389e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	1.95812e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	6.91136e+06
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	2.40438e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	6.52758e+06
P32611	RML2_YEAST	RML2	54S ribosomal protein RML2, mitochondrial	1.16976e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	1.59273e+07
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	2.78072e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	8.98883e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	731513
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	774640
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	1.63684e+06
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	6.96704e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	1.4145e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	1.41282e+07
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1.38928e+06
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	3.56389e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	3.96148e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	1.8907e+06
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	2.22401e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	2.20845e+06
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	2.17593e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	6.93867e+06
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	1.48298e+06
P32835	GSP1_YEAST	GSP1	GTP-binding nuclear protein GSP1/CNR1	4.18226e+07
P32842	VATL2_YEAST	VMA11	V-type proton ATPase subunit c'	566042
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	1.30854e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	2.34358e+06
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	4.9105e+07
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	417415
P32867	SSO1_YEAST	SSO1	Protein SSO1	6.0977e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	5.96139e+07
P32892	DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1	601513
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	4.20001e+06
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	3.00488e+06
P32898	CYM1_YEAST	CYM1	Mitochondrial presequence protease	860429
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	940618
P32904	RM06_YEAST	MRPL6	54S ribosomal protein L6, mitochondrial	1.50973e+06
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	2.6968e+07
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	1.1171e+06
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	7.30017e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	1.30743e+06
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	1.63678e+06
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	2.54936e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	3.68389e+07
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	997470
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	8.46735e+06
P33195				1.73227e+06
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	4.9004e+06
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	1.07758e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.41778e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	2.70546e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	6.82932e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	5.20278e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	553943
P33313	CNS1_YEAST	CNS1	Hsp70/Hsp90 co-chaperone CNS1	1.52122e+06
P33315	TKT2_YEAST	TKL2	Transketolase 2	6.12416e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	7.32656e+07
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	8.4579e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	3.36074e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	2.29437e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	6.71339e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	9.57985e+06
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3.0333e+07
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	3.5725e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	5.85508e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	8.44534e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	1.69242e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	1.67221e+07
P33442	RS3A1_YEAST	RPS1A	40S ribosomal protein S1-A	8.97301e+07
P33448	TOM6_YEAST	TOM6	Mitochondrial import receptor subunit TOM6	345503
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	5.3497e+06
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	3.51608e+06
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	9.94916e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	1.71417e+06
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	3.71948e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	4.71962e+06
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	9.54504e+07
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	5.4747e+06
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	9.17713e+06
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	2.15908e+06
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2.90908e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	1.96428e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.32689e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	877225
P34077	NIC96_YEAST	NIC96	Nucleoporin NIC96	8.29374e+06
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	1.64769e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	1.06161e+06
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	1.46919e+07
P34183	SYH_CAEEL	hars-1	Histidine--tRNA ligase	5.24875e+06
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	7.50115e+06
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	4.14155e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	880186
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	4.77836e+06
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	4.49648e+07
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	1.18711e+06
P34237	CASP_YEAST	COY1	Protein CASP	698566
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	549819
P34248	YKK0_YEAST	YKL100C	Probable intramembrane protease YKL100C	770452
P34255	ECHH_CAEEL	B0303.3	Probable 3-ketoacyl-CoA thiolase	1.46011e+07
P34260	VP33A_CAEEL	vps-33.1	Vacuolar protein sorting-associated protein 33A	312462
P34264	RM11_CAEEL	mrpl-11	Probable 39S ribosomal protein L11, mitochondrial	151716
P34280	YKK3_CAEEL	C02F5.3	Uncharacterized GTP-binding protein C02F5.3	1.6754e+06
P34286	PSB1_CAEEL	pbs-6	Proteasome subunit beta type-1	1.02686e+07
P34308	CAN_CAEEL	clp-1	Calpain clp-1	4.40306e+06
P34325	CYK7_CAEEL	cyk-7	Cytokinesis defective protein 7	822381
P34328	HSP10_CAEEL	hsp-12.2	Heat shock protein Hsp-12.2	5.96308e+07
P34329	PDIA4_CAEEL	C14B9.2	Probable protein disulfide-isomerase A4	3.57448e+07
P34334	RL21_CAEEL	rpl-21	60S ribosomal protein L21	1.12339e+08
P34335	KPBA_CAEEL	C14B9.8	Probable phosphorylase b kinase regulatory subunit alpha	1.02999e+07
P34339	EIF3A_CAEEL	egl-45	Eukaryotic translation initiation factor 3 subunit A	8.98866e+06
P34340	COL90_CAEEL	col-90	Putative cuticle collagen 90	3.70438e+06
P34342	RGP2_CAEEL	ran-2	Ran GTPase-activating protein 2	500996
P34345	GSTO1_CAEEL	gsto-1	Glutathione transferase omega-1	1.29931e+06
P34346	KAD2_CAEEL	let-754	Adenylate kinase	2.23355e+07
P34355	ACX15_CAEEL	acox-1.5	Probable peroxisomal acyl-coenzyme A oxidase 1.5	4.40877e+06
P34369	PRP8_CAEEL	prp-8	Pre-mRNA-splicing factor 8 homolog	873957
P34382	FAR1_CAEEL	far-1	Fatty-acid and retinol-binding protein 1	1.78717e+07
P34383	FAR2_CAEEL	far-2	Fatty-acid and retinol-binding protein 2	2.25442e+06
P34384	RM44_CAEEL	mrpl-44	Ribosomal protein L44, mitochondrial	2.582e+06
P34385	MCCB_CAEEL	F02A9.10	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	5.79404e+06
P34388	RT09_CAEEL	mrps-9	Probable 40S ribosomal protein S9, mitochondrial	2.23666e+06
P34392	YLS7_CAEEL	F09G8.7	Uncharacterized protein F09G8.7	1.15378e+06
P34431	RETR1_CAEEL	retr-1	Retrotransposon-like protein 1	564814
P34438	YL58_CAEEL	F44E2.8	Uncharacterized protein F44E2.8	5.00941e+06
P34446	PAT2_CAEEL	pat-2	Integrin alpha pat-2	4.23545e+06
P34453	PEX19_CAEEL	prx-19	Putative peroxisomal biogenesis factor 19	1.81954e+06
P34455	ACON_CAEEL	aco-2	Probable aconitate hydratase, mitochondrial	4.63616e+07
P34460	EF1B1_CAEEL	eef-1B.1	Probable elongation factor 1-beta/1-delta 1	6.22e+07
P34462	VATD_CAEEL	vha-14	V-type proton ATPase subunit D	2.0352e+07
P34466	CLU_CAEEL	clu-1	Clustered mitochondria protein homolog	1.13065e+07
P34476	RPAC2_CAEEL	rpac-19	Probable DNA-directed RNA polymerases I and III subunit RPAC2	2.71711e+06
P34477	UBC7_CAEEL	ubc-7	Probable ubiquitin-conjugating enzyme E2 7	775220
P34480	NAGA_CAEEL	F59B2.3	N-acetylglucosamine-6-phosphate deacetylase	1.56765e+06
P34492	YMQ1_CAEEL	K02D10.1	Putative NipSnap protein K02D10.1	1.02808e+06
P34496	MTSS1_CAEEL	mtss-1	Single-stranded DNA-binding protein, mitochondrial	1.89529e+07
P34500	TTR2_CAEEL	ttr-2	Transthyretin-like protein 2	1.21093e+07
P34519	TXTP_CAEEL	K11H3.3	Putative tricarboxylate transport protein, mitochondrial	7.45e+06
P34524	BRX1_CAEEL	K12H4.3	Ribosome biogenesis protein BRX1 homolog	548130
P34525	SPCS3_CAEEL	spcs-3	Probable signal peptidase complex subunit 3	938588
P34526	YM65_CAEEL	K12H4.5	Uncharacterized protein K12H4.5	3.11623e+06
P34528	YM67_CAEEL	K12H4.7	Putative serine protease K12H4.7	8.01779e+06
P34537	BRE1_CAEEL	rfp-1	E3 ubiquitin-protein ligase bre-1	5.27604e+06
P34539	ATP5E_CAEEL	R05D3.6	Putative ATP synthase subunit epsilon, mitochondrial	4.2577e+07
P34540	KINH_CAEEL	unc-116	Kinesin heavy chain	3.88743e+06
P34542	YNC9_CAEEL	R05D3.9/R05D3.10	Uncharacterized protein R05D3.9	1.07904e+06
P34544	MET2_CAEEL	met-2	Histone-lysine N-methyltransferase met-2	328031
P34546				2.04821e+07
P34552	ALXA_CAEEL	alx-1	Apoptosis-linked gene 2-interacting protein X 1	7.29744e+06
P34556	CDK1_CAEEL	cdk-1	Cyclin-dependent kinase 1	128535
P34559	ECHM_CAEEL	ech-6	Probable enoyl-CoA hydratase, mitochondrial	8.54824e+07
P34560	RMD1_CAEEL	rmd-1	Regulator of microtubule dynamics protein 1	973829
P34574	CLH_CAEEL	chc-1	Probable clathrin heavy chain 1	9.09233e+06
P34575	CISY_CAEEL	cts-1	Probable citrate synthase, mitochondrial	7.77852e+07
P34599	MTX2_CAEEL	mtx-2	Metaxin-2 homolog	497855
P34604	EI2BA_CAEEL	ZK1098.4	Probable translation initiation factor eIF-2B subunit alpha	1.7056e+06
P34605	TPPC3_CAEEL	trpp-3	Trafficking protein particle complex subunit 3 homolog	1.35569e+06
P34610	PCP1_CAEEL	pcp-1	Putative serine protease pcp-1	1.65887e+06
P34618	CEC1_CAEEL	cec-1	Chromo domain-containing protein cec-1	1.60246e+07
P34623	DDRGK_CAEEL	ufbp-1	DDRGK domain-containing protein 1	1.34759e+06
P34629	AMPL_CAEEL	lap-1	Leucine aminopeptidase 1	3.17855e+06
P34631	UBXN4_CAEEL	ubxn-4	UBX domain-containing protein 4	655776
P34640	DDX55_CAEEL	ZK512.2	Probable ATP-dependent RNA helicase DDX55 homolog	1.17288e+06
P34645	YOQ7_CAEEL	ZK512.7	Uncharacterized protein ZK512.7	3.1076e+06
P34647	MCM6_CAEEL	mcm-6	DNA replication licensing factor mcm-6	2.30632e+07
P34650	MPI_CAEEL	ZK632.4	Probable mannose-6-phosphate isomerase	7.2546e+06
P34652	CALX_CAEEL	cnx-1	Calnexin	3.15234e+06
P34661	UFM1_CAEEL	ufm-1	Ubiquitin-fold modifier 1	1.53371e+06
P34662	RL35_CAEEL	rpl-35	60S ribosomal protein L35	1.05803e+08
P34669	OST3_CAEEL	ZK686.3	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	2.04831e+06
P34685	CAPZA_CAEEL	cap-1	F-actin-capping protein subunit alpha	9.0444e+06
P34686	CAPZB_CAEEL	cap-2	F-actin-capping protein subunit beta	4.82018e+06
P34689	GLH1_CAEEL	glh-1	ATP-dependent RNA helicase glh-1	9.62624e+06
P34690	TBA2_CAEEL	tba-2	Tubulin alpha-2 chain	6.64637e+07
P34697	SODC_CAEEL	sod-1	Superoxide dismutase [Cu-Zn]	3.01485e+07
P34703	SPT6H_CAEEL	emb-5	Suppressor of Ty 6 homolog	776870
