Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02.mzML
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	3.76481e+07
P07263	SYH_YEAST	HTS1	Histidine--tRNA ligase, mitochondrial	4.16351e+06
P07264	LEUC_YEAST	LEU1	3-isopropylmalate dehydratase	1.04466e+07
P07267	CARP_YEAST	PEP4	Saccharopepsin	5.13158e+07
P07273	TFS2_YEAST	DST1	Transcription elongation factor S-II	499727
P07274	PROF_YEAST	PFY1	Profilin	2.13317e+07
P07275	PUT2_YEAST	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	3.45997e+06
P07277	KIME_YEAST	ERG12	Mevalonate kinase	743448
P07278	KAPR_YEAST	BCY1	cAMP-dependent protein kinase regulatory subunit	1.17744e+07
P07280;P07281	RS19A_YEAST;RS19B_YEAST	RPS19A;RPS19B	40S ribosomal protein S19-A	3.44024e+07
P07283	PMM_YEAST	SEC53	Phosphomannomutase	1.78382e+07
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	1.15398e+07
P07305	H10_HUMAN	H1-0	Histone H1.0	5.44166e+07
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	5.758e+06
P07339	CATD_HUMAN	CTSD	Cathepsin D	1.4611e+07
P07342	ILVB_YEAST	ILV2	Acetolactate synthase catalytic subunit, mitochondrial	1.30276e+07
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	3.96714e+08
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	1.21136e+07
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	4.91559e+08
P07477	TRY1_HUMAN	PRSS1	Trypsin-1	9.44706e+06
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	9.96177e+06
P07602	SAP_HUMAN	PSAP	Prosaposin	8.58402e+07
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	1.45461e+07
P07702	LYS2_YEAST	LYS2	L-2-aminoadipate reductase	3.23166e+06
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	2.14572e+06
P07711	CATL1_HUMAN	CTSL	Cathepsin L1	2.18353e+06
P07737	PROF1_HUMAN	PFN1	Profilin-1	3.34246e+08
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	3.91006e+07
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	7.81173e+06
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	3.78475e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	1.07653e+07
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	3.4067e+08
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1.45767e+06
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	2.4904e+08
P07919	QCR6_HUMAN	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	2.78843e+07
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	4.18176e+06
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	3.46034e+06
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	1.83698e+07
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	9.75381e+07
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	1.15922e+07
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	2.44413e+06
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	1.48213e+06
P08047	SP1_HUMAN	SP1	Transcription factor Sp1	4.48904e+06
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	4.61346e+06
P08069	IGF1R_HUMAN	IGF1R	Insulin-like growth factor 1 receptor	2.76669e+06
P08107				3.04133e+08
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	2.04475e+07
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	5.2373e+07
P08174	DAF_HUMAN	CD55	Complement decay-accelerating factor	1.49913e+08
P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	8.42756e+07
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	858676
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	2.81172e+07
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	7.22563e+08
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	7.10062e+06
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	2.08761e+07
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	8.65306e+06
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	1.50822e+07
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	3.4657e+06
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	1.16962e+06
P08524	FPPS_YEAST	ERG20	Farnesyl pyrophosphate synthase	3.08799e+07
P08525	QCR8_YEAST	QCR8	Cytochrome b-c1 complex subunit 8, mitochondrial	5.41876e+06
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	1.81408e+06
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	4.09359e+07
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	1.3473e+07
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	181463
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	2.41713e+07
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	2.70741e+07
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	2.66383e+06
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	5.33563e+07
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	2.07928e+07
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	6.0023e+06
P08670	VIME_HUMAN	VIM	Vimentin	2.04413e+08
P08708;P0CW22	RS17_HUMAN	RPS17	40S ribosomal protein S17	7.45596e+07
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	4.20262e+08
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	2.10027e+08
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha	1.02378e+07
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	1.12061e+08
P08865	RSSA_HUMAN	RPSA	40S ribosomal protein SA	2.21996e+08
P08898	H3_CAEEL	his-2	Histone H3	3.53688e+06
P08962	CD63_HUMAN	CD63	CD63 antigen	1.4348e+07
P09001	RM03_HUMAN	MRPL3	39S ribosomal protein L3, mitochondrial	5.87677e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	6.57619e+07
P09038	FGF2_HUMAN	FGF2	Fibroblast growth factor 2	1.23249e+06
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	4.07363e+06
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	1.02348e+09
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	1.39833e+06
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	1.71892e+06
P09201	F16P_YEAST	FBP1	Fructose-1,6-bisphosphatase	8.555e+06
P09232	PRTB_YEAST	PRB1	Cerevisin	8.77315e+07
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	3.52232e+07
P09382	LEG1_HUMAN	LGALS1	Galectin-1	3.6453e+07
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	4.13625e+06
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	2.34812e+08
P09435	HSP73_YEAST	SSA3	Heat shock protein SSA3	5.5883e+06
P09436	SYIC_YEAST	ILS1	Isoleucine--tRNA ligase, cytoplasmic	1.96655e+07
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	5.44894e+06
P09446	HSP1_CAEEL	hsp-1	Heat shock protein hsp-1	1.90071e+08
P09457	ATPO_YEAST	ATP5	ATP synthase subunit 5, mitochondrial	1.24123e+07
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	2.62011e+08
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	3.41007e+07
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	2.01129e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	1.11556e+07
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	7.48602e+06
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	2.77062e+07
P09624	DLDH_YEAST	LPD1	Dihydrolipoyl dehydrogenase, mitochondrial	1.37439e+07
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	4.86677e+08
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	3.60714e+07
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	4.69253e+07
P09733	TBA1_YEAST	TUB1	Tubulin alpha-1 chain	7.34131e+06
P09734	TBA3_YEAST	TUB3	Tubulin alpha-3 chain	374567
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	7.57449e+07
P09884	DPOLA_HUMAN	POLA1	DNA polymerase alpha catalytic subunit	3.10157e+07
P09938	RIR2_YEAST	RNR2	Ribonucleoside-diphosphate reductase small chain 1	1.65651e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	3.08139e+07
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	9.34968e+07
P0A6B7				643052
P0A6F5				1.86253e+06
P0A6F9				1.51548e+06
P0A6P9				9.11729e+08
P0A6Q6				536646
P0A7L0				1.35966e+06
P0A7R1				815935
P0A867				1.60808e+08
P0A910				1.25553e+06
P0A9B2				5.26029e+06
P0AB10				1.9374e+06
P0ABT2				4.09363e+06
P0AEU7				511688
P0AGE0				1.77644e+06
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	2.25712e+06
P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	1.76795e+08
P0C0T4;Q3E792	RS25A_YEAST;RS25B_YEAST	RPS25A;RPS25B	40S ribosomal protein S25-B	1.4829e+07
P0C0W9;Q3E757	RL11A_YEAST;RL11B_YEAST	RPL11A;RPL11B	60S ribosomal protein L11-A	6.28037e+07
P0C0X0;Q3E7X9	RS28A_YEAST;RS28B_YEAST	RPS28A;RPS28B	40S ribosomal protein S28-B	5.46969e+07
P0C2H6;P0C2H7	RL27A_YEAST;RL27B_YEAST	RPL27A;RPL27B	60S ribosomal protein L27-A	4.57136e+07
P0C2H8	RL31A_YEAST	RPL31A	60S ribosomal protein L31-A	5.38366e+07
P0C2W1	FBSP1_HUMAN	FBXO45	F-box/SPRY domain-containing protein 1	428767
P0C7P0	CISD3_HUMAN	CISD3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	780548
P0CE47;P0CE48				5.06625e+06
P0CG12	DERPC_HUMAN	DERPC	Decreased expression in renal and prostate cancer protein	1.49267e+06
P0CG39	POTEJ_HUMAN	POTEJ	POTE ankyrin domain family member J	5.03762e+08
P0CJ92	GOG8H_HUMAN	GOLGA8H	Golgin subfamily A member 8H	3.21361e+07
P0CS90	HSP77_YEAST	SSC1	Heat shock protein SSC1, mitochondrial	1.41725e+08
P0CT04	IPB2_YEAST	PBI2	Protease B inhibitor 2	4.91574e+07
P0CX23;P0CX24	RL20A_YEAST;RL20B_YEAST	RPL20A;RPL20B	60S ribosomal protein L20-A	3.61805e+07
P0CX25;P0CX26	RL43A_YEAST;RL43B_YEAST	RPL43A;RPL43B	60S ribosomal protein L43-A	3.12978e+07
P0CX29;P0CX30	RS23A_YEAST;RS23B_YEAST	RPS23A;RPS23B	40S ribosomal protein S23-A	4.22137e+07
P0CX31;P0CX32	RS24A_YEAST;RS24B_YEAST	RPS24A;RPS24B	40S ribosomal protein S24-A	5.4121e+07
P0CX33;P0CX34	RS30A_YEAST;RS30B_YEAST	RPS30A;RPS30B	40S ribosomal protein S30-A	8.41253e+06
P0CX35;P0CX36	RS4A_YEAST;RS4B_YEAST	RPS4A;RPS4B	40S ribosomal protein S4-A	1.77692e+08
P0CX37;P0CX38	RS6A_YEAST;RS6B_YEAST	RPS6A;RPS6B	40S ribosomal protein S6-A	5.42271e+07
P0CX39;P0CX40	RS8A_YEAST;RS8B_YEAST	RPS8A;RPS8B	40S ribosomal protein S8-A	3.79814e+07
P0CX41;P0CX42	RL23A_YEAST;RL23B_YEAST	RPL23A;RPL23B	60S ribosomal protein L23-A	4.03276e+07
P0CX43;P0CX44	RL1A_YEAST;RL1B_YEAST	RPL1A;RPL1B	60S ribosomal protein L1-A	4.30901e+07
P0CX45;P0CX46	RL2A_YEAST;RL2B_YEAST	RPL2A;RPL2B	60S ribosomal protein L2-A	6.95058e+07
P0CX47;P0CX48	RS11A_YEAST;RS11B_YEAST	RPS11A;RPS11B	40S ribosomal protein S11-A	4.73848e+07
P0CX49;P0CX50	RL18A_YEAST;RL18B_YEAST	RPL18A;RPL18B	60S ribosomal protein L18-A	4.51649e+07
P0CX51;P0CX52	RS16A_YEAST;RS16B_YEAST	RPS16A;RPS16B	40S ribosomal protein S16-A	4.12281e+07
P0CX53;P0CX54	RL12A_YEAST;RL12B_YEAST	RPL12A;RPL12B	60S ribosomal protein L12-A	6.99032e+07
P0CX55;P0CX56	RS18A_YEAST;RS18B_YEAST	RPS18A;RPS18B	40S ribosomal protein S18-A	6.00457e+07
P0CX82;P0CX83	RL19A_YEAST;RL19B_YEAST	RPL19A;RPL19B	60S ribosomal protein L19-A	6.97567e+07
P0CX84;P0CX85	RL35A_YEAST;RL35B_YEAST	RPL35A;RPL35B	60S ribosomal protein L35-A	6.31535e+07
P0DJ07	PT100_HUMAN	PET100	Protein PET100 homolog, mitochondrial	4.29528e+06
P0DM41;P0DM42;P10986;Q6A8K1	ACT1_CAEEL;ACT3_CAEEL;ACT4_CAEEL	act-1;act-3;act-4	Actin-1	9.15432e+08
P0DME0	SETLP_HUMAN	SETSIP	Protein SETSIP	3.63352e+06
P0DMM9;P0DMN0	ST1A3_HUMAN;ST1A4_HUMAN	SULT1A3;SULT1A4	Sulfotransferase 1A3	3.47472e+06
P10080	SSBP1_YEAST	SBP1	Single-stranded nucleic acid-binding protein	2.96039e+07
P10081	IF4A_YEAST	TIF1	ATP-dependent RNA helicase eIF4A	4.47525e+07
P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial	1.59912e+06
P10155	RO60_HUMAN	RO60	60 kDa SS-A/Ro ribonucleoprotein	1.21084e+07
P10174	COX7_YEAST	COX7	Cytochrome c oxidase subunit 7, mitochondrial	6.17527e+06
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	6.84174e+06
P10299	GSTP1_CAEEL	gst-1	Glutathione S-transferase P	2.2977e+07
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	2.03039e+06
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.37154e+07
P10363	PRI1_YEAST	PRI1	DNA primase small subunit	2.74388e+06
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	2.82958e+06
P10412	H14_HUMAN	H1-4	Histone H1.4	1.3555e+09
P10507	MPPB_YEAST	MAS1	Mitochondrial-processing peptidase subunit beta	1.92799e+06
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	2.31466e+07
P10567	MYSP_CAEEL	unc-15	Paramyosin	2.69485e+08
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	9.81676e+06
P10591	HSP71_YEAST	SSA1	Heat shock protein SSA1	8.81283e+07
P10592	HSP72_YEAST	SSA2	Heat shock protein SSA2	9.94431e+07
P10599	THIO_HUMAN	TXN	Thioredoxin	2.83153e+08
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	5.77152e+07
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	4.8104e+06
P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	9.64619e+06
P10622	RLA3_YEAST	RPP1B	60S acidic ribosomal protein P1-beta	5.66259e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	3.4705e+06
P10659	METK1_YEAST	SAM1	S-adenosylmethionine synthase 1	1.34008e+08
P10664	RL4A_YEAST	RPL4A	60S ribosomal protein L4-A	1.3459e+08
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1.74798e+07
P10771	H24_CAEEL	his-24	Histone 24	1.95219e+07
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.89863e+08
P10869	AK_YEAST	HOM3	Aspartokinase	4.02839e+06
P10909	CLUS_HUMAN	CLU	Clusterin	3.10574e+07
P10964	RPA1_YEAST	RPA190	DNA-directed RNA polymerase I subunit RPA190	1.41297e+06
P10984	ACT2_CAEEL	act-2	Actin-2	3.97046e+07
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	2.10539e+08
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	3.29138e+06
P11076	ARF1_YEAST	ARF1	ADP-ribosylation factor 1	2.5305e+07
P11141	HSP6_CAEEL	hsp-6	Heat shock protein hsp-6	9.10604e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	7.30407e+08
P11154	PYC1_YEAST	PYC1	Pyruvate carboxylase 1	9.23844e+06
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	3.9716e+07
P11169	GTR3_HUMAN	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	1.6843e+07
P11171	41_HUMAN	EPB41	Protein 4.1	4.31859e+06
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1.50068e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	2.88838e+07
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	7.52448e+06
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	3.19282e+07
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	1.03447e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	1.20179e+07
P11277	SPTB1_HUMAN	SPTB	Spectrin beta chain, erythrocytic	1.31001e+07
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	5.52081e+07
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	9.14177e+06
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	4.00131e+07
P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	7.38132e+07
P11412	G6PD_YEAST	ZWF1	Glucose-6-phosphate 1-dehydrogenase	1.13873e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	6.71636e+07
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	1.07924e+07
P11474	ERR1_HUMAN	ESRRA	Steroid hormone receptor ERR1	510477
P11484	SSB1_YEAST	SSB1	Ribosome-associated molecular chaperone SSB1	8.51411e+07
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	1.1359e+07
P11532	DMD_HUMAN	DMD	Dystrophin	4.60106e+06
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	4.86471e+07
P11632	NHP6A_YEAST	NHP6A	Non-histone chromosomal protein 6A	7.16274e+06
P11633	NHP6B_YEAST	NHP6B	Non-histone chromosomal protein 6B	9.48264e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	1.44989e+07
P11745	RNA1_YEAST	RNA1	Ran GTPase-activating protein 1	2.16872e+06
P11746	MCM1_YEAST	MCM1	Pheromone receptor transcription factor	2.97561e+06
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	1.19822e+07
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	4.43319e+06
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	1.76462e+07
P11938	RAP1_YEAST	RAP1	DNA-binding protein RAP1	1.40367e+06
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	9.41473e+07
P11986	INO1_YEAST	INO1	Inositol-3-phosphate synthase	1.7676e+08
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	1.10441e+08
P12074	CX6A1_HUMAN	COX6A1	Cytochrome c oxidase subunit 6A1, mitochondrial	1.42357e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	1.88257e+07
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	5.31119e+06
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	1.67052e+08
P12259	FA5_HUMAN	F5	Coagulation factor V	1.43337e+07
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	4.68353e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	1.72825e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	3.80445e+07
P12385	ERF1_YEAST	SUP45	Eukaryotic peptide chain release factor subunit 1	7.86602e+06
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	4.61313e+07
P12456	TBB1_CAEEL	mec-7	Tubulin beta-1 chain	3.5383e+06
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	4.38711e+06
P12611	WHI2_YEAST	WHI2	Growth regulation protein	1.01688e+06
P12612	TCPA_YEAST	TCP1	T-complex protein 1 subunit alpha	2.67533e+06
P12683	HMDH1_YEAST	HMG1	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1	531267
P12688	YPK1_YEAST	YPK1	Serine/threonine-protein kinase YPK1	1.2029e+06
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	2.32894e+07
P12695	ODP2_YEAST	LAT1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	1.24966e+07
P12709	G6PI_YEAST	PGI1	Glucose-6-phosphate isomerase	5.75777e+07
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	8.19771e+07
P12844	MYO3_CAEEL	myo-3	Myosin-3	4.55835e+07
P12845	MYO2_CAEEL	myo-2	Myosin-2	1.5578e+07
P12904	AAKG_YEAST	SNF4	5'-AMP-activated protein kinase subunit gamma	2.23377e+06
P12945	NAT1_YEAST	NAT1	N-terminal acetyltransferase A complex subunit NAT1	1.72136e+06
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	1.9119e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	6.19555e+07
P12962	CAF20_YEAST	CAF20	Cap-associated protein CAF20	3.70577e+06
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	7.46973e+07
P13051	UNG_HUMAN	UNG	Uracil-DNA glycosylase	2.51552e+06
P13056	NR2C1_HUMAN	NR2C1	Nuclear receptor subfamily 2 group C member 1	199877
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	1.01621e+08
P13188	SYQ_YEAST	GLN4	Glutamine--tRNA ligase	2.84622e+06
P13298	PYRE_YEAST	URA5	Orotate phosphoribosyltransferase 1	5.4014e+06
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	4.30412e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	2.46019e+07
P13517	CAPZB_YEAST	CAP2	F-actin-capping protein subunit beta	4.6235e+06
P13586	ATC1_YEAST	PMR1	Calcium-transporting ATPase 1	3.32928e+06
P13639	EF2_HUMAN	EEF2	Elongation factor 2	2.61436e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	1.91216e+08
P13646	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13	6.35021e+06
P13663	DHAS_YEAST	HOM2	Aspartate-semialdehyde dehydrogenase	2.17193e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	3.50464e+07
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	4.0935e+07
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	4.67222e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	2.51729e+06
P13797	PLST_HUMAN	PLS3	Plastin-3	2.81638e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	9.59799e+06
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	5.80576e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	9.3805e+06
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	2.62619e+07
P13929	ENOB_HUMAN	ENO3	Beta-enolase	5.79229e+06
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	1.46936e+07
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	2.01015e+07
P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	7.36734e+06
P14020	DPM1_YEAST	DPM1	Dolichol-phosphate mannosyltransferase	1.1281e+07
P14065	GCY1_YEAST	GCY1	Glycerol 2-dehydrogenase (NADP(+))	2.21113e+07
P14120	RL30_YEAST	RPL30	60S ribosomal protein L30	3.46971e+07
P14126	RL3_YEAST	RPL3	60S ribosomal protein L3	5.6133e+07
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	1.07167e+08
P14209	CD99_HUMAN	CD99	CD99 antigen	1.76979e+07
P14306	CPYI_YEAST	TFS1	Carboxypeptidase Y inhibitor	2.20331e+07
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	1.0735e+08
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	5.70123e+07
P14373	TRI27_HUMAN	TRIM27	Zinc finger protein RFP	2.07575e+06
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	8.91371e+06
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	2.83909e+07
P14540	ALF_YEAST	FBA1	Fructose-bisphosphate aldolase	4.39707e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	2.57359e+07
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	7.78216e+08
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	1.3105e+06
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	1.16089e+08
