Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03.mzML
P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	7.67243e+07
P00410	COX2_YEAST	COX2	Cytochrome c oxidase subunit 2	1.99177e+07
P00414	COX3_HUMAN	MT-CO3	Cytochrome c oxidase subunit 3	3.72114e+06
P00424	COX5A_YEAST	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	1.83875e+07
P00427	COX6_YEAST	COX6	Cytochrome c oxidase subunit 6, mitochondrial	3.33741e+07
P00431	CCPR_YEAST	CCP1	Cytochrome c peroxidase, mitochondrial	4.7341e+06
P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	7.79282e+07
P00445	SODC_YEAST	SOD1	Superoxide dismutase [Cu-Zn]	3.71543e+08
P00447	SODM_YEAST	SOD2	Superoxide dismutase [Mn], mitochondrial	5.42076e+07
P00450	CERU_HUMAN	CP	Ceruloplasmin	3.20195e+06
P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	3.28491e+07
P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	5.37202e+07
P00498	HIS1_YEAST	HIS1	ATP phosphoribosyltransferase	7.05953e+06
P00505	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	9.10528e+07
P00519	ABL1_HUMAN	ABL1	Tyrosine-protein kinase ABL1	228356
P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	2.14931e+08
P00546	CDK1_YEAST	CDC28	Cyclin-dependent kinase 1	2.82358e+06
P00549	KPYK1_YEAST	CDC19	Pyruvate kinase 1	5.02622e+08
P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	1.57163e+09
P00560	PGK_YEAST	PGK1	Phosphoglycerate kinase	6.52993e+08
P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	3.3061e+07
P00724	INV2_YEAST	SUC2	Invertase 2	1.16792e+06
P00729	CBPY_YEAST	PRC1	Carboxypeptidase Y	4.56836e+07
P00734	THRB_HUMAN	F2	Prothrombin	4.93616e+06
P00747	PLMN_HUMAN	PLG	Plasminogen	8.27751e+06
P00812	ARGI_YEAST	CAR1	Arginase	3.50936e+06
P00813	ADA_HUMAN	ADA	Adenosine deaminase	2.88896e+06
P00815	HIS2_YEAST	HIS4	Histidine biosynthesis trifunctional protein	1.0923e+07
P00817	IPYR_YEAST	IPP1	Inorganic pyrophosphatase	6.99615e+07
P00830	ATPB_YEAST	ATP2	ATP synthase subunit beta, mitochondrial	1.21754e+08
P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	7.01352e+06
P00890	CISY1_YEAST	CIT1	Citrate synthase, mitochondrial	7.1422e+07
P00899	TRPE_YEAST	TRP2	Anthranilate synthase component 1	6.16744e+07
P00924	ENO1_YEAST	ENO1	Enolase 1	1.15598e+09
P00925	ENO2_YEAST	ENO2	Enolase 2	4.56627e+08
P00927	THDH_YEAST	ILV1	Threonine dehydratase, mitochondrial	5.64802e+06
P00931	TRP_YEAST	TRP5	Tryptophan synthase	1.76069e+07
P00937	TRPG_YEAST	TRP3	Multifunctional tryptophan biosynthesis protein	7.47626e+06
P00942	TPIS_YEAST	TPI1	Triosephosphate isomerase	2.96439e+08
P00950	PMG1_YEAST	GPM1	Phosphoglycerate mutase 1	4.90285e+08
P00958	SYMC_YEAST	MES1	Methionine--tRNA ligase, cytoplasmic	8.3969e+06
P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	1.89516e+08
P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin	4.43963e+06
P01024	CO3_HUMAN	C3	Complement C3	6.57823e+06
P01033	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1	3.69654e+06
P01034	CYTC_HUMAN	CST3	Cystatin-C	6.31918e+06
P01094	IPA3_YEAST	PAI3	Protease A inhibitor 3	3.39226e+07
P01097	ATIF_YEAST	INH1	ATPase inhibitor, mitochondrial	4.25337e+07
P01098	STF1_YEAST	STF1	ATPase-stabilizing factor 9 kDa, mitochondrial	2.52958e+07
P01111	RASN_HUMAN	NRAS	GTPase NRas	1.72541e+07
P01116	RASK_HUMAN	KRAS	GTPase KRas	6.31563e+06
P01119	RAS1_YEAST	RAS1	Ras-like protein 1	873028
P01120	RAS2_YEAST	RAS2	Ras-like protein 2	1.57724e+07
P01123	YPT1_YEAST	YPT1	GTP-binding protein YPT1	1.96572e+07
P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor	1.69307e+07
P01215	GLHA_HUMAN	CGA	Glycoprotein hormones alpha chain	781555
P01889	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain	1.9945e+07
P01891				3.60003e+07
P02144	MYG_HUMAN	MB	Myoglobin	397051
P02293;P02294	H2B1_YEAST;H2B2_YEAST	HTB1;HTB2	Histone H2B.1	5.64406e+07
P02309	H4_YEAST	HHF1	Histone H4	5.622e+07
P02400	RLA4_YEAST	RPP2B	60S acidic ribosomal protein P2-beta	1.34704e+08
P02406	RL28_YEAST	RPL28	60S ribosomal protein L28	8.41571e+07
P02407;P14127	RS17A_YEAST;RS17B_YEAST	RPS17A;RPS17B	40S ribosomal protein S17-A	1.21792e+08
P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	3.40509e+08
P02549	SPTA1_HUMAN	SPTA1	Spectrin alpha chain, erythrocytic 1	1.57743e+07
P02557	TBB_YEAST	TUB2	Tubulin beta chain	1.92381e+07
P02566	MYO4_CAEEL	unc-54	Myosin-4	1.94293e+08
P02567	MYO1_CAEEL	myo-1	Myosin-1	1.71708e+07
P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I	3.5571e+06
P02649	APOE_HUMAN	APOE	Apolipoprotein E	3.94502e+06
P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III	4.89242e+06
P02748	CO9_HUMAN	C9	Complement component C9	4.01704e+06
P02749	APOH_HUMAN	APOH	Beta-2-glycoprotein 1	1.27922e+06
P02751	FINC_HUMAN	FN1	Fibronectin	4.88244e+07
P02768	ALBU_HUMAN	ALB	Albumin	4.60076e+07
P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	1.21589e+08
P02787	TRFE_HUMAN	TF	Serotransferrin	1.10036e+07
P02788	TRFL_HUMAN	LTF	Lactotransferrin	2.51136e+07
P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain	2.52214e+06
P02795	MT2_HUMAN	MT2A	Metallothionein-2	9.56642e+07
P02829	HSP82_YEAST	HSP82	ATP-dependent molecular chaperone HSP82	3.92651e+07
P02925				1.67507e+06
P02992	EFTU_YEAST	TUF1	Elongation factor Tu, mitochondrial	1.03644e+08
P02994	EF1A_YEAST	TEF1	Elongation factor 1-alpha	3.93973e+08
P03886	NU1M_HUMAN	MT-ND1	NADH-ubiquinone oxidoreductase chain 1	825526
P03891	NU2M_HUMAN	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	2.71869e+06
P03905	NU4M_HUMAN	MT-ND4	NADH-ubiquinone oxidoreductase chain 4	1.12248e+07
P03915	NU5M_HUMAN	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	1.24094e+06
P03928	ATP8_HUMAN	MT-ATP8	ATP synthase protein 8	9.78599e+06
P03965	CARB_YEAST	CPA2	Carbamoyl-phosphate synthase arginine-specific large chain	6.25158e+06
P03973	SLPI_HUMAN	SLPI	Antileukoproteinase	2.78501e+06
P04003	C4BPA_HUMAN	C4BPA	C4b-binding protein alpha chain	567415
P04004	VTNC_HUMAN	VTN	Vitronectin	1.54935e+07
P04037	COX4_YEAST	COX4	Cytochrome c oxidase subunit 4, mitochondrial	3.20396e+07
P04040	CATA_HUMAN	CAT	Catalase	1.94352e+07
P04046	PUR1_YEAST	ADE4	Amidophosphoribosyltransferase	4.69646e+06
P04050	RPB1_YEAST	RPO21	DNA-directed RNA polymerase II subunit RPB1	2.44337e+06
P04062	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase	4.5047e+06
P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	7.42816e+08
P04076	ARLY_YEAST	ARG4	Argininosuccinate lyase	4.0979e+07
P04080	CYTB_HUMAN	CSTB	Cystatin-B	5.06247e+07
P04083	ANXA1_HUMAN	ANXA1	Annexin A1	3.00318e+08
P04114	APOB_HUMAN	APOB	Apolipoprotein B-100	1.90012e+06
P04147	PABP_YEAST	PAB1	Polyadenylate-binding protein, cytoplasmic and nuclear	6.99373e+07
P04150	GCR_HUMAN	NR3C1	Glucocorticoid receptor	3.80245e+06
P04179	SODM_HUMAN	SOD2	Superoxide dismutase [Mn], mitochondrial	7.13785e+07
P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial	6.28842e+06
P04183	KITH_HUMAN	TK1	Thymidine kinase, cytosolic	1.18447e+07
P04255;Q27894	H2B1_CAEEL;H2B2_CAEEL	his-11;his-4	Histone H2B 1	1.00582e+08
P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	3.50046e+07
P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	1.27837e+09
P04449	RL24A_YEAST	RPL24A	60S ribosomal protein L24-A	7.55918e+07
P04456	RL25_YEAST	RPL25	60S ribosomal protein L25	1.14074e+08
P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	1.86379e+07
P04650	RL39_YEAST	RPL39	60S ribosomal protein L39	6.34849e+06
P04710	ADT1_YEAST	AAC1	ADP,ATP carrier protein 1	6.68311e+06
P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	1.14163e+08
P04801	SYTC_YEAST	THS1	Threonine--tRNA ligase, cytoplasmic	1.78925e+07
P04802	SYDC_YEAST	DPS1	Aspartate--tRNA ligase, cytoplasmic	2.11041e+07
P04806	HXKA_YEAST	HXK1	Hexokinase-1	9.27941e+07
P04807	HXKB_YEAST	HXK2	Hexokinase-2	1.18638e+08
P04818	TYSY_HUMAN	TYMS	Thymidylate synthase	7.39879e+06
P04840	VDAC1_YEAST	POR1	Mitochondrial outer membrane protein porin 1	1.56982e+08
P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	4.80402e+07
P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1.13839e+07
P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	4.94564e+07
P04911;P04912	H2A1_YEAST;H2A2_YEAST	HTA1;HTA2	Histone H2A.1	7.5254e+07
P04920	B3A2_HUMAN	SLC4A2	Anion exchange protein 2	1.5636e+06
P04970;P17331	G3P1_CAEEL;G3P4_CAEEL	gpd-1;gpd-4	Glyceraldehyde-3-phosphate dehydrogenase 1	7.93873e+08
P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	3.95359e+07
P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	9.14135e+06
P05030	PMA1_YEAST	PMA1	Plasma membrane ATPase 1	1.20837e+08
P05067	A4_HUMAN	APP	Amyloid-beta precursor protein	3.89224e+06
P05114	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14	2.0208e+07
P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	9.80982e+07
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	1.04951e+06
P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	1.37117e+07
P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1.34276e+08
P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	1.32167e+08
P05317	RLA0_YEAST	RPP0	60S acidic ribosomal protein P0	8.0551e+07
P05319	RLA2_YEAST	RPP2A	60S acidic ribosomal protein P2-alpha	9.74383e+07
P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	2.54816e+06
P05373	HEM2_YEAST	HEM2	Delta-aminolevulinic acid dehydratase	7.60578e+06
P05374	CHO2_YEAST	CHO2	Phosphatidylethanolamine N-methyltransferase	691205
P05375	PLMT_YEAST	OPI3	Phosphatidyl-N-methylethanolamine N-methyltransferase	1.2426e+07
P05386	RLA1_HUMAN	RPLP1	60S acidic ribosomal protein P1	2.50001e+08
P05387	RLA2_HUMAN	RPLP2	60S acidic ribosomal protein P2	1.45966e+08
P05388	RLA0_HUMAN	RPLP0	60S acidic ribosomal protein P0	2.26958e+08
P05412	JUN_HUMAN	JUN	Transcription factor AP-1	619180
P05423	RPC4_HUMAN	POLR3D	DNA-directed RNA polymerase III subunit RPC4	2.04379e+06
P05453	ERF3_YEAST	SUP35	Eukaryotic peptide chain release factor GTP-binding subunit	8.63852e+06
P05455	LA_HUMAN	SSB	Lupus La protein	4.96002e+07
P05549	AP2A_HUMAN	TFAP2A	Transcription factor AP-2-alpha	4.12768e+06
P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	4.38942e+07
P05626	ATPF_YEAST	ATP4	ATP synthase subunit 4, mitochondrial	3.19066e+07
P05694	METE_YEAST	MET6	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.01728e+08
P05737	RL7A_YEAST	RPL7A	60S ribosomal protein L7-A	1.24222e+08
P05738	RL9A_YEAST	RPL9A	60S ribosomal protein L9-A	9.9806e+07
P05739	RL6B_YEAST	RPL6B	60S ribosomal protein L6-B	8.72432e+07
P05740	RL17A_YEAST	RPL17A	60S ribosomal protein L17-A	1.44949e+08
P05743	RL26A_YEAST	RPL26A	60S ribosomal protein L26-A	7.82649e+07
P05744	RL33A_YEAST	RPL33A	60S ribosomal protein L33-A	1.06938e+08
P05745	RL36A_YEAST	RPL36A	60S ribosomal protein L36-A	1.02915e+08
P05747	RL29_YEAST	RPL29	60S ribosomal protein L29	1.73163e+07
P05748	RL15A_YEAST	RPL15A	60S ribosomal protein L15-A	1.08139e+08
P05749	RL22A_YEAST	RPL22A	60S ribosomal protein L22-A	2.62961e+07
P05750	RS3_YEAST	RPS3	40S ribosomal protein S3	7.58555e+07
P05755	RS9B_YEAST	RPS9B	40S ribosomal protein S9-B	6.25154e+07
P05756	RS13_YEAST	RPS13	40S ribosomal protein S13	5.35016e+07
P05759	RS31_YEAST	RPS31	Ubiquitin-40S ribosomal protein S31	5.44019e+07
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	4.43249e+08
P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	9.03431e+08
P05976;P08590	MYL1_HUMAN;MYL3_HUMAN	MYL1;MYL3	Myosin light chain 1/3, skeletal muscle isoform	7.03935e+06
P06101	CDC37_YEAST	CDC37	Hsp90 co-chaperone Cdc37	7.85321e+06
P06102	NOT3_YEAST	NOT3	General negative regulator of transcription subunit 3	773613
P06103	EIF3B_YEAST	PRT1	Eukaryotic translation initiation factor 3 subunit B	1.32081e+07
P06105	SC160_YEAST	SCP160	Protein SCP160	4.34641e+07
P06115	CATT_YEAST	CTT1	Catalase T	3.46442e+07
P06125	VIT5_CAEEL	vit-5	Vitellogenin-5	6.41536e+07
P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	6.50846e+06
P06168	ILV5_YEAST	ILV5	Ketol-acid reductoisomerase, mitochondrial	1.1067e+08
P06169	PDC1_YEAST	PDC1	Pyruvate decarboxylase isozyme 1	7.60483e+08
P06208	LEU1_YEAST	LEU4	2-isopropylmalate synthase	1.51313e+07
P06213	INSR_HUMAN	INSR	Insulin receptor	1.43868e+06
P06244	KAPA_YEAST	TPK1	cAMP-dependent protein kinase type 1	2.07874e+06
P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	2.91195e+06
P06367	RS14A_YEAST	RPS14A	40S ribosomal protein S14-A	1.00644e+08
P06396	GELS_HUMAN	GSN	Gelsolin	1.47405e+07
P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	2.09417e+08
P06493	CDK1_HUMAN	CDK1	Cyclin-dependent kinase 1	2.89213e+07
P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	3.51087e+08
P06582;P34696	HSP11_CAEEL;HSP12_CAEEL	hsp-16.1;hsp-16.2	Heat shock protein hsp-16.2	785885
P06634	DED1_YEAST	DED1	ATP-dependent RNA helicase DED1	1.00496e+07
P06703	S10A6_HUMAN	S100A6	Protein S100-A6	5.28722e+08
P06704	CDC31_YEAST	CDC31	Cell division control protein 31	1.53405e+06
P06727	APOA4_HUMAN	APOA4	Apolipoprotein A-IV	1.70299e+06
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	2.83711e+07
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	1.55394e+09
P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	2.29415e+07
P06738	PHSG_YEAST	GPH1	Glycogen phosphorylase	3.24251e+07
P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	2.94674e+08
P06746	DPOLB_HUMAN	POLB	DNA polymerase beta	730084
P06748	NPM_HUMAN	NPM1	Nucleophosmin	9.89444e+08
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	7.98614e+07
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	1.2057e+06
P06780	RHO1_YEAST	RHO1	GTP-binding protein RHO1	2.15421e+07
P06782	SNF1_YEAST	SNF1	Carbon catabolite-derepressing protein kinase	2.40353e+06
P06785	TYSY_YEAST	CDC21	Thymidylate synthase	2.07611e+06
P06787	CALM_YEAST	CMD1	Calmodulin	6.5168e+07
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	1.80842e+07
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	4.22917e+06
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	5.1121e+07
P07143	CY1_YEAST	CYT1	Cytochrome c1, heme protein, mitochondrial	2.0313e+07
P07149	FAS1_YEAST	FAS1	Fatty acid synthase subunit beta	4.49525e+07
P07170	KAD2_YEAST	ADK1	Adenylate kinase	8.44789e+07
P07172	HIS8_YEAST	HIS5	Histidinol-phosphate aminotransferase	5.194e+06
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	2.23416e+08
P07199	CENPB_HUMAN	CENPB	Major centromere autoantigen B	4.72453e+06
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	2.01043e+07
P07205	PGK2_HUMAN	PGK2	Phosphoglycerate kinase 2	1.24843e+07
P07213	TOM70_YEAST	TOM70	Mitochondrial import receptor subunit TOM70	1.07217e+07
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	1.14022e+08
P07244	PUR2_YEAST	ADE5,7	Bifunctional purine biosynthetic protein ADE5,7	6.33977e+06
P07245	C1TC_YEAST	ADE3	C-1-tetrahydrofolate synthase, cytoplasmic	1.47707e+07
P07246	ADH3_YEAST	ADH3	Alcohol dehydrogenase 3, mitochondrial	8.39025e+06
P07248	ADR1_YEAST	ADR1	Regulatory protein ADR1	340579
P07251	ATPA_YEAST	ATP1	ATP synthase subunit alpha, mitochondrial	1.32883e+08
P07255	COX9_YEAST	COX9	Cytochrome c oxidase subunit 9, mitochondrial	1.62583e+07
P07256	QCR1_YEAST	COR1	Cytochrome b-c1 complex subunit 1, mitochondrial	2.21754e+07
P07257	QCR2_YEAST	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial	4.12522e+07
P07259	PYR1_YEAST	URA2	Protein URA2	3.40113e+07
P07260	IF4E_YEAST	CDC33	Eukaryotic translation initiation factor 4E	2.23527e+07
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	7.07195e+07
P07263	SYH_YEAST	HTS1	Histidine--tRNA ligase, mitochondrial	7.49801e+06
P07264	LEUC_YEAST	LEU1	3-isopropylmalate dehydratase	2.31358e+07
P07267	CARP_YEAST	PEP4	Saccharopepsin	6.47386e+07
P07273	TFS2_YEAST	DST1	Transcription elongation factor S-II	1.60922e+06
P07274	PROF_YEAST	PFY1	Profilin	4.49364e+07
P07275	PUT2_YEAST	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	9.22618e+06
P07277	KIME_YEAST	ERG12	Mevalonate kinase	1.34644e+06
P07278	KAPR_YEAST	BCY1	cAMP-dependent protein kinase regulatory subunit	2.19392e+07
P07280;P07281	RS19A_YEAST;RS19B_YEAST	RPS19A;RPS19B	40S ribosomal protein S19-A	8.53382e+07
P07283	PMM_YEAST	SEC53	Phosphomannomutase	3.80532e+07
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	2.40476e+07
P07285	TRPD_YEAST	TRP4	Anthranilate phosphoribosyltransferase	1.33478e+06
P07305	H10_HUMAN	H1-0	Histone H1.0	6.17324e+07
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	4.63149e+06
P07339	CATD_HUMAN	CTSD	Cathepsin D	1.39888e+07
P07342	ILVB_YEAST	ILV2	Acetolactate synthase catalytic subunit, mitochondrial	3.35066e+07
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	4.63803e+08
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	1.30231e+07
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	4.50156e+08
P07477	TRY1_HUMAN	PRSS1	Trypsin-1	1.29061e+07
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	1.67786e+07
P07602	SAP_HUMAN	PSAP	Prosaposin	7.03336e+07
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	1.21234e+07
P07702	LYS2_YEAST	LYS2	L-2-aminoadipate reductase	6.63986e+06
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	3.99692e+06
P07711	CATL1_HUMAN	CTSL	Cathepsin L1	1.7397e+06
P07737	PROF1_HUMAN	PFN1	Profilin-1	2.7263e+08
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	3.89709e+07
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	7.50119e+06
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	4.11927e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	1.14144e+07
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	3.79241e+08
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1.95718e+06
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	3.40147e+08
P07919	QCR6_HUMAN	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	1.89901e+07
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	3.75401e+06
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	4.41424e+06
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	1.46525e+07
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	8.96548e+07
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	2.39023e+07
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	3.03541e+06
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	1.03667e+06
P08047	SP1_HUMAN	SP1	Transcription factor Sp1	3.83039e+06
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	7.69456e+06
P08069	IGF1R_HUMAN	IGF1R	Insulin-like growth factor 1 receptor	2.51149e+06
P08107				4.21378e+08
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	1.82597e+07
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	5.84024e+07
P08174	DAF_HUMAN	CD55	Complement decay-accelerating factor	1.38368e+08
P08195	4F2_HUMAN	SLC3A2	4F2 cell-surface antigen heavy chain	8.61002e+07
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	481830
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	2.47453e+07
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	5.74957e+08
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	6.71936e+06
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	2.14177e+07
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	4.91503e+06
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	3.45209e+07
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	8.03296e+06
P08466	NUC1_YEAST	NUC1	Mitochondrial nuclease	2.63414e+06
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	2.09011e+06
P08524	FPPS_YEAST	ERG20	Farnesyl pyrophosphate synthase	5.71524e+07
P08525	QCR8_YEAST	QCR8	Cytochrome b-c1 complex subunit 8, mitochondrial	1.1052e+07
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	1.73907e+06
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	3.78801e+07
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	7.28019e+06
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	2.48499e+07
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	2.99913e+07
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	1.04089e+06
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	5.43194e+07
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	1.71006e+07
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	6.48256e+06
P08670	VIME_HUMAN	VIM	Vimentin	2.07741e+08
P08708;P0CW22	RS17_HUMAN	RPS17	40S ribosomal protein S17	8.58606e+07
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	3.01117e+08
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	1.6094e+08
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha	1.07158e+07
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	1.31053e+08
P08865	RSSA_HUMAN	RPSA	40S ribosomal protein SA	1.96672e+08
P08898	H3_CAEEL	his-2	Histone H3	3.0311e+06
P08962	CD63_HUMAN	CD63	CD63 antigen	1.56403e+07
P09001	RM03_HUMAN	MRPL3	39S ribosomal protein L3, mitochondrial	5.18065e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	6.23702e+07
P09032	EI2BG_YEAST	GCD1	Translation initiation factor eIF-2B subunit gamma	843239
P09038	FGF2_HUMAN	FGF2	Fibroblast growth factor 2	910249
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	1.1669e+07
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	8.48523e+08
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	1.18669e+06
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	1.535e+06
P09201	F16P_YEAST	FBP1	Fructose-1,6-bisphosphatase	6.47921e+06
P09232	PRTB_YEAST	PRB1	Cerevisin	1.64777e+08
