Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01.mzML
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.60045e+08
P26637	SYLC_YEAST	CDC60	Leucine--tRNA ligase, cytoplasmic	2.01236e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	7.64981e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	2.72555e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.06432e+08
P26754	RFA2_YEAST	RFA2	Replication factor A protein 2	4.56518e+06
P26755	RFA3_YEAST	RFA3	Replication factor A protein 3	4.42442e+06
P26783	RS5_YEAST	RPS5	40S ribosomal protein S5	7.74993e+07
P26784	RL16A_YEAST	RPL16A	60S ribosomal protein L16-A	4.66711e+07
P26785	RL16B_YEAST	RPL16B	60S ribosomal protein L16-B	1.62495e+08
P26786	RS7A_YEAST	RPS7A	40S ribosomal protein S7-A	7.28011e+07
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	2.78825e+07
P27105	STOM_HUMAN	STOM	Erythrocyte band 7 integral membrane protein	7.63861e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	3.33937e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.23072e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	5.53894e+06
P27420	HSP7C_CAEEL	hsp-3	Heat shock 70 kDa protein C	2.71969e+08
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	800589
P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit	3.96412e+06
P27466	KCC1_YEAST	CMK1	Calcium/calmodulin-dependent protein kinase I	4.3527e+06
P27472	GYS2_YEAST	GSY2	Glycogen [starch] synthase isoform 2	1.20262e+07
P27476	NSR1_YEAST	NSR1	Nuclear localization sequence-binding protein	1.73685e+07
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	835205
P27604	SAHH_CAEEL	ahcy-1	Adenosylhomocysteinase	3.03708e+08
P27614	CBPS_YEAST	CPS1	Carboxypeptidase S	7.10923e+06
P27616	PUR7_YEAST	ADE1	Phosphoribosylaminoimidazole-succinocarboxamide synthase	8.14528e+06
P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	2.21478e+08
P27639	IF4A_CAEEL	inf-1	Eukaryotic initiation factor 4A	5.09739e+07
P27680	COQ3_YEAST	COQ3	Ubiquinone biosynthesis O-methyltransferase, mitochondrial	339702
P27692	SPT5_YEAST	SPT5	Transcription elongation factor SPT5	2.97197e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3.87564e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	6.91836e+07
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	6.13196e+06
P27708	PYR1_HUMAN	CAD	CAD protein	2.46533e+07
P27796	THIK_YEAST	POT1	3-ketoacyl-CoA thiolase, peroxisomal	4.77047e+06
P27797	CALR_HUMAN	CALR	Calreticulin	1.65835e+08
P27798	CALR_CAEEL	crt-1	Calreticulin	9.66925e+07
P27809	KRE2_YEAST	KRE2	Glycolipid 2-alpha-mannosyltransferase	2.87245e+06
P27810	KTR1_YEAST	KTR1	Alpha-1,2 mannosyltransferase KTR1	5.89508e+06
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	3.78375e+07
P27824	CALX_HUMAN	CANX	Calnexin	1.69954e+08
P27929	NAM9_YEAST	NAM9	37S ribosomal protein NAM9, mitochondrial	1.74157e+06
P27999	RPB9_YEAST	RPB9	DNA-directed RNA polymerase II subunit RPB9	2.66108e+06
P28000	RPAC2_YEAST	RPC19	DNA-directed RNA polymerases I and III subunit RPAC2	6.72535e+06
P28007	GAR1_YEAST	GAR1	H/ACA ribonucleoprotein complex subunit GAR1	7.0312e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	2.22969e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	9.73337e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	3.63216e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	5.8892e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	4.8089e+07
P28240	ACEA_YEAST	ICL1	Isocitrate lyase	4.3853e+06
P28241	IDH2_YEAST	IDH2	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	2.98001e+07
P28272	PYRD_YEAST	URA1	Dihydroorotate dehydrogenase (fumarate)	4.35653e+07
P28273	OPLA_YEAST	OXP1	5-oxoprolinase	509430
P28274	URA7_YEAST	URA7	CTP synthase 1	3.28655e+06
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	4.85648e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	3.5503e+06
P28321	MGLL_YEAST	YJU3	Monoglyceride lipase	7.59524e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1.22996e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	1.53317e+07
P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1	2.66861e+06
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	1.22556e+07
P28495	CAPZA_YEAST	CAP1	F-actin-capping protein subunit alpha	8.36173e+06
P28548	CSK2B_CAEEL	kin-10	Casein kinase II subunit beta	8.90887e+06
P28625	YIM1_YEAST	YIM1	Protein YIM1	3.61111e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	2.08103e+06
P28707	SBA1_YEAST	SBA1	Co-chaperone protein SBA1	7.6395e+07
P28715	ERCC5_HUMAN	ERCC5	DNA repair protein complementing XP-G cells	5.6919e+06
P28777	AROC_YEAST	ARO2	Chorismate synthase	1.19238e+07
P28789	HEM3_YEAST	HEM3	Porphobilinogen deaminase	2.75835e+06
P28799	GRN_HUMAN	GRN	Progranulin	9.72051e+06
P28817	HIBCH_YEAST	EHD3	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	5.06895e+06
P28834	IDH1_YEAST	IDH1	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	3.23747e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.05219e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	5.67284e+06
P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta	4.23772e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.34336e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	7.02285e+06
P29295	HRR25_YEAST	HRR25	Casein kinase I homolog HRR25	1.4997e+06
P29311	BMH1_YEAST	BMH1	Protein BMH1	2.12844e+08
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	1.84558e+06
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	810727
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	3.28271e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	2.29754e+08
P29374	ARI4A_HUMAN	ARID4A	AT-rich interactive domain-containing protein 4A	1.39305e+07
P29375	KDM5A_HUMAN	KDM5A	Lysine-specific demethylase 5A	352298
P29401	TKT_HUMAN	TKT	Transketolase	6.15207e+08
P29453	RL8B_YEAST	RPL8B	60S ribosomal protein L8-B	7.90408e+07
P29478	SEC65_YEAST	SEC65	Signal recognition particle subunit SEC65	3.76144e+06
P29496	MCM5_YEAST	MCM5	Minichromosome maintenance protein 5	1.10808e+06
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	3.34945e+06
P29509	TRXB1_YEAST	TRR1	Thioredoxin reductase 1	2.84134e+07
P29547	EF1G1_YEAST	CAM1	Elongation factor 1-gamma 1	3.95756e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	2.78922e+06
P29590	PML_HUMAN	PML	Protein PML	4.49793e+06
P29691	EF2_CAEEL	eef-2	Elongation factor 2	5.8325e+08
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	1.37332e+08
P29703	FNTA_YEAST	RAM2	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	1.21475e+06
P29704	FDFT_YEAST	ERG9	Squalene synthase	1.56923e+07
P29952	MPI_YEAST	PMI40	Mannose-6-phosphate isomerase	1.88776e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	6.72484e+06
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	5.20445e+06
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	4.8763e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.09984e+08
P30042				1.83215e+07
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	7.24369e+07
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	1.74767e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	2.62006e+07
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	9.41892e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	1.44971e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	7.3798e+07
P30050	RL12_HUMAN	RPL12	60S ribosomal protein L12	2.47612e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1.46088e+08
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	1.85237e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	1.62545e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	2.83589e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3.48775e+07
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	3.37307e+07
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	3.9647e+06
P30291	WEE1_HUMAN	WEE1	Wee1-like protein kinase	381361
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	4.68178e+07
P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1	8.44211e+07
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.5061e+07
P30447				1.3989e+07
P30464				2.85241e+07
P30508				5.46032e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	7.20499e+06
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	2.26268e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1.82935e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	2.26692e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	1.26205e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	3.23169e+07
P30624	LCF1_YEAST	FAA1	Long-chain-fatty-acid--CoA ligase 1	2.26651e+07
P30625	KAPR_CAEEL	kin-2	cAMP-dependent protein kinase regulatory subunit	2.41177e+07
P30626	SORCN_HUMAN	SRI	Sorcin	2.777e+07
P30627	GLBH_CAEEL	glb-1	Globin-like protein	5.3653e+06
P30628	VPP1_CAEEL	unc-32	Probable V-type proton ATPase 116 kDa subunit a	712142
P30629	YOU2_CAEEL	ZK637.2	Uncharacterized protein ZK637.2	1.20475e+07
P30632	ASNA_CAEEL	asna-1	ATPase asna-1	3.38359e+06
P30642	EIF3D_CAEEL	eif-3.D	Eukaryotic translation initiation factor 3 subunit D	9.87326e+06
P30656	PSB5_YEAST	PRE2	Proteasome subunit beta type-5	1.11394e+07
P30657	PSB7_YEAST	PRE4	Proteasome subunit beta type-7	7.68998e+06
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	5.98349e+06
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	3.74345e+07
P30822	XPO1_YEAST	CRM1	Exportin-1	2.10233e+06
P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1	4.18356e+06
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2.91177e+06
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	9.95078e+06
P30902	ATP7_YEAST	ATP7	ATP synthase subunit d, mitochondrial	4.70864e+07
P30952	MLS1_YEAST	MLS1	Malate synthase 1	2.24334e+06
P30990	NEUT_HUMAN	NTS	Neurotensin/neuromedin N	1.77644e+06
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	5.65665e+07
P31116	DHOM_YEAST	HOM6	Homoserine dehydrogenase	4.24847e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	4.15789e+06
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	3.7299e+08
P31161	SODM1_CAEEL	sod-2	Superoxide dismutase [Mn] 1, mitochondrial	1.72297e+07
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	1.38902e+06
P31321	KAP1_HUMAN	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit	611347
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	4.25772e+08
P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	8.77734e+06
P31373	CYS3_YEAST	CYS3	Cystathionine gamma-lyase	7.19901e+07
P31374	PSK1_YEAST	PSK1	Serine/threonine-protein kinase PSK1	1.35996e+06
P31382	PMT2_YEAST	PMT2	Dolichyl-phosphate-mannose--protein mannosyltransferase 2	1.11975e+07
P31383	2AAA_YEAST	TPD3	Protein phosphatase PP2A regulatory subunit A	7.29056e+06
P31384	CCR4_YEAST	CCR4	Glucose-repressible alcohol dehydrogenase transcriptional effector	3.83882e+06
P31412	VATC_YEAST	VMA5	V-type proton ATPase subunit C	1.6733e+07
P31431	SDC4_HUMAN	SDC4	Syndecan-4	7.7067e+06
P31483	TIA1_HUMAN	TIA1	Nucleolysin TIA-1 isoform p40	3.68621e+06
P31539	HS104_YEAST	HSP104	Heat shock protein 104	6.05144e+07
P31688	TPS2_YEAST	TPS2	Trehalose-phosphatase	2.29774e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	4.50442e+07
P31755	OCH1_YEAST	OCH1	Initiation-specific alpha-1,6-mannosyltransferase	749966
P31787	ACBP_YEAST	ACB1	Acyl-CoA-binding protein	1.40427e+08
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4.67494e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	1.19698e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	5.78613e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	6.05622e+07
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	2.78337e+08
P31944	CASPE_HUMAN	CASP14	Caspase-14	1.04301e+06
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.86201e+08
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	4.61318e+08
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.08316e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	8.4841e+08
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	1.06054e+07
P32074	COPG_YEAST	SEC21	Coatomer subunit gamma	7.17521e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	1.49417e+08
P32178	CHMU_YEAST	ARO7	Chorismate mutase	4.75323e+06
P32179	MET22_YEAST	MET22	3'(2'),5'-bisphosphate nucleotidase	1.10667e+07
P32189	GLPK_HUMAN	GK	Glycerol kinase	3.81359e+06
P32190	GLPK_YEAST	GUT1	Glycerol kinase	6.90934e+06
P32191	GPDM_YEAST	GUT2	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.82985e+07
P32263	P5CR_YEAST	PRO3	Pyrroline-5-carboxylate reductase	1.84831e+07
P32264	PROB_YEAST	PRO1	Glutamate 5-kinase	1.00814e+06
P32288	GLNA_YEAST	GLN1	Glutamine synthetase	2.03757e+07
P32316	ACH1_YEAST	ACH1	Acetyl-CoA hydrolase	1.38496e+07
P32320	CDD_HUMAN	CDA	Cytidine deaminase	1.65741e+07
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	1.39433e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	2.54326e+07
P32324	EF2_YEAST	EFT1	Elongation factor 2	2.12073e+08
P32327	PYC2_YEAST	PYC2	Pyruvate carboxylase 2	5.94994e+06
P32329	YPS1_YEAST	YPS1	Aspartic proteinase 3	6.74063e+06
P32332	OAC1_YEAST	OAC1	Mitochondrial oxaloacetate transport protein	5.14418e+06
P32335	MSS51_YEAST	MSS51	Protein MSS51, mitochondrial	678452
P32337	IMB3_YEAST	PSE1	Importin subunit beta-3	3.75133e+06
P32340	NDI1_YEAST	NDI1	Rotenone-insensitive NADH-ubiquinone oxidoreductase, mitochondrial	9.15227e+06
P32351	IMPX_YEAST	IMP2'	Sugar utilization regulatory protein IMP2	1.56228e+06
P32352	ERG2_YEAST	ERG2	C-8 sterol isomerase	1.37533e+07
P32356	TREA_YEAST	NTH1	Neutral trehalase	1.21322e+07
P32366	VA0D_YEAST	VMA6	V-type proton ATPase subunit d	2.00323e+07
P32368	SAC1_YEAST	SAC1	Phosphatidylinositol-3-phosphatase SAC1	4.51207e+06
P32377	MVD1_YEAST	MVD1	Diphosphomevalonate decarboxylase	1.95984e+07
P32379	PSA5_YEAST	PUP2	Proteasome subunit alpha type-5	1.83981e+07
P32381	ARP2_YEAST	ARP2	Actin-related protein 2	1.04522e+07
P32386	YBT1_YEAST	YBT1	ATP-dependent bile acid permease	1.61468e+06
P32419	MDHP_YEAST	MDH3	Malate dehydrogenase, peroxisomal	1.57678e+07
P32445	RIM1_YEAST	RIM1	Single-stranded DNA-binding protein RIM1, mitochondrial	4.71336e+07
P32449	AROG_YEAST	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	4.13377e+07
P32453	ATP11_YEAST	ATP11	Protein ATP11, mitochondrial	1.93114e+06
P32454	APE2_YEAST	APE2	Aminopeptidase 2, mitochondrial	1.56638e+07
P32457	CDC3_YEAST	CDC3	Cell division control protein 3	7.75068e+06
P32458	CDC11_YEAST	CDC11	Cell division control protein 11	3.80933e+06
P32462	ERG24_YEAST	ERG24	Delta(14)-sterol reductase	889184
P32463	ACPM_YEAST	ACP1	Acyl carrier protein, mitochondrial	1.10507e+07
P32468	CDC12_YEAST	CDC12	Cell division control protein 12	5.58494e+06
P32469	DPH5_YEAST	DPH5	Diphthine methyl ester synthase	1.09839e+07
P32471	EF1B_YEAST	EFB1	Elongation factor 1-beta	2.13038e+08
P32472	FKBP2_YEAST	FPR2	Peptidyl-prolyl cis-trans isomerase FPR2	9.03232e+06
P32473	ODPB_YEAST	PDB1	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	4.76417e+07
P32474	EUG1_YEAST	EUG1	Protein disulfide-isomerase EUG1	1.94803e+06
P32476	ERG1_YEAST	ERG1	Squalene monooxygenase	3.99192e+06
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	2.99426e+06
P32478	HS150_YEAST	HSP150	Cell wall mannoprotein HSP150	5.64353e+07
P32481	IF2G_YEAST	GCD11	Eukaryotic translation initiation factor 2 subunit gamma	1.37777e+07
P32485	HOG1_YEAST	HOG1	Mitogen-activated protein kinase HOG1	4.83907e+06
P32495	NHP2_YEAST	NHP2	H/ACA ribonucleoprotein complex subunit NHP2	4.80667e+06
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	6.57047e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	7.98587e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	4.40231e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	3.46541e+06
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	2.44683e+06
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	6.08672e+06
P32527	ZUO1_YEAST	ZUO1	Zuotin	2.3766e+07
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	4.89494e+06
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	8.95622e+06
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	1.10234e+07
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	2.39597e+06
P32573	SPS19_YEAST	SPS19	Peroxisomal 2,4-dienoyl-CoA reductase SPS19	805464
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	5.444e+07
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	2.95394e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	6.25586e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	1.52709e+07
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	2.02293e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	2.14705e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	9.48382e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	1.48161e+06
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	2.75778e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	6.95324e+06
P32611	RML2_YEAST	RML2	54S ribosomal protein RML2, mitochondrial	1.80185e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	2.04179e+07
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	2.78564e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	1.05279e+07
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	948988
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	987515
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	1.87657e+06
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	7.75067e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	1.15566e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	7.87953e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1.76142e+06
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	4.57247e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	2.9326e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	173610
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	2.5608e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	2.39181e+06
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	3.11944e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	6.10013e+06
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	1.92292e+07
P32835	GSP1_YEAST	GSP1	GTP-binding nuclear protein GSP1/CNR1	4.65801e+07
P32842	VATL2_YEAST	VMA11	V-type proton ATPase subunit c'	561388
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	1.37012e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	4.38477e+06
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	5.23533e+07
P32867	SSO1_YEAST	SSO1	Protein SSO1	5.32706e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	2.60719e+07
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	5.41246e+06
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	840992
P32904	RM06_YEAST	MRPL6	54S ribosomal protein L6, mitochondrial	1.95504e+06
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	2.84924e+07
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	1.57502e+06
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	7.86773e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	1.39673e+06
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.56799e+07
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	3.52882e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	4.51138e+07
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	1.32135e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1.63427e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	1.03587e+07
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	1.12321e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.92086e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	3.90735e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	8.0478e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	5.94374e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	1.50627e+06
P33315	TKT2_YEAST	TKL2	Transketolase 2	6.08672e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1.23953e+08
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	7.85431e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	3.18007e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	9.34662e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	4.07211e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	1.02921e+07
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	3.19535e+07
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	3.82549e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	9.35378e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	7.2497e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	3.76401e+06
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	1.7024e+07
