Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase	2.2118e+07
P04070	PROC_HUMAN	PROC	Vitamin K-dependent protein C	3.78892e+06
P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	4.79375e+08
P04080	CYTB_HUMAN	CSTB	Cystatin-B	1.37606e+08
P04083	ANXA1_HUMAN	ANXA1	Annexin A1	2.70383e+08
P04114	APOB_HUMAN	APOB	Apolipoprotein B-100	5.15437e+07
P04150	GCR_HUMAN	NR3C1	Glucocorticoid receptor	6.43887e+06
P04179	SODM_HUMAN	SOD2	Superoxide dismutase [Mn], mitochondrial	3.5882e+08
P04180	LCAT_HUMAN	LCAT	Phosphatidylcholine-sterol acyltransferase	4.59405e+06
P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial	2.52972e+07
P04196	HRG_HUMAN	HRG	Histidine-rich glycoprotein	6.04818e+07
P04211	LV743_HUMAN	IGLV7-43	Immunoglobulin lambda variable 7-43	5.60371e+07
P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein	1.92679e+08
P04217	A1BG_HUMAN	A1BG	Alpha-1B-glycoprotein	2.55925e+08
P04233	HG2A_HUMAN	CD74	HLA class II histocompatibility antigen gamma chain	1.43089e+07
P04259	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	1.4016e+07
P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	1.94663e+08
P04271	S100B_HUMAN	S100B	Protein S100-B	3.33705e+06
P04275	VWF_HUMAN	VWF	von Willebrand factor	9.5114e+07
P04350	TBB4A_HUMAN	TUBB4A	Tubulin beta-4A chain	6.10795e+07
P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	2.39944e+09
P04424	ARLY_HUMAN	ASL	Argininosuccinate lyase	1.32177e+07
P04433	KV311_HUMAN	IGKV3-11	Immunoglobulin kappa variable 3-11	2.48577e+08
P04439	HLAA_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain	6.81616e+07
P04440	DPB1_HUMAN	HLA-DPB1	HLA class II histocompatibility antigen, DP beta 1 chain	5.97918e+07
P04626	ERBB2_HUMAN	ERBB2	Receptor tyrosine-protein kinase erbB-2	1.63907e+07
P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	1.60507e+08
P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	3.02053e+09
P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1.8014e+08
P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1.27075e+08
P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	4.19134e+08
P04920	B3A2_HUMAN	SLC4A2	Anion exchange protein 2	4.76764e+07
P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	7.83399e+07
P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	1.37019e+07
P05067	A4_HUMAN	APP	Amyloid-beta precursor protein	3.68277e+06
P05090	APOD_HUMAN	APOD	Apolipoprotein D	3.12597e+07
P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial	1.61168e+08
P05107	ITB2_HUMAN	ITGB2	Integrin beta-2	2.28393e+08
P05109	S10A8_HUMAN	S100A8	Protein S100-A8	9.53816e+07
P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	7.0887e+07
P05154	IPSP_HUMAN	SERPINA5	Plasma serine protease inhibitor	1.30716e+07
P05155	IC1_HUMAN	SERPING1	Plasma protease C1 inhibitor	2.44438e+08
P05156	CFAI_HUMAN	CFI	Complement factor I	5.67625e+07
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	1.17383e+07
P05164	PERM_HUMAN	MPO	Myeloperoxidase	7.87335e+07
P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	2.36715e+07
P05166	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	1.78306e+07
P05186	PPBT_HUMAN	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme	3.51317e+06
P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	6.86527e+07
P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	2.08372e+07
P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	1.76927e+07
P05387	RLA2_HUMAN	RPLP2	Large ribosomal subunit protein P2	4.2032e+08
P05388	RLA0_HUMAN	RPLP0	Large ribosomal subunit protein uL10	1.90811e+08
P05413	FABPH_HUMAN	FABP3	Fatty acid-binding protein, heart	8.23226e+06
P05452	TETN_HUMAN	CLEC3B	Tetranectin	3.27229e+07
P05455	LA_HUMAN	SSB	Lupus La protein	1.0701e+08
P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin	1.61002e+07
P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	3.85754e+07
P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	1.50148e+08
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	2.06343e+07
P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	9.41955e+06
P05997	CO5A2_HUMAN	COL5A2	Collagen alpha-2(V) chain	1.22412e+10
P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	1.71726e+07
P06213	INSR_HUMAN	INSR	Insulin receptor	4.93436e+06
P06241	FYN_HUMAN	FYN	Tyrosine-protein kinase Fyn	3.97554e+06
P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	4.71247e+06
P06310	KV230_HUMAN	IGKV2-30	Immunoglobulin kappa variable 2-30	3.61905e+07
P06312	KV401_HUMAN	IGKV4-1	Immunoglobulin kappa variable 4-1	1.2968e+08
P06331	HV434_HUMAN	IGHV4-34	Immunoglobulin heavy variable 4-34	4.19084e+07
P06396	GELS_HUMAN	GSN	Gelsolin	5.85148e+08
P06401	PRGR_HUMAN	PGR	Progesterone receptor	1.76888e+07
P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	1.92714e+07
P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	5.79818e+08
P06681	CO2_HUMAN	C2	Complement C2	1.01885e+08
P06702	S10A9_HUMAN	S100A9	Protein S100-A9	2.51129e+08
P06703	S10A6_HUMAN	S100A6	Protein S100-A6	5.91404e+08
P06727	APOA4_HUMAN	APOA4	Apolipoprotein A-IV	5.39845e+07
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	2.31961e+07
P06732	KCRM_HUMAN	CKM	Creatine kinase M-type	7.00381e+07
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	1.15778e+09
P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	5.98369e+08
P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	2.47886e+08
P06748	NPM_HUMAN	NPM1	Nucleophosmin	1.57119e+08
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	1.46984e+08
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	8.22716e+07
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	3.20085e+07
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	1.4315e+08
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	1.43815e+08
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	1.31596e+08
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	5.44762e+07
P07205	PGK2_HUMAN	PGK2	Phosphoglycerate kinase 2	3.14273e+06
P07225	PROS_HUMAN	PROS1	Vitamin K-dependent protein S	3.04132e+07
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	3.09311e+08
P07305	H10_HUMAN	H1-0	Histone H1.0	1.50358e+09
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	1.5051e+07
P07332	FES_HUMAN	FES	Tyrosine-protein kinase Fes/Fps	9.58583e+06
P07339	CATD_HUMAN	CTSD	Cathepsin D	1.48525e+08
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	7.04713e+08
P07357	CO8A_HUMAN	C8A	Complement component C8 alpha chain	6.97845e+07
P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	3.33211e+07
P07360	CO8G_HUMAN	C8G	Complement component C8 gamma chain	9.92585e+07
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	1.07778e+08
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	3.72733e+09
P07585	PGS2_HUMAN	DCN	Decorin	1.09104e+09
P07602	SAP_HUMAN	PSAP	Prosaposin	1.79053e+08
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	2.64546e+07
P07737	PROF1_HUMAN	PFN1	Profilin-1	1.00686e+09
P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	4.67066e+06
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	8.39538e+07
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	6.60746e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	1.77766e+08
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	2.17743e+09
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1.65816e+07
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	6.64577e+08
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	1.29633e+08
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	1.64881e+07
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	4.14188e+08
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	4.99259e+07
P07992	ERCC1_HUMAN	ERCC1	DNA excision repair protein ERCC-1	1.02912e+06
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	1.65097e+08
P08069	IGF1R_HUMAN	IGF1R	Insulin-like growth factor 1 receptor	3.48166e+06
P08123	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain	9.55007e+09
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	4.56793e+08
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	1.64103e+07
P08138	TNR16_HUMAN	NGFR	Tumor necrosis factor receptor superfamily member 16	5.11364e+06
P08185	CBG_HUMAN	SERPINA6	Corticosteroid-binding globulin	2.86123e+07
P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2	1.33777e+07
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	2.9367e+07
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	7.07368e+07
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	5.9438e+08
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	3.34226e+07
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	4.03592e+06
P08246	ELNE_HUMAN	ELANE	Neutrophil elastase	2.21542e+07
P08253	MMP2_HUMAN	MMP2	72 kDa type IV collagenase	7.79864e+07
P08294	SODE_HUMAN	SOD3	Extracellular superoxide dismutase [Cu-Zn]	4.90451e+07
P08311	CATG_HUMAN	CTSG	Cathepsin G	1.10247e+08
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	2.94384e+06
P08473	NEP_HUMAN	MME	Neprilysin	4.06873e+06
P08493	MGP_HUMAN	MGP	Matrix Gla protein	1.37948e+07
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	6.00186e+07
P08567	PLEK_HUMAN	PLEK	Pleckstrin	9.23368e+06
P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	5.22698e+07
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	1.65406e+08
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	1.67266e+07
P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	4.21534e+07
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	1.81227e+07
P08582	TRFM_HUMAN	MELTF	Melanotransferrin	4.05579e+07
P08590	MYL3_HUMAN	MYL3	Myosin light chain 3	3.36548e+06
P08603	CFAH_HUMAN	CFH	Complement factor H	3.44811e+08
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	6.43044e+07
P08631	HCK_HUMAN	HCK	Tyrosine-protein kinase HCK	3.45286e+06
P08637	FCG3A_HUMAN	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	2.12161e+07
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	3.82484e+07
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	1.24079e+07
P08670	VIME_HUMAN	VIM	Vimentin	7.00143e+09
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	4.3815e+07
P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17	5.79915e+07
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	2.29747e+07
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	5.90736e+07
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	1.99602e+09
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	8.73875e+06
P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	2.92664e+08
P08910	ABHD2_HUMAN	ABHD2	Monoacylglycerol lipase ABHD2	2.97615e+07
P08962	CD63_HUMAN	CD63	CD63 antigen	9.93896e+06
P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m	4.35939e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	2.47678e+07
P09038	FGF2_HUMAN	FGF2	Fibroblast growth factor 2	2.78946e+07
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	6.14656e+07
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	5.37484e+06
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	1.75128e+09
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	4.7715e+07
P09238	MMP10_HUMAN	MMP10	Stromelysin-2	2.18689e+07
P09382	LEG1_HUMAN	LGALS1	Galectin-1	1.90684e+09
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	4.31121e+07
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	1.73991e+08
P09455	RET1_HUMAN	RBP1	Retinol-binding protein 1	4.2275e+08
P09467	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	3.55534e+06
P09471	GNAO_HUMAN	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha	6.30519e+07
P09486	SPRC_HUMAN	SPARC	SPARC	1.28113e+07
P09488	GSTM1_HUMAN	GSTM1	Glutathione S-transferase Mu 1	2.63231e+07
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	1.50685e+09
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	4.02814e+07
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	4.26129e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	1.1042e+08
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	2.04844e+07
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	1.18864e+07
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	1.10372e+08
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	7.20318e+07
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	5.05615e+08
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	2.90559e+07
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	6.9898e+06
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	3.08514e+07
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	7.36512e+07
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	6.88042e+07
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	7.31106e+06
P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	7.59883e+06
P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1.07702e+08
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	5.79078e+07
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	2.21991e+07
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	7.70801e+06
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	2.56331e+08
P0C0S5	H2AZ_HUMAN	H2AZ1	Histone H2A.Z	2.28211e+08
P0C2W1	FBSP1_HUMAN	FBXO45	F-box/SPRY domain-containing protein 1	3.8596e+06
P0C870	JMJD7_HUMAN	JMJD7	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7	2.09246e+06
P0CG38	POTEI_HUMAN	POTEI	POTE ankyrin domain family member I	9.91833e+08
P0DJ07	PT100_HUMAN	PET100	Protein PET100 homolog, mitochondrial	1.5905e+07
P0DJI8	SAA1_HUMAN	SAA1	Serum amyloid A-1 protein	8.01399e+06
P0DMV8	HS71A_HUMAN	HSPA1A	Heat shock 70 kDa protein 1A	6.63209e+08
P0DN76				3.4214e+07
P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	2.39113e+09
P0DP23	CALM1_HUMAN	CALM1	Calmodulin-1	6.69144e+08
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	5.61822e+07
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	1.12501e+08
P10275	ANDR_HUMAN	AR	Androgen receptor	2.93867e+06
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	4.87597e+07
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.09128e+07
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	6.02933e+06
P10412	H14_HUMAN	H1-4	Histone H1.4	1.5002e+09
P10415	BCL2_HUMAN	BCL2	Apoptosis regulator Bcl-2	8.67025e+06
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	4.91469e+07
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	7.265e+06
P10599	THIO_HUMAN	TXN	Thioredoxin	1.32799e+09
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	3.66061e+07
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	1.48385e+07
P10636	TAU_HUMAN	MAPT	Microtubule-associated protein tau	3.69639e+07
P10643	CO7_HUMAN	C7	Complement component C7	3.36793e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.2357e+08
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1.14843e+08
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.06641e+08
P10909	CLUS_HUMAN	CLU	Clusterin	2.50405e+08
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	6.81086e+08
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	2.88974e+08
P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	2.76858e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	9.781e+08
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	1.77357e+07
P11169	GTR3_HUMAN	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	3.15465e+06
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1.2631e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.43296e+08
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	6.83703e+06
P11215	ITAM_HUMAN	ITGAM	Integrin alpha-M	7.62387e+07
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	6.95595e+07
P11217	PYGM_HUMAN	PYGM	Glycogen phosphorylase, muscle form	1.35505e+07
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	1.4788e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	1.1858e+07
P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein	8.3921e+06
P11277	SPTB1_HUMAN	SPTB	Spectrin beta chain, erythrocytic	2.83099e+07
P11308	ERG_HUMAN	ERG	Transcriptional regulator ERG	1.13738e+07
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	2.58679e+07
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	2.09159e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	6.85e+07
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	4.60638e+06
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	2.51618e+06
P11532	DMD_HUMAN	DMD	Dystrophin	1.11435e+07
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	2.1793e+09
P11678	PERE_HUMAN	EPX	Eosinophil peroxidase	8.24181e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	1.49126e+07
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	1.02902e+08
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	1.69184e+07
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	1.24716e+07
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	2.85819e+08
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	2.17322e+07
P12036	NFH_HUMAN	NEFH	Neurofilament heavy polypeptide	7.45463e+06
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	4.89901e+07
P12107	COBA1_HUMAN	COL11A1	Collagen alpha-1(XI) chain	1.9502e+09
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	2.02692e+09
P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	1.88728e+09
P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain	2.03717e+09
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	1.63684e+07
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	3.17093e+07
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	6.41213e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	2.89715e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	8.29762e+08
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	1.79947e+07
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	2.07357e+07
P12724	ECP_HUMAN	RNASE3	Eosinophil cationic protein	1.70669e+07
P12757	SKIL_HUMAN	SKIL	Ski-like protein	5.34161e+08
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	3.41912e+08
P12821	ACE_HUMAN	ACE	Angiotensin-converting enzyme	9.3235e+07
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	2.58781e+07
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	5.92898e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	2.36046e+08
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	1.55817e+08
P13051	UNG_HUMAN	UNG	Uracil-DNA glycosylase	1.57551e+06
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	3.23102e+07
P13164	IFM1_HUMAN	IFITM1	Interferon-induced transmembrane protein 1	1.63262e+07
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	2.084e+07
P13378	HXD8_HUMAN	HOXD8	Homeobox protein Hox-D8	4.69708e+06
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	9.12543e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	3.54603e+08
P13498	CY24A_HUMAN	CYBA	Cytochrome b-245 light chain	5.76068e+06
P13591	NCAM1_HUMAN	NCAM1	Neural cell adhesion molecule 1	1.61504e+07
P13611	CSPG2_HUMAN	VCAN	Versican core protein	2.20249e+08
P13612	ITA4_HUMAN	ITGA4	Integrin alpha-4	1.77279e+06
P13639	EF2_HUMAN	EEF2	Elongation factor 2	2.31467e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	8.35318e+07
P13646	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13	2.20403e+07
P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	3.21904e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	1.63213e+08
P13671	CO6_HUMAN	C6	Complement component C6	2.98201e+07
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	2.48365e+07
P13686	PPA5_HUMAN	ACP5	Tartrate-resistant acid phosphatase type 5	4.19613e+06
P13688	CEAM1_HUMAN	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	5.14154e+06
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	7.09313e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	2.90514e+07
P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	1.04892e+07
P13796	PLSL_HUMAN	LCP1	Plastin-2	1.86613e+08
P13797	PLST_HUMAN	PLS3	Plastin-3	9.1171e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	4.65761e+07
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	3.32222e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	1.39956e+07
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	8.68714e+07
P13942	COBA2_HUMAN	COL11A2	Collagen alpha-2(XI) chain	6.50311e+08
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	8.54548e+06
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	2.11506e+08
P14209	CD99_HUMAN	CD99	CD99 antigen	3.8062e+06
P14222	PERF_HUMAN	PRF1	Perforin-1	3.4485e+06
