Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
P01859	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2	4.30063e+08
P01861	IGHG4_HUMAN	IGHG4	Immunoglobulin heavy constant gamma 4	1.84862e+07
P01871	IGHM_HUMAN	IGHM	Immunoglobulin heavy constant mu	4.83771e+07
P01876	IGHA1_HUMAN	IGHA1	Immunoglobulin heavy constant alpha 1	4.31698e+08
P01877	IGHA2_HUMAN	IGHA2	Immunoglobulin heavy constant alpha 2	6.70098e+07
P01889	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain	1.79423e+07
P01903	DRA_HUMAN	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain	5.07254e+07
P01911	DRB1_HUMAN	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	4.53153e+07
P01920	DQB1_HUMAN	HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain	7.27096e+06
P02042	HBD_HUMAN	HBD	Hemoglobin subunit delta	1.94234e+08
P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	2.95828e+09
P02458	CO2A1_HUMAN	COL2A1	Collagen alpha-1(II) chain	3.43825e+08
P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain	7.83e+08
P02462	CO4A1_HUMAN	COL4A1	Collagen alpha-1(IV) chain	2.50428e+08
P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	3.28358e+07
P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	8.61489e+07
P02538	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A	7.04086e+07
P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	1.24597e+09
P02549	SPTA1_HUMAN	SPTA1	Spectrin alpha chain, erythrocytic 1	9.73847e+06
P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I	1.41051e+08
P02649	APOE_HUMAN	APOE	Apolipoprotein E	2.33329e+07
P02652	APOA2_HUMAN	APOA2	Apolipoprotein A-II	3.56459e+07
P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III	1.50413e+07
P02671	FIBA_HUMAN	FGA	Fibrinogen alpha chain	2.51067e+08
P02675	FIBB_HUMAN	FGB	Fibrinogen beta chain	2.41069e+08
P02679	FIBG_HUMAN	FGG	Fibrinogen gamma chain	2.70437e+08
P02730	B3AT_HUMAN	SLC4A1	Band 3 anion transport protein	2.52072e+07
P02741	CRP_HUMAN	CRP	C-reactive protein	7.04297e+06
P02743	SAMP_HUMAN	APCS	Serum amyloid P-component	1.74905e+08
P02745	C1QA_HUMAN	C1QA	Complement C1q subcomponent subunit A	3.03942e+07
P02746	C1QB_HUMAN	C1QB	Complement C1q subcomponent subunit B	2.75003e+07
P02747	C1QC_HUMAN	C1QC	Complement C1q subcomponent subunit C	3.01751e+07
P02748	CO9_HUMAN	C9	Complement component C9	7.91264e+07
P02749	APOH_HUMAN	APOH	Beta-2-glycoprotein 1	2.35233e+07
P02750	A2GL_HUMAN	LRG1	Leucine-rich alpha-2-glycoprotein	2.25377e+07
P02751	FINC_HUMAN	FN1	Fibronectin	1.57982e+08
P02753	RET4_HUMAN	RBP4	Retinol-binding protein 4	2.17111e+07
P02760	AMBP_HUMAN	AMBP	Protein AMBP	7.44256e+07
P02763	A1AG1_HUMAN	ORM1	Alpha-1-acid glycoprotein 1	2.04603e+08
P02765	FETUA_HUMAN	AHSG	Alpha-2-HS-glycoprotein	3.60593e+07
P02766	TTHY_HUMAN	TTR	Transthyretin	1.19391e+08
P02768	ALBU_HUMAN	ALB	Albumin	3.12053e+09
P02774	VTDB_HUMAN	GC	Vitamin D-binding protein	3.64644e+07
P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	5.92848e+06
P02787	TRFE_HUMAN	TF	Serotransferrin	1.90212e+08
P02788	TRFL_HUMAN	LTF	Lactotransferrin	1.58506e+07
P02790	HEMO_HUMAN	HPX	Hemopexin	9.67405e+07
P02792	FRIL_HUMAN	FTL	Ferritin light chain	2.3934e+08
P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain	8.77204e+07
P03891	NU2M_HUMAN	MT-ND2	NADH-ubiquinone oxidoreductase chain 2	974596
P03905	NU4M_HUMAN	MT-ND4	NADH-ubiquinone oxidoreductase chain 4	4.75598e+06
P03915	NU5M_HUMAN	MT-ND5	NADH-ubiquinone oxidoreductase chain 5	3.0888e+06
P03952	KLKB1_HUMAN	KLKB1	Plasma kallikrein	4.48754e+06
P04003	C4BPA_HUMAN	C4BPA	C4b-binding protein alpha chain	3.47141e+07
P04004	VTNC_HUMAN	VTN	Vitronectin	1.39653e+08
P04040	CATA_HUMAN	CAT	Catalase	1.1107e+08
P04049	RAF1_HUMAN	RAF1	RAF proto-oncogene serine/threonine-protein kinase	1.51252e+07
P04062	GBA1_HUMAN	GBA1	Lysosomal acid glucosylceramidase	8.75706e+06
P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase	1.32355e+07
P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	3.05326e+08
P04080	CYTB_HUMAN	CSTB	Cystatin-B	1.74159e+08
P04083	ANXA1_HUMAN	ANXA1	Annexin A1	1.56364e+08
P04114	APOB_HUMAN	APOB	Apolipoprotein B-100	6.41983e+07
P04118	COL_HUMAN	CLPS	Colipase	1.37107e+09
P04150	GCR_HUMAN	NR3C1	Glucocorticoid receptor	3.15992e+06
P04179	SODM_HUMAN	SOD2	Superoxide dismutase [Mn], mitochondrial	2.51112e+08
P04181	OAT_HUMAN	OAT	Ornithine aminotransferase, mitochondrial	1.14521e+07
P04196	HRG_HUMAN	HRG	Histidine-rich glycoprotein	2.23243e+07
P04211	LV743_HUMAN	IGLV7-43	Immunoglobulin lambda variable 7-43	1.52679e+07
P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein	9.01351e+07
P04217	A1BG_HUMAN	A1BG	Alpha-1B-glycoprotein	4.33858e+07
P04233	HG2A_HUMAN	CD74	HLA class II histocompatibility antigen gamma chain	5.41736e+06
P04259	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	1.33313e+08
P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	8.4737e+08
P04271	S100B_HUMAN	S100B	Protein S100-B	9.69118e+06
P04275	VWF_HUMAN	VWF	von Willebrand factor	1.13791e+07
P04350	TBB4A_HUMAN	TUBB4A	Tubulin beta-4A chain	7.14214e+07
P04406	G3P_HUMAN	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	1.2446e+09
P04424	ARLY_HUMAN	ASL	Argininosuccinate lyase	2.5533e+07
P04433	KV311_HUMAN	IGKV3-11	Immunoglobulin kappa variable 3-11	1.12626e+08
P04439	HLAA_HUMAN	HLA-A	HLA class I histocompatibility antigen, A alpha chain	7.70156e+07
P04440	DPB1_HUMAN	HLA-DPB1	HLA class II histocompatibility antigen, DP beta 1 chain	1.98927e+07
P04626	ERBB2_HUMAN	ERBB2	Receptor tyrosine-protein kinase erbB-2	2.41651e+06
P04632	CPNS1_HUMAN	CAPNS1	Calpain small subunit 1	1.02124e+08
P04745				3.05404e+09
P04746	AMYP_HUMAN	AMY2A	Pancreatic alpha-amylase	3.28957e+09
P04792	HSPB1_HUMAN	HSPB1	Heat shock protein beta-1	7.32494e+08
P04843	RPN1_HUMAN	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	2.66715e+08
P04844	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	2.39004e+08
P04899	GNAI2_HUMAN	GNAI2	Guanine nucleotide-binding protein G(i) subunit alpha-2	1.47745e+08
P04920	B3A2_HUMAN	SLC4A2	Anion exchange protein 2	1.12078e+06
P04921	GLPC_HUMAN	GYPC	Glycophorin-C	1.98303e+06
P05023	AT1A1_HUMAN	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	1.54376e+08
P05026	AT1B1_HUMAN	ATP1B1	Sodium/potassium-transporting ATPase subunit beta-1	6.17063e+07
P05060	SCG1_HUMAN	CHGB	Secretogranin-1	2.35508e+07
P05062	ALDOB_HUMAN	ALDOB	Fructose-bisphosphate aldolase B	6.64073e+07
P05067	A4_HUMAN	APP	Amyloid-beta precursor protein	7.80831e+06
P05089	ARGI1_HUMAN	ARG1	Arginase-1	2.80287e+07
P05090	APOD_HUMAN	APOD	Apolipoprotein D	4.77464e+07
P05091	ALDH2_HUMAN	ALDH2	Aldehyde dehydrogenase, mitochondrial	1.38823e+08
P05107	ITB2_HUMAN	ITGB2	Integrin beta-2	3.09678e+07
P05109	S10A8_HUMAN	S100A8	Protein S100-A8	3.51089e+07
P05114	HMGN1_HUMAN	HMGN1	Non-histone chromosomal protein HMG-14	3.28061e+06
P05141	ADT2_HUMAN	SLC25A5	ADP/ATP translocase 2	2.40804e+08
P05155	IC1_HUMAN	SERPING1	Plasma protease C1 inhibitor	4.93735e+07
P05156	CFAI_HUMAN	CFI	Complement factor I	9.36504e+06
P05161	ISG15_HUMAN	ISG15	Ubiquitin-like protein ISG15	9.28382e+06
P05162	LEG2_HUMAN	LGALS2	Galectin-2	6.33204e+07
P05164	PERM_HUMAN	MPO	Myeloperoxidase	2.57824e+07
P05165	PCCA_HUMAN	PCCA	Propionyl-CoA carboxylase alpha chain, mitochondrial	3.5399e+07
P05166	PCCB_HUMAN	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial	2.86792e+07
P05181	CP2E1_HUMAN	CYP2E1	Cytochrome P450 2E1	2.85896e+07
P05186	PPBT_HUMAN	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme	2.10234e+06
P05198	IF2A_HUMAN	EIF2S1	Eukaryotic translation initiation factor 2 subunit 1	1.32478e+08
P05204	HMGN2_HUMAN	HMGN2	Non-histone chromosomal protein HMG-17	1.51043e+07
P05362	ICAM1_HUMAN	ICAM1	Intercellular adhesion molecule 1	1.06059e+07
P05387	RLA2_HUMAN	RPLP2	Large ribosomal subunit protein P2	7.35301e+08
P05388	RLA0_HUMAN	RPLP0	Large ribosomal subunit protein uL10	3.77953e+08
P05408	7B2_HUMAN	SCG5	Neuroendocrine protein 7B2	6.98158e+06
P05412	JUN_HUMAN	JUN	Transcription factor Jun	4.28032e+06
P05451	REG1A_HUMAN	REG1A	Lithostathine-1-alpha	8.92738e+08
P05452	TETN_HUMAN	CLEC3B	Tetranectin	3.09476e+06
P05455	LA_HUMAN	SSB	Lupus La protein	2.32703e+08
P05543	THBG_HUMAN	SERPINA7	Thyroxine-binding globulin	1.64541e+06
P05546	HEP2_HUMAN	SERPIND1	Heparin cofactor 2	1.06469e+07
P05556	ITB1_HUMAN	ITGB1	Integrin beta-1	4.87854e+07
P05771	KPCB_HUMAN	PRKCB	Protein kinase C beta type	5.06232e+06
P05783	K1C18_HUMAN	KRT18	Keratin, type I cytoskeletal 18	1.44711e+09
P05787	K2C8_HUMAN	KRT8	Keratin, type II cytoskeletal 8	1.933e+09
P05997	CO5A2_HUMAN	COL5A2	Collagen alpha-2(V) chain	6.99651e+08
P06132	DCUP_HUMAN	UROD	Uroporphyrinogen decarboxylase	1.31309e+07
P06133	UD2B4_HUMAN	UGT2B4	UDP-glucuronosyltransferase 2B4	9.52872e+06
P06213	INSR_HUMAN	INSR	Insulin receptor	1.41647e+07
P06239	LCK_HUMAN	LCK	Tyrosine-protein kinase Lck	2.07748e+08
P06280	AGAL_HUMAN	GLA	Alpha-galactosidase A	3.02436e+06
P06310	KV230_HUMAN	IGKV2-30	Immunoglobulin kappa variable 2-30	5.27586e+06
P06312	KV401_HUMAN	IGKV4-1	Immunoglobulin kappa variable 4-1	5.66573e+07
P06331	HV434_HUMAN	IGHV4-34	Immunoglobulin heavy variable 4-34	1.44073e+07
P06396	GELS_HUMAN	GSN	Gelsolin	1.53397e+08
P06454	PTMA_HUMAN	PTMA	Prothymosin alpha	7.48021e+06
P06576	ATPB_HUMAN	ATP5F1B	ATP synthase subunit beta, mitochondrial	6.76233e+08
P06681	CO2_HUMAN	C2	Complement C2	2.19053e+07
P06702	S10A9_HUMAN	S100A9	Protein S100-A9	6.72563e+07
P06703	S10A6_HUMAN	S100A6	Protein S100-A6	3.52169e+08
P06727	APOA4_HUMAN	APOA4	Apolipoprotein A-IV	1.34686e+07
P06730	IF4E_HUMAN	EIF4E	Eukaryotic translation initiation factor 4E	4.14028e+07
P06731	CEAM5_HUMAN	CEACAM5	Carcinoembryonic antigen-related cell adhesion molecule 5	2.05565e+07
P06733	ENOA_HUMAN	ENO1	Alpha-enolase	5.02824e+08
P06737	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form	2.82028e+07
P06744	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase	1.96928e+08
P06748	NPM_HUMAN	NPM1	Nucleophosmin	2.01256e+08
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	1.05039e+08
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	1.56301e+07
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	2.00321e+07
P06870	KLK1_HUMAN	KLK1	Kallikrein-1	2.26972e+08
P07093	GDN_HUMAN	SERPINE2	Glia-derived nexin	1.2129e+06
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	3.27712e+08
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	2.10941e+08
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	3.24853e+08
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	3.90846e+07
P07225	PROS_HUMAN	PROS1	Vitamin K-dependent protein S	5.10794e+06
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	1.59136e+09
P07305	H10_HUMAN	H1-0	Histone H1.0	5.85828e+08
P07311	ACYP1_HUMAN	ACYP1	Acylphosphatase-1	4.33295e+06
P07327	ADH1A_HUMAN	ADH1A	Alcohol dehydrogenase 1A	5.18593e+06
P07339	CATD_HUMAN	CTSD	Cathepsin D	2.2405e+08
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	6.80735e+08
P07357	CO8A_HUMAN	C8A	Complement component C8 alpha chain	8.46683e+06
P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	3.68661e+06
P07360	CO8G_HUMAN	C8G	Complement component C8 gamma chain	1.60124e+07
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	9.50509e+07
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	9.9577e+08
P07451	CAH3_HUMAN	CA3	Carbonic anhydrase 3	3.76407e+07
P07477	TRY1_HUMAN	PRSS1	Serine protease 1	1.12558e+10
P07478	TRY2_HUMAN	PRSS2	Trypsin-2	4.36323e+09
P07585	PGS2_HUMAN	DCN	Decorin	2.08427e+08
P07602	SAP_HUMAN	PSAP	Prosaposin	9.40832e+07
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	3.5e+07
P07711	CATL1_HUMAN	CTSL	Procathepsin L	8.39329e+06
P07737	PROF1_HUMAN	PFN1	Profilin-1	4.99537e+08
P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	3.3388e+06
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	8.36166e+07
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	7.20276e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	1.33568e+08
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	8.99423e+08
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1.2808e+07
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	2.79652e+08
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	9.89333e+07
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	2.41308e+07
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	2.67312e+07
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	8.20539e+07
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	1.17565e+08
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	2.80957e+07
P08123	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain	5.66661e+09
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	1.80661e+08
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	1.07636e+07
P08185	CBG_HUMAN	SERPINA6	Corticosteroid-binding globulin	8.19377e+06
P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2	5.67863e+06
P08217	CEL2A_HUMAN	CELA2A	Chymotrypsin-like elastase family member 2A	3.05587e+09
P08218	CEL2B_HUMAN	CELA2B	Chymotrypsin-like elastase family member 2B	2.60387e+08
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	2.08559e+07
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	2.18676e+08
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	1.96831e+08
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	7.64099e+07
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	2.87785e+07
P08246	ELNE_HUMAN	ELANE	Neutrophil elastase	2.40601e+07
P08253	MMP2_HUMAN	MMP2	72 kDa type IV collagenase	2.29166e+07
P08263	GSTA1_HUMAN	GSTA1	Glutathione S-transferase A1	9.89826e+08
P08294	SODE_HUMAN	SOD3	Extracellular superoxide dismutase [Cu-Zn]	8.28473e+07
P08311	CATG_HUMAN	CTSG	Cathepsin G	1.08124e+08
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	5.38321e+06
P08493	MGP_HUMAN	MGP	Matrix Gla protein	8.51914e+06
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	5.9431e+07
P08567	PLEK_HUMAN	PLEK	Pleckstrin	3.10099e+06
P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	7.34284e+06
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	4.44286e+08
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	3.1125e+07
P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	2.076e+07
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	7.1835e+06
P08603	CFAH_HUMAN	CFH	Complement factor H	5.44423e+07
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	3.2939e+07
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	6.0043e+06
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	3.50739e+07
P08670	VIME_HUMAN	VIM	Vimentin	1.29957e+09
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	5.24586e+06
P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17	1.88235e+08
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	5.20581e+08
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	1.52893e+08
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	5.41911e+07
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	1.06241e+09
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	1.54895e+08
P08861	CEL3B_HUMAN	CELA3B	Chymotrypsin-like elastase family member 3B	8.95956e+08
P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	8.5347e+08
P08962	CD63_HUMAN	CD63	CD63 antigen	2.3079e+07
P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m	2.99154e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	2.01745e+07
P09093	CEL3A_HUMAN	CELA3A	Chymotrypsin-like elastase family member 3A	2.36215e+09
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	2.22464e+07
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	1.70182e+07
P09132	SRP19_HUMAN	SRP19	Signal recognition particle 19 kDa protein	2.47469e+07
P09210	GSTA2_HUMAN	GSTA2	Glutathione S-transferase A2	4.11173e+08
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	1.11018e+09
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	2.42129e+07
P09327	VILI_HUMAN	VIL1	Villin-1	3.11586e+07
P09382	LEG1_HUMAN	LGALS1	Galectin-1	2.29029e+08
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	4.50789e+07
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	1.93555e+08
P09455	RET1_HUMAN	RBP1	Retinol-binding protein 1	7.14319e+07
P09467	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	6.0652e+07
P09471	GNAO_HUMAN	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha	1.52864e+07
P09486	SPRC_HUMAN	SPARC	SPARC	9.44348e+06
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	4.24417e+08
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	7.2787e+07
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	2.57664e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	1.07414e+09
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.84495e+07
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	7.94272e+06
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	3.87372e+07
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	9.79526e+07
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	2.04304e+08
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	2.33867e+07
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	3.95862e+07
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	2.92195e+08
P09758	TACD2_HUMAN	TACSTD2	Tumor-associated calcium signal transducer 2	2.59017e+07
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	1.13426e+07
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	7.48754e+07
P09913	IFIT2_HUMAN	IFIT2	Interferon-induced protein with tetratricopeptide repeats 2	4.38034e+06
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	5.61374e+06
P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	4.14471e+07
P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	3.27215e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	9.27858e+07
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	1.07644e+07
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	5.55519e+07
P0C0S5	H2AZ_HUMAN	H2AZ1	Histone H2A.Z	2.51666e+08
P0C7U0	ELFN1_HUMAN	ELFN1	Protein ELFN1	1.11125e+06
P0C870	JMJD7_HUMAN	JMJD7	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7	1.70388e+06
P0CG12	DERPC_HUMAN	DERPC	Decreased expression in renal and prostate cancer protein	2.2465e+07
P0CG29	GST2_HUMAN	GSTT2	Glutathione S-transferase theta-2	8.39321e+06
P0DJD8	PEPA3_HUMAN	PGA3	Pepsin A-3	8.51002e+06
P0DMV8	HS71A_HUMAN	HSPA1A	Heat shock 70 kDa protein 1A	2.49066e+08
P0DN76				1.27268e+07
P0DN79				3.07851e+07
P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	3.8812e+08
P0DP23	CALM1_HUMAN	CALM1	Calmodulin-1	8.59393e+08
P0DPB6	RPAC2_HUMAN	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2	7.41574e+06
P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial	5.88163e+06
P10153	RNAS2_HUMAN	RNASE2	Non-secretory ribonuclease	6.59702e+06
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	1.19351e+08
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	1.424e+08
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	1.71889e+07
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.97921e+07
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	9.30914e+06
P10412	H14_HUMAN	H1-4	Histone H1.4	2.3878e+09
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	3.87149e+07
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	5.60077e+06
P10599	THIO_HUMAN	TXN	Thioredoxin	3.38957e+08
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	1.46533e+08
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	1.72258e+07
P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	1.31682e+07
P10635	CP2D6_HUMAN	CYP2D6	Cytochrome P450 2D6	1.06495e+07
P10643	CO7_HUMAN	C7	Complement component C7	1.44794e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	2.50139e+07
P10645	CMGA_HUMAN	CHGA	Chromogranin-A	2.31591e+07
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1.15815e+08
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.1453e+08
P10909	CLUS_HUMAN	CLU	Clusterin	1.08471e+08
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	2.01383e+09
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	1.25895e+08
P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	2.46402e+07
P11137	MTAP2_HUMAN	MAP2	Microtubule-associated protein 2	4.38212e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	8.42728e+08
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	7.90633e+06
P11171	EPB41_HUMAN	EPB41	Protein 4.1	1.56875e+07
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1.64113e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.14649e+08
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	4.00188e+07
P11215	ITAM_HUMAN	ITGAM	Integrin alpha-M	2.01908e+06
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	4.79731e+07
P11217	PYGM_HUMAN	PYGM	Glycogen phosphorylase, muscle form	781922
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	4.46682e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	5.95665e+06
