Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-14.mzML
P16949	STMN1_HUMAN	STMN1	Stathmin	2.91148e+07
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	4.38905e+07
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	2.17592e+07
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	3.53109e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	4.5735e+07
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	6.61101e+06
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	6.41344e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	1.49089e+07
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	2.00081e+07
P17302	CXA1_HUMAN	GJA1	Gap junction alpha-1 protein	2.93336e+07
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	1.71741e+07
P17538	CTRB1_HUMAN	CTRB1	Chymotrypsinogen B	2.84898e+07
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	4.75764e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	8.0524e+07
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	4.43733e+07
P17661	DESM_HUMAN	DES	Desmin	3.57651e+09
P17677	NEUM_HUMAN	GAP43	Neuromodulin	8.92262e+06
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	9.37165e+06
P17813	EGLN_HUMAN	ENG	Endoglin	2.70564e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	5.21104e+07
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	7.12717e+07
P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator	7.33761e+06
P17931	LEG3_HUMAN	LGALS3	Galectin-3	3.6265e+08
P17948	VGFR1_HUMAN	FLT1	Vascular endothelial growth factor receptor 1	3.98052e+09
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	4.53123e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1.14715e+08
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	2.20259e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	2.3617e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	1.52129e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	9.85799e+07
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	3.65568e+08
P18206	VINC_HUMAN	VCL	Vinculin	4.12191e+08
P18283	GPX2_HUMAN	GPX2	Glutathione peroxidase 2	2.67545e+07
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	1.7446e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	5.65769e+06
P18583	SON_HUMAN	SON	Protein SON	2.53314e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	6.31138e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	1.3865e+08
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	2.38338e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	2.27394e+07
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	5.08568e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	5.27448e+06
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	3.00791e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	1.32335e+07
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	1.1886e+07
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	4.55615e+06
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1	2.76084e+06
P19338	NUCL_HUMAN	NCL	Nucleolin	2.11453e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	6.92654e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	6.93233e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.13427e+07
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	7.36268e+07
P19440	GGT1_HUMAN	GGT1	Glutathione hydrolase 1 proenzyme	2.59153e+07
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	1.20037e+07
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	7.46141e+07
P19623	SPEE_HUMAN	SRM	Spermidine synthase	3.67951e+07
P19634	SL9A1_HUMAN	SLC9A1	Sodium/hydrogen exchanger 1	8.63475e+06
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	1.78955e+08
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.81243e+07
P19801	AOC1_HUMAN	AOC1	Amiloride-sensitive amine oxidase [copper-containing]	2.01572e+07
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	2.26448e+08
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	2.7376e+08
P19835	CEL_HUMAN	CEL	Bile salt-activated lipase	3.57695e+08
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	3.45823e+07
P19878	NCF2_HUMAN	NCF2	Neutrophil cytosol factor 2	5.17092e+06
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	1.08318e+08
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1.72051e+07
P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain	4.63416e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	4.06738e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	5.34552e+07
P20160	CAP7_HUMAN	AZU1	Azurocidin	3.15715e+07
P20231	TRYB2_HUMAN	TPSB2	Tryptase beta-2	1.35735e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	4.09705e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	4.87461e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.71406e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	1.11733e+08
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5.9241e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	1.96789e+07
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	1.06917e+07
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	1.02362e+08
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	3.95231e+06
P20671	H2A1D_HUMAN	H2AC7	Histone H2A type 1-D	811418
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	1.47562e+08
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.93971e+08
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	3.38946e+06
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	2.76952e+06
P20711	DDC_HUMAN	DDC	Aromatic-L-amino-acid decarboxylase	8.98532e+06
P20774	MIME_HUMAN	OGN	Mimecan	3.02164e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	3.0822e+07
P20815	CP3A5_HUMAN	CYP3A5	Cytochrome P450 3A5	2.10855e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	5.87522e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	6.92893e+07
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	5.59703e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	9.3131e+07
P20962	PTMS_HUMAN	PTMS	Parathymosin	3.83667e+07
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	5.38646e+07
P21217	FUT3_HUMAN	FUT3	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3	3.9081e+07
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	1.06217e+08
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	6.79556e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	1.37187e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1.18037e+09
P21333	FLNA_HUMAN	FLNA	Filamin-A	1.47062e+09
P21359	NF1_HUMAN	NF1	Neurofibromin	1.2283e+08
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	1.06307e+08
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	8.10718e+07
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	2.07158e+07
P21695	GPDA_HUMAN	GPD1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	4.71681e+07
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	1.05731e+08
P21810	PGS1_HUMAN	BGN	Biglycan	3.47532e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.9281e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	3.59493e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	3.30076e+08
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	3.70805e+07
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	1.82815e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3.7282e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	2.64153e+08
P22090	RS4Y1_HUMAN	RPS4Y1	Small ribosomal subunit protein eS4, Y isoform 1	5.46707e+06
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	3.31774e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	5.46356e+07
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	3.22046e+07
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	2.96187e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	2.68489e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	1.11517e+08
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	4.15576e+08
P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	4.77905e+06
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.71631e+08
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	8.46667e+08
P22676	CALB2_HUMAN	CALB2	Calretinin	8.47652e+06
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	6.41897e+06
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	1.08714e+07
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	1.23951e+08
P22748	CAH4_HUMAN	CA4	Carbonic anhydrase 4	3.00735e+06
P22760	AAAD_HUMAN	AADAC	Arylacetamide deacetylase	2.37827e+06
P22792	CPN2_HUMAN	CPN2	Carboxypeptidase N subunit 2	1.65226e+07
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	6.33183e+06
P22891	PROZ_HUMAN	PROZ	Vitamin K-dependent protein Z	3.24544e+06
P22894	MMP8_HUMAN	MMP8	Neutrophil collagenase	2.6035e+06
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	1.35878e+07
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	2.7328e+07
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	1.75927e+08
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	1.88262e+07
P23219	PGH1_HUMAN	PTGS1	Prostaglandin G/H synthase 1	1.71787e+07
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	3.65168e+07
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	2.05509e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	1.66883e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	5.03953e+08
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	3.1873e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	1.21733e+08
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	2.87264e+08
P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	966588
P23468	PTPRD_HUMAN	PTPRD	Receptor-type tyrosine-protein phosphatase delta	1.69003e+06
P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	5.05948e+06
P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	2.61946e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	1.49603e+07
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	1.39483e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	4.34099e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	3.65237e+07
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	4.00688e+07
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	1.05698e+07
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	1.81489e+07
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	3.13466e+08
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	4.89307e+06
P23946	CMA1_HUMAN	CMA1	Chymase	2.99658e+07
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	1.50482e+07
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	3.76523e+07
P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1	1.32004e+06
P24530	EDNRB_HUMAN	EDNRB	Endothelin receptor type B	4.5568e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1.84918e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	3.52398e+08
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	1.46001e+07
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	1.34247e+07
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	5.77711e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	1.40137e+08
P24821	TENA_HUMAN	TNC	Tenascin	2.29659e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	1.13196e+09
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	8.96508e+06
P25092	GUC2C_HUMAN	GUCY2C	Guanylyl cyclase C	8.38559e+08
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	3.45481e+07
P25189	MYP0_HUMAN	MPZ	Myelin protein P0	6.90092e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	1.39902e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	7.98632e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	7.65599e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	4.31613e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	1.2801e+08
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	4.10506e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	7.06623e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	4.52777e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	9.21861e+08
P25774	CATS_HUMAN	CTSS	Cathepsin S	6.34276e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.51684e+08
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	5.82689e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	8.48874e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	7.61277e+07
P25815	S100P_HUMAN	S100P	Protein S100-P	1.98822e+08
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	1.58209e+07
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	2.6708e+07
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	4.17891e+06
P26038	MOES_HUMAN	MSN	Moesin	5.36147e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	3.58324e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	2.30426e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	7.14327e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	4.90921e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	3.72629e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	2.10389e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	1.64417e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	5.75814e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.13782e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	6.07047e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	2.50268e+08
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	2.39333e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1.22093e+08
P27105	STOM_HUMAN	STOM	Stomatin	7.80301e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	4.13535e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	3.96408e+07
P27216	ANX13_HUMAN	ANXA13	Annexin A13	1.08681e+07
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	5.7453e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	2.24327e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	3.49102e+07
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	2.49772e+07
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	881749
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	1.82937e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	6.74706e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3.80542e+08
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	5.5976e+07
P27708	PYR1_HUMAN	CAD	CAD protein	2.93515e+07
P27797	CALR_HUMAN	CALR	Calreticulin	3.68366e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	1.47004e+08
P27824	CALX_HUMAN	CANX	Calnexin	1.71733e+08
P27987	IP3KB_HUMAN	ITPKB	Inositol-trisphosphate 3-kinase B	5.90148e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	7.64586e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	9.76956e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1.04353e+08
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5.79369e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	7.44587e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	2.82755e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	7.51497e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	1.75892e+07
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	1.48659e+07
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	5.04853e+06
P28300	LYOX_HUMAN	LOX	Protein-lysine 6-oxidase	1.15332e+08
P28330	ACADL_HUMAN	ACADL	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	2.03461e+06
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	7.68702e+07
P28332	ADH6_HUMAN	ADH6	Alcohol dehydrogenase 6	1.80634e+07
P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit	7.11168e+06
P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	6.81176e+06
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	5.30504e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	2.01168e+07
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	4.59958e+06
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.74085e+08
P28906	CD34_HUMAN	CD34	Hematopoietic progenitor cell antigen CD34	1.3537e+07
P28907	CD38_HUMAN	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	1.66673e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	2.62631e+06
P29120	NEC1_HUMAN	PCSK1	Neuroendocrine convertase 1	1.53549e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	2.51597e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	4.12206e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	3.86843e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	6.32256e+06
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	3.81776e+06
P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	7.64177e+06
P29400	CO4A5_HUMAN	COL4A5	Collagen alpha-5(IV) chain	4.14871e+06
P29401	TKT_HUMAN	TKT	Transketolase	2.41299e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	2.97168e+07
P29474	NOS3_HUMAN	NOS3	Nitric oxide synthase 3	1.09789e+06
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	3.51343e+07
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	9.70456e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	1.24939e+07
P29590	PML_HUMAN	PML	Protein PML	5.30728e+07
P29597	TYK2_HUMAN	TYK2	Non-receptor tyrosine-protein kinase TYK2	4.61684e+06
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	1.91526e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	2.20454e+08
P29728	OAS2_HUMAN	OAS2	2'-5'-oligoadenylate synthase 2	6.8868e+06
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	1.2872e+08
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	1.1746e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	8.79815e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	2.41754e+07
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	7.12636e+07
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	6.94816e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.61153e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.71678e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	2.12805e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	1.46046e+08
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	9.97649e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	2.42154e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	8.77745e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	2.42752e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	8.88876e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	9.76591e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	3.64985e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	6.33044e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	9.8737e+07
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	2.17877e+06
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	1.61412e+06
P30273	FCERG_HUMAN	FCER1G	High affinity immunoglobulin epsilon receptor subunit gamma	1.16716e+07
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	6.57314e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1.61435e+07
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	8.65622e+06
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	1.75655e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	2.69891e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1.37126e+07
P30536	TSPO_HUMAN	TSPO	Translocator protein	1.79009e+08
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	2.67986e+07
P30613	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	5.50496e+06
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	9.61764e+06
P30626	SORCN_HUMAN	SRI	Sorcin	1.11457e+08
P30711	GSTT1_HUMAN	GSTT1	Glutathione S-transferase theta-1	6.7306e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	1.60084e+08
