Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200930yuanch_Connie_TCPA_60minDIA_b3-1.mzML
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	5.22043e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	5.83414e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	9.96428e+06
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	2.65143e+06
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	2.85866e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	5.14922e+07
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	5.10723e+07
P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	1.34394e+07
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	4.20885e+06
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	4.16821e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	1.16643e+07
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	6.71214e+07
P35052	GPC1_HUMAN	GPC1	Glypican-1	4.69746e+06
P35080	PROF2_HUMAN	PFN2	Profilin-2	3.57133e+07
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	4.73018e+07
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	3.58581e+07
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	6.55756e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	7.08698e+07
P35240	MERL_HUMAN	NF2	Merlin	1.8533e+06
P35241	RADI_HUMAN	RDX	Radixin	5.95544e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	2.07043e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	1.82872e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	5.26003e+06
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	1.55493e+06
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	3.63481e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	7.78629e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	4.68425e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	5.36481e+07
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	2.74535e+06
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	2.56511e+06
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	2.86003e+08
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein	4.39821e+06
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	9.99396e+07
P35558	PCKGC_HUMAN	PCK1	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	5.76757e+06
P35568	IRS1_HUMAN	IRS1	Insulin receptor substrate 1	1.88788e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	1.19018e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	3.86168e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	9.27918e+07
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	4.56159e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	2.84649e+07
P35612	ADDB_HUMAN	ADD2	Beta-adducin	4.87098e+06
P35613	BASI_HUMAN	BSG	Basigin	3.7133e+07
P35625	TIMP3_HUMAN	TIMP3	Metalloproteinase inhibitor 3	5.74872e+06
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	9.32144e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	1.75829e+07
P35659	DEK_HUMAN	DEK	Protein DEK	6.70528e+07
P35749	MYH11_HUMAN	MYH11	Myosin-11	1.13465e+08
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	9.1188e+06
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	2.30665e+07
P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	3.94222e+06
P35869	AHR_HUMAN	AHR	Aryl hydrocarbon receptor	2.68679e+06
P35900	K1C20_HUMAN	KRT20	Keratin, type I cytoskeletal 20	7.69727e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	8.0016e+07
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1.06233e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	3.0146e+07
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	3.61456e+07
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	5.58705e+06
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	9.9367e+06
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	2.75595e+07
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	7.09706e+07
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	5.15882e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	6.93253e+06
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	2.0859e+08
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	3.22956e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	4.85814e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.42886e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	8.45716e+06
P36952	SPB5_HUMAN	SERPINB5	Serpin B5	1.64978e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	2.74632e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	2.55166e+07
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	7.74821e+07
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	2.64678e+07
P37059	DHB2_HUMAN	HSD17B2	17-beta-hydroxysteroid dehydrogenase type 2	8.86284e+06
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	7.61515e+07
P37173	TGFR2_HUMAN	TGFBR2	TGF-beta receptor type-2	990514
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	8.2772e+06
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	1.23804e+07
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	5.57763e+08
P37837	TALDO_HUMAN	TALDO1	Transaldolase	8.16812e+07
P37840	SYUA_HUMAN	SNCA	Alpha-synuclein	4.46478e+06
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	9.41318e+07
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.3045e+08
P38432	COIL_HUMAN	COIL	Coilin	531234
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	1.49527e+06
P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase	7.20194e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	5.46537e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	1.10559e+08
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	4.26325e+07
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	2.30644e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	3.10844e+08
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	3.61921e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	7.68054e+07
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.32086e+08
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.11346e+08
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	1.63987e+07
P39880	CUX1_HUMAN	CUX1	Homeobox protein cut-like 1	1.15918e+07
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	1.77709e+08
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	2.92507e+06
P40199	CEAM6_HUMAN	CEACAM6	Carcinoembryonic antigen-related cell adhesion molecule 6	3.8336e+07
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	1.02633e+07
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	7.29236e+07
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	5.96502e+07
P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	3.18676e+07
P40313	CTRL_HUMAN	CTRL	Chymotrypsin-like protease CTRL-1	1.96149e+08
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	3.0709e+06
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	2.35713e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	1.13279e+07
P40692	MLH1_HUMAN	MLH1	DNA mismatch repair protein Mlh1	2.47154e+06
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	3.14043e+07
P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8	4.77749e+06
P40855	PEX19_HUMAN	PEX19	Peroxisomal biogenesis factor 19	5.90558e+06
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	1.76509e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	2.84563e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	1.07957e+07
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	2.64015e+06
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	8.07752e+07
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	5.51357e+07
P41208	CETN2_HUMAN	CETN2	Centrin-2	1.56637e+06
P41212	ETV6_HUMAN	ETV6	Transcription factor ETV6	4.43065e+06
P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D	4.96743e+06
P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen	2.03286e+07
P41219	PERI_HUMAN	PRPH	Peripherin	1.65639e+07
P41222	PTGDS_HUMAN	PTGDS	Prostaglandin-H2 D-isomerase	7.0743e+06
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	5.78168e+06
P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	1.07379e+07
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.17938e+07
P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	1.42486e+07
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	2.94526e+07
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	3.24894e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	3.26055e+07
P41567	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	2.66144e+07
P41743	KPCI_HUMAN	PRKCI	Protein kinase C iota type	6.65604e+06
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	5.66905e+06
P42081	CD86_HUMAN	CD86	T-lymphocyte activation antigen CD86	5.52656e+06
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	6.72024e+07
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	4.62161e+06
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	1.10766e+08
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	9.72198e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	8.23686e+06
P42229	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	1.00333e+07
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	6.05044e+06
P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	8.36951e+07
P42331	RHG25_HUMAN	ARHGAP25	Rho GTPase-activating protein 25	1.02537e+07
P42336	PK3CA_HUMAN	PIK3CA	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	804036
P42338	PK3CB_HUMAN	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	454835
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	7.09837e+07
P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	1.35691e+07
P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase	1.01508e+07
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	9.79972e+06
P42574	CASP3_HUMAN	CASP3	Caspase-3	1.29088e+07
P42677	RS27_HUMAN	RPS27	Small ribosomal subunit protein eS27	9.2471e+07
P42696	RBM34_HUMAN	RBM34	RNA-binding protein 34	8.02433e+06
P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	3.77424e+07
P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	8.67099e+07
P42766	RL35_HUMAN	RPL35	Large ribosomal subunit protein uL29	2.3726e+08
P42768	WASP_HUMAN	WAS	Actin nucleation-promoting factor WAS	1.95584e+07
P42771	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A	1.29279e+06
P42773	CDN2C_HUMAN	CDKN2C	Cyclin-dependent kinase 4 inhibitor C	4.68494e+06
P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	1.74614e+07
P42858	HD_HUMAN	HTT	Huntingtin	4.22642e+06
P42892	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1	9.6483e+06
P42898	MTHR_HUMAN	MTHFR	Methylenetetrahydrofolate reductase (NADPH)	4.17476e+06
P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	3.02562e+07
P43121	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	2.16455e+07
P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	4.42408e+07
P43243	MATR3_HUMAN	MATR3	Matrin-3	3.33556e+07
P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	5.08857e+07
P43250	GRK6_HUMAN	GRK6	G protein-coupled receptor kinase 6	1.88751e+06
P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.75884e+07
P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	6.50951e+07
P43353	AL3B1_HUMAN	ALDH3B1	Aldehyde dehydrogenase family 3 member B1	6.95418e+06
P43403	ZAP70_HUMAN	ZAP70	Tyrosine-protein kinase ZAP-70	4.33292e+06
P43405	KSYK_HUMAN	SYK	Tyrosine-protein kinase SYK	1.32922e+07
P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	2.17449e+08
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	1.7216e+07
P43652	AFAM_HUMAN	AFM	Afamin	1.1791e+07
P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	2.70857e+07
P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	6.89894e+06
P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C	9.76278e+06
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	2.09502e+08
P45954	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	1.11507e+07
P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	7.58946e+06
P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	3.80529e+07
P45984	MK09_HUMAN	MAPK9	Mitogen-activated protein kinase 9	1.56841e+07
P45985	MP2K4_HUMAN	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4	3.33386e+06
P46019	KPB2_HUMAN	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	2.02104e+06
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	1.55331e+07
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	1.12908e+08
P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	1.32656e+07
P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	1.58008e+06
P46108	CRK_HUMAN	CRK	Adapter molecule crk	1.37266e+07
P46109	CRKL_HUMAN	CRKL	Crk-like protein	3.39459e+07
P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	3.46456e+07
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	1.36615e+07
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	9.07032e+07
P46527	CDN1B_HUMAN	CDKN1B	Cyclin-dependent kinase inhibitor 1B	2.3329e+06
P46734	MP2K3_HUMAN	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3	3.52476e+07
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	3.95481e+06
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	2.84736e+08
P46777	RL5_HUMAN	RPL5	Large ribosomal subunit protein uL18	1.13057e+08
P46778	RL21_HUMAN	RPL21	Large ribosomal subunit protein eL21	2.00453e+08
P46779	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28	1.49637e+08
P46781	RS9_HUMAN	RPS9	Small ribosomal subunit protein uS4	4.29194e+08
P46782	RS5_HUMAN	RPS5	Small ribosomal subunit protein uS7	8.56712e+07
P46783	RS10_HUMAN	RPS10	Small ribosomal subunit protein eS10	9.61447e+07
P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	8.92569e+06
P46926	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1	6.25027e+07
P46934	NEDD4_HUMAN	NEDD4	E3 ubiquitin-protein ligase NEDD4	6.18507e+06
P46937	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1	1.41567e+07
P46939	UTRN_HUMAN	UTRN	Utrophin	6.44112e+07
P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	1.56904e+08
P46952	3HAO_HUMAN	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	2.5025e+07
P46976	GLYG_HUMAN	GYG1	Glycogenin-1	2.65646e+07
P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	8.82199e+07
P47224	MSS4_HUMAN	RABIF	Guanine nucleotide exchange factor MSS4	1.75204e+07
P47712	PA24A_HUMAN	PLA2G4A	Cytosolic phospholipase A2	1.88541e+06
P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	3.28525e+07
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	1.08671e+08
P47813	IF1AX_HUMAN	EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal	2.53703e+07
P47895	AL1A3_HUMAN	ALDH1A3	Retinaldehyde dehydrogenase 3	1.01938e+07
P47897	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase	2.78928e+07
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	2.02073e+08
P47929	LEG7_HUMAN	LGALS7	Galectin-7	1.02884e+07
P47985	UCRI_HUMAN	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	9.29516e+07
P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	1.52119e+08
P48052	CBPA2_HUMAN	CPA2	Carboxypeptidase A2	2.40081e+08
P48059	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	1.75044e+07
P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase	2.3224e+07
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	1.6216e+07
P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2	5.73561e+06
P48304	REG1B_HUMAN	REG1B	Lithostathine-1-beta	3.38054e+06
P48426	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	1.42609e+07
P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta	4.79564e+07
P48449	LSS_HUMAN	LSS	Lanosterol synthase	6.55169e+06
P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	1.30235e+07
P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	9.95098e+06
P48553	TPC10_HUMAN	TRAPPC10	Trafficking protein particle complex subunit 10	1.9129e+06
P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8	2.83951e+07
P48594	SPB4_HUMAN	SERPINB4	Serpin B4	3.43757e+06
P48634	PRC2A_HUMAN	PRRC2A	Protein PRRC2A	5.80267e+07
P48637	GSHB_HUMAN	GSS	Glutathione synthetase	4.60785e+07
P48643	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	4.17086e+07
P48681	NEST_HUMAN	NES	Nestin	1.53371e+07
P48723	HSP13_HUMAN	HSPA13	Heat shock 70 kDa protein 13	4.85977e+06
P48728	GCST_HUMAN	AMT	Aminomethyltransferase, mitochondrial	7.57604e+06
P48729	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha	7.56415e+06
P48730	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta	7.00627e+06
P48735	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	1.76192e+08
P48739	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	1.83782e+07
P48960	AGRE5_HUMAN	ADGRE5	Adhesion G protein-coupled receptor E5	1.16791e+07
P49005	DPOD2_HUMAN	POLD2	DNA polymerase delta subunit 2	2.15282e+06
P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein	2.4278e+07
P49023	PAXI_HUMAN	PXN	Paxillin	7.12134e+06
P49137	MAPK2_HUMAN	MAPKAPK2	MAP kinase-activated protein kinase 2	8.61797e+06
P49189	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	8.55884e+07
P49207	RL34_HUMAN	RPL34	Large ribosomal subunit protein eL34	2.15271e+08
P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	1.94953e+07
P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53	1.00083e+08
P49321	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein	1.71123e+08
P49327	FAS_HUMAN	FASN	Fatty acid synthase	5.26961e+07
P49354	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	1.29291e+07
P49356	FNTB_HUMAN	FNTB	Protein farnesyltransferase subunit beta	3.00964e+06
P49368	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma	8.1713e+07
P49406	RM19_HUMAN	MRPL19	Large ribosomal subunit protein bL19m	8.11708e+07
P49407	ARRB1_HUMAN	ARRB1	Beta-arrestin-1	1.33722e+07
P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial	1.67123e+08
P49419	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	4.11018e+07
P49448	DHE4_HUMAN	GLUD2	Glutamate dehydrogenase 2, mitochondrial	7.41321e+06
P49458	SRP09_HUMAN	SRP9	Signal recognition particle 9 kDa protein	2.63665e+07
P49459	UBE2A_HUMAN	UBE2A	Ubiquitin-conjugating enzyme E2 A	2.86837e+06
P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A	1.92043e+07
P49588	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	4.34671e+07
P49589	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	1.52925e+07
P49590	SYHM_HUMAN	HARS2	Histidine--tRNA ligase, mitochondrial	1.65624e+07
P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic	2.65047e+07
P49593	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	1.66332e+07
P49638	TTPA_HUMAN	TTPA	Alpha-tocopherol transfer protein	899032
P49641	MA2A2_HUMAN	MAN2A2	Alpha-mannosidase 2x	839405
P49662	CASP4_HUMAN	CASP4	Caspase-4	3.21498e+06
P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	3.86762e+07
P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	5.77577e+07
P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2	1.01861e+07
P49747	COMP_HUMAN	COMP	Cartilage oligomeric matrix protein	4.38854e+06
P49748	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	5.23608e+07
P49750	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	8.04911e+06
P49753	ACOT2_HUMAN	ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	3.33918e+07
P49754	VPS41_HUMAN	VPS41	Vacuolar protein sorting-associated protein 41 homolog	567911
P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	1.00727e+08
P49756	RBM25_HUMAN	RBM25	RNA-binding protein 25	2.04875e+07
P49757	NUMB_HUMAN	NUMB	Protein numb homolog	1.1261e+07
P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	7.06762e+06
P49773	HINT1_HUMAN	HINT1	Adenosine 5'-monophosphoramidase HINT1	7.57723e+07
P49789	FHIT_HUMAN	FHIT	Bis(5'-adenosyl)-triphosphatase	5.80845e+06
P49790	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	1.03043e+07
P49792	RBP2_HUMAN	RANBP2	E3 SUMO-protein ligase RanBP2	8.91626e+06
P49795	RGS19_HUMAN	RGS19	Regulator of G-protein signaling 19	6.86106e+06
P49815	TSC2_HUMAN	TSC2	Tuberin	2.25239e+07
P49821	NDUV1_HUMAN	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	5.04299e+07
P49840	GSK3A_HUMAN	GSK3A	Glycogen synthase kinase-3 alpha	4.80884e+06
P49848	TAF6_HUMAN	TAF6	Transcription initiation factor TFIID subunit 6	2.5766e+06
P49863	GRAK_HUMAN	GZMK	Granzyme K	3.21846e+06
P49902	5NTC_HUMAN	NT5C2	Cytosolic purine 5'-nucleotidase	7.86989e+06
P49903	SPS1_HUMAN	SEPHS1	Selenide, water dikinase 1	8.86687e+06
P49913	CAMP_HUMAN	CAMP	Cathelicidin antimicrobial peptide	4.79446e+06
P49914	MTHFS_HUMAN	MTHFS	5-formyltetrahydrofolate cyclo-ligase	1.31858e+07
P49915	GUAA_HUMAN	GMPS	GMP synthase [glutamine-hydrolyzing]	5.03686e+07
