Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\LZW\Guomics\MS-BERT\Benchmark\fdrs_DIANN19\mzML_new\GUI\Tumor15\E20200929yuanch_Connie_TCPA_60minDIA_b2-15.mzML
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	5.57865e+07
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	1.42179e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	5.50069e+08
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	2.97279e+07
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	5.71167e+06
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	1.02412e+08
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	4.55127e+07
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	2.88498e+08
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	2.21085e+07
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	1.93028e+07
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	3.48328e+07
P09758	TACD2_HUMAN	TACSTD2	Tumor-associated calcium signal transducer 2	3.47167e+07
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	4.91762e+07
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	6.2756e+07
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	4.64273e+06
P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	1.70453e+07
P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	3.67571e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	5.65546e+07
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	2.53086e+07
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	1.10681e+07
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	1.39204e+08
P0C0S5	H2AZ_HUMAN	H2AZ1	Histone H2A.Z	1.39759e+08
P0CG38	POTEI_HUMAN	POTEI	POTE ankyrin domain family member I	7.61084e+08
P0DJ07	PT100_HUMAN	PET100	Protein PET100 homolog, mitochondrial	1.80489e+07
P0DMM9	ST1A3_HUMAN	SULT1A3	Sulfotransferase 1A3	8.26391e+06
P0DMV8	HS71A_HUMAN	HSPA1A	Heat shock 70 kDa protein 1A	4.38561e+08
P0DN76				1.61312e+07
P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	1.748e+09
P0DOY3	IGLC3_HUMAN	IGLC3	Immunoglobulin lambda constant 3	6.42896e+06
P0DP23	CALM1_HUMAN	CALM1	Calmodulin-1	9.1412e+08
P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial	641189
P10153	RNAS2_HUMAN	RNASE2	Non-secretory ribonuclease	1.09968e+07
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	3.03919e+07
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	5.02608e+07
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	5.36545e+07
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.84777e+07
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	2.6117e+06
P10412	H14_HUMAN	H1-4	Histone H1.4	1.1366e+09
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	5.05551e+07
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	2.73382e+06
P10599	THIO_HUMAN	TXN	Thioredoxin	7.05627e+08
P10600	TGFB3_HUMAN	TGFB3	Transforming growth factor beta-3 proprotein	3.63783e+06
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	4.16253e+07
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	1.55976e+07
P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	1.73627e+07
P10643	CO7_HUMAN	C7	Complement component C7	5.05702e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	3.02541e+07
P10645	CMGA_HUMAN	CHGA	Chromogranin-A	6.92499e+06
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	1.08158e+08
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.66256e+08
P10909	CLUS_HUMAN	CLU	Clusterin	2.34052e+08
P10915	HPLN1_HUMAN	HAPLN1	Hyaluronan and proteoglycan link protein 1	4.21483e+06
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	4.84831e+08
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	1.57353e+08
P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	1.27929e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	9.45234e+08
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	1.16268e+07
P11171	EPB41_HUMAN	EPB41	Protein 4.1	7.759e+06
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	2.73322e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.77553e+08
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	3.85224e+07
P11215	ITAM_HUMAN	ITGAM	Integrin alpha-M	1.88635e+07
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	1.17801e+08
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	3.03162e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	1.13668e+07
P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein	1.04539e+07
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	9.6845e+07
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	2.67097e+07
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	2.2029e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	4.48359e+07
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	6.54772e+06
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	9.92545e+06
P11532	DMD_HUMAN	DMD	Dystrophin	6.48405e+06
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	1.11782e+09
P11678	PERE_HUMAN	EPX	Eosinophil peroxidase	3.61098e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	7.45243e+06
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	5.5854e+07
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	5.13578e+06
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	6.30962e+07
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	1.85675e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	5.20166e+07
P12107	COBA1_HUMAN	COL11A1	Collagen alpha-1(XI) chain	1.79972e+07
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	1.11066e+09
P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	1.08995e+09
P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain	1.51088e+09
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	1.14803e+07
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	3.24052e+07
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	5.18208e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	2.9917e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	6.9195e+07
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	1.23437e+08
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	1.17825e+08
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	2.54562e+07
P12724	ECP_HUMAN	RNASE3	Eosinophil cationic protein	7.38121e+06
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	3.3407e+08
P12821	ACE_HUMAN	ACE	Angiotensin-converting enzyme	2.00533e+07
P12830	CADH1_HUMAN	CDH1	Cadherin-1	6.53076e+07
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	2.01581e+07
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	5.28424e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	9.28453e+07
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	1.01452e+08
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	6.61366e+07
P13164	IFM1_HUMAN	IFITM1	Interferon-induced transmembrane protein 1	5.55478e+06
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	8.93116e+07
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	9.57741e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	1.40256e+08
P13521	SCG2_HUMAN	SCG2	Secretogranin-2	2.07088e+07
P13569	CFTR_HUMAN	CFTR	Cystic fibrosis transmembrane conductance regulator	2.14011e+06
P13611	CSPG2_HUMAN	VCAN	Versican core protein	9.67217e+08
P13612	ITA4_HUMAN	ITGA4	Integrin alpha-4	676458
P13639	EF2_HUMAN	EEF2	Elongation factor 2	2.6572e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	1.75987e+08
P13646	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13	2.32378e+07
P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	3.57146e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	1.00262e+08
P13671	CO6_HUMAN	C6	Complement component C6	9.78912e+06
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	1.49407e+07
P13688	CEAM1_HUMAN	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	1.05521e+07
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	6.21845e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	3.74749e+07
P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	1.8114e+07
P13796	PLSL_HUMAN	LCP1	Plastin-2	2.02434e+08
P13797	PLST_HUMAN	PLS3	Plastin-3	1.0784e+08
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	4.25209e+07
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	4.57285e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	8.56807e+06
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	4.56512e+07
P13942	COBA2_HUMAN	COL11A2	Collagen alpha-2(XI) chain	1.69866e+08
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	7.67116e+06
P14091	CATE_HUMAN	CTSE	Cathepsin E	4.49169e+08
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	2.75844e+08
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	2.30987e+08
P14316	IRF2_HUMAN	IRF2	Interferon regulatory factor 2	2.66354e+06
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	3.10363e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	1.75648e+08
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	5.00074e+06
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	2.89411e+07
P14410	SUIS_HUMAN	SI	Sucrase-isomaltase, intestinal	6.05963e+06
P14543	NID1_HUMAN	NID1	Nidogen-1	1.07683e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	1.15611e+08
P14598	NCF1_HUMAN	NCF1	Neutrophil cytosol factor 1	5.71434e+06
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	1.04723e+09
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	3.02752e+06
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	3.83538e+08
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	1.31793e+07
P14678	RSMB_HUMAN	SNRPB	Small nuclear ribonucleoprotein-associated proteins B and B'	8.12787e+07
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	1.41272e+07
P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	1.28627e+06
P14859	PO2F1_HUMAN	POU2F1	POU domain, class 2, transcription factor 1	5.52837e+06
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	8.54467e+07
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	5.36225e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	4.73044e+07
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	1.48591e+07
P15085	CBPA1_HUMAN	CPA1	Carboxypeptidase A1	7.99769e+07
P15086	CBPB1_HUMAN	CPB1	Carboxypeptidase B	1.45825e+08
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	1.4143e+07
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	2.07802e+07
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	5.16439e+07
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	4.73747e+07
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	1.35178e+07
P15151	PVR_HUMAN	PVR	Poliovirus receptor	2.45498e+06
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	3.9502e+07
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.8449e+07
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	1.70589e+07
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	3.88647e+06
P15311	EZRI_HUMAN	EZR	Ezrin	2.44362e+08
P15336	ATF2_HUMAN	ATF2	Cyclic AMP-dependent transcription factor ATF-2	675163
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	2.63355e+07
P15498	VAV_HUMAN	VAV1	Proto-oncogene vav	3.79555e+06
P15502	ELN_HUMAN	ELN	Elastin	1.51094e+07
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	5.1877e+07
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	1.73209e+07
P15735	PHKG2_HUMAN	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	3.27036e+06
P15814	IGLL1_HUMAN	IGLL1	Immunoglobulin lambda-like polypeptide 1	1.15055e+07
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	2.74607e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	1.28634e+08
P15924	DESP_HUMAN	DSP	Desmoplakin	4.10154e+07
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	1.57381e+07
P15941	MUC1_HUMAN	MUC1	Mucin-1	1.10733e+08
P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	3.39242e+06
P16070	CD44_HUMAN	CD44	CD44 antigen	1.27311e+08
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	3.68125e+07
P16150	LEUK_HUMAN	SPN	Leukosialin	9.24872e+06
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	2.08028e+08
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	3.37478e+06
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	2.4795e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	8.84445e+06
P16233	LIPP_HUMAN	PNLIP	Pancreatic triacylglycerol lipase	6.02523e+07
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	2.13222e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	6.42423e+06
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	4.74178e+06
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	9.04002e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	2.37782e+08
P16422	EPCAM_HUMAN	EPCAM	Epithelial cell adhesion molecule	2.73141e+07
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	3.787e+07
P16444	DPEP1_HUMAN	DPEP1	Dipeptidase 1	2.11518e+08
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	8.6584e+06
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	6.95014e+07
P16870	CBPE_HUMAN	CPE	Carboxypeptidase E	1.62924e+07
P16885	PLCG2_HUMAN	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	5.24013e+06
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	1.8502e+07
P16949	STMN1_HUMAN	STMN1	Stathmin	2.35072e+07
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	9.98406e+06
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	1.87116e+07
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1.53052e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	4.11831e+07
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	7.76008e+06
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	3.87533e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	9.04231e+06
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	5.04593e+07
P17342	ANPRC_HUMAN	NPR3	Atrial natriuretic peptide receptor 3	5.29633e+06
P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	5.71729e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	1.0342e+07
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	2.93292e+07
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	1.19994e+08
P17661	DESM_HUMAN	DES	Desmin	8.59491e+07
P17706	PTN2_HUMAN	PTPN2	Tyrosine-protein phosphatase non-receptor type 2	1.39973e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	2.92405e+06
P17813	EGLN_HUMAN	ENG	Endoglin	4.19117e+07
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	2.89655e+07
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	7.86448e+07
P17931	LEG3_HUMAN	LGALS3	Galectin-3	3.22368e+08
P17936	IBP3_HUMAN	IGFBP3	Insulin-like growth factor-binding protein 3	1.69967e+07
P17948	VGFR1_HUMAN	FLT1	Vascular endothelial growth factor receptor 1	1.57482e+09
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	3.36162e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	7.92225e+07
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	2.19281e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	1.32321e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	2.20301e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	7.16102e+07
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	2.05643e+08
P18206	VINC_HUMAN	VCL	Vinculin	3.17954e+08
P18283	GPX2_HUMAN	GPX2	Glutathione peroxidase 2	7.19421e+07
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	1.67939e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	7.09284e+06
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	4.92382e+06
P18510	IL1RA_HUMAN	IL1RN	Interleukin-1 receptor antagonist protein	7.26636e+06
P18583	SON_HUMAN	SON	Protein SON	2.77005e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	2.40011e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	9.21182e+07
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	1.90571e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	2.44417e+07
P18827	SDC1_HUMAN	SDC1	Syndecan-1	1.08586e+07
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	7.78135e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4.00597e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	3.34723e+06
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	3.23775e+07
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	1.74121e+07
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	1.40616e+07
P19224	UD16_HUMAN	UGT1A6	UDP-glucuronosyltransferase 1-6	1.30793e+07
P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3	2.52868e+06
P19320	VCAM1_HUMAN	VCAM1	Vascular cell adhesion protein 1	1.95046e+06
P19338	NUCL_HUMAN	NCL	Nucleolin	1.97426e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	7.48196e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	4.05596e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	9.16352e+06
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	5.58835e+07
P19440	GGT1_HUMAN	GGT1	Glutathione hydrolase 1 proenzyme	5.90143e+07
P19474	RO52_HUMAN	TRIM21	E3 ubiquitin-protein ligase TRIM21	9.15716e+06
P19484	TFEB_HUMAN	TFEB	Transcription factor EB	1.49406e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	1.0143e+07
P19623	SPEE_HUMAN	SRM	Spermidine synthase	2.7697e+07
P19634	SL9A1_HUMAN	SLC9A1	Sodium/hydrogen exchanger 1	5.75066e+06
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	1.39521e+08
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.52915e+07
P19801	AOC1_HUMAN	AOC1	Amiloride-sensitive amine oxidase [copper-containing]	7.3243e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	1.07586e+08
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	2.09718e+08
P19835	CEL_HUMAN	CEL	Bile salt-activated lipase	3.36123e+07
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	3.46713e+07
P19878	NCF2_HUMAN	NCF2	Neutrophil cytosol factor 2	1.47637e+07
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	1.15497e+08
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1.47088e+07
P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain	4.505e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2.40019e+07
P20061	TCO1_HUMAN	TCN1	Transcobalamin-1	1.36541e+06
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	7.54461e+07
P20142	PEPC_HUMAN	PGC	Gastricsin	3.08467e+07
P20160	CAP7_HUMAN	AZU1	Azurocidin	4.21306e+06
P20231	TRYB2_HUMAN	TPSB2	Tryptase beta-2	1.77405e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	2.78525e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	4.46933e+07
P20336	RAB3A_HUMAN	RAB3A	Ras-related protein Rab-3A	4.13136e+06
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	2.13058e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	3.22938e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	5.08809e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	1.37655e+07
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	4.56703e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	5.94388e+07
P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	6.25735e+06
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	7.34138e+07
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	8.60763e+07
P20701	ITAL_HUMAN	ITGAL	Integrin alpha-L	5.87445e+06
P20702	ITAX_HUMAN	ITGAX	Integrin alpha-X	5.91584e+06
P20774	MIME_HUMAN	OGN	Mimecan	5.3915e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	3.15354e+07
P20815	CP3A5_HUMAN	CYP3A5	Cytochrome P450 3A5	1.52653e+07
P20827	EFNA1_HUMAN	EFNA1	Ephrin-A1	6.21855e+06
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	9.69666e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1.05644e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	2.92471e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	2.52718e+08
P20962	PTMS_HUMAN	PTMS	Parathymosin	3.46983e+07
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	3.28453e+06
P21217	FUT3_HUMAN	FUT3	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3	2.56778e+07
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	8.79956e+07
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	4.91309e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	1.18556e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	6.46223e+08
P21333	FLNA_HUMAN	FLNA	Filamin-A	6.56044e+08
