Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200929yuanch_Connie_TCPA_60minDIA_b2-2.mzML
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	2.50713e+08
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	1.91374e+08
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	1.10182e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	4.08637e+07
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	5.38922e+07
P14543	NID1_HUMAN	NID1	Nidogen-1	1.20992e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	1.96883e+08
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	3.39359e+08
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	4.06356e+06
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	1.08755e+09
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	1.18925e+07
P14678;P63162	RSMB_HUMAN;RSMN_HUMAN	SNRPB;SNRPN	Small nuclear ribonucleoprotein-associated proteins B and B'	5.25938e+07
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	1.45266e+07
P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	1.3736e+06
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	8.3954e+07
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	6.09114e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	4.70471e+07
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	2.27551e+07
P15085	CBPA1_HUMAN	CPA1	Carboxypeptidase A1	6.52063e+09
P15086	CBPB1_HUMAN	CPB1	Carboxypeptidase B	6.16195e+09
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	2.48034e+07
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	3.96896e+07
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	7.88076e+06
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	6.64348e+07
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	4.8031e+07
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	1.46669e+07
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	3.61669e+07
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	2.0718e+07
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	5.9654e+06
P15311	EZRI_HUMAN	EZR	Ezrin	1.09327e+08
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	2.73875e+07
P15502	ELN_HUMAN	ELN	Elastin	3.91259e+07
P15529	MCP_HUMAN	CD46	Membrane cofactor protein	9.26045e+06
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	3.37182e+08
P15559	NQO1_HUMAN	NQO1	NAD(P)H dehydrogenase [quinone] 1	1.22891e+07
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	7.57925e+06
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	1.93601e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	5.02146e+08
P15924	DESP_HUMAN	DSP	Desmoplakin	6.43076e+07
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	1.2449e+07
P15941	MUC1_HUMAN	MUC1	Mucin-1	1.52674e+07
P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	2.08247e+07
P16070	CD44_HUMAN	CD44	CD44 antigen	3.65469e+07
P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	7.41953e+06
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	2.76047e+07
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	1.21592e+08
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	7.23668e+06
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	5.38116e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	5.95164e+06
P16233	LIPP_HUMAN	PNLIP	Pancreatic triacylglycerol lipase	6.58562e+09
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1.90846e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	1.16532e+07
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	6.07398e+06
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	1.27851e+07
P16401	H15_HUMAN	H1-5	Histone H1.5	1.39106e+08
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	2.12677e+07
P16444	DPEP1_HUMAN	DPEP1	Dipeptidase 1	2.7208e+07
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	1.24407e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	6.53428e+07
P16671	CD36_HUMAN	CD36	Platelet glycoprotein 4	1.63781e+07
P16870	CBPE_HUMAN	CPE	Carboxypeptidase E	1.43926e+07
P16885	PLCG2_HUMAN	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	2.69452e+06
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	1.69346e+07
P16949	STMN1_HUMAN	STMN1	Stathmin	1.2164e+07
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	1.02151e+08
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	1.01736e+07
P17028	ZNF24_HUMAN	ZNF24	Zinc finger protein 24	7.61146e+06
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1.12801e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	1.88967e+07
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	9.71317e+06
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	4.21803e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	3.25432e+06
P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2	1.09157e+07
P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	1.36934e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	1.42041e+07
P17538	CTRB1_HUMAN	CTRB1	Chymotrypsinogen B	3.12216e+09
P17568	NDUB7_HUMAN	NDUFB7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	3.16821e+06
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	1.98052e+06
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	5.75326e+07
P17661	DESM_HUMAN	DES	Desmin	2.3118e+07
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	3.88461e+06
P17813	EGLN_HUMAN	ENG	Endoglin	8.71218e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	7.76003e+07
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	5.10593e+07
P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator	5.85661e+06
P17931	LEG3_HUMAN	LGALS3	Galectin-3	1.50426e+08
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	4.3813e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	9.00487e+07
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	9.88093e+06
P18065	IBP2_HUMAN	IGFBP2	Insulin-like growth factor-binding protein 2	4.23339e+07
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	5.63634e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	1.21983e+07
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	1.69423e+08
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	7.74792e+08
P18206	VINC_HUMAN	VCL	Vinculin	1.31262e+08
P18283	GPX2_HUMAN	GPX2	Glutathione peroxidase 2	6.89943e+06
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	5.35314e+07
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	6.01948e+06
P18440	ARY1_HUMAN	NAT1	Arylamine N-acetyltransferase 1	5.83499e+06
P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	4.89992e+07
P18583	SON_HUMAN	SON	Protein SON	2.60715e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	7.30949e+06
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	2.12041e+08
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	1.97213e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	1.87019e+07
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	4.13598e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	3.55623e+06
P19021	AMD_HUMAN	PAM	Peptidyl-glycine alpha-amidating monooxygenase	2.57785e+06
P19075	TSN8_HUMAN	TSPAN8	Tetraspanin-8	6.52988e+06
P19224	UD16_HUMAN	UGT1A6	UDP-glucuronosyltransferase 1-6	3.69658e+07
P19338	NUCL_HUMAN	NCL	Nucleolin	2.19305e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	2.62681e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	6.84142e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	7.97999e+06
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	6.14805e+07
P19440	GGT1_HUMAN	GGT1	Glutathione hydrolase 1 proenzyme	8.08166e+07
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	8.19263e+06
P19623	SPEE_HUMAN	SRM	Spermidine synthase	8.69384e+07
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	2.75672e+07
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	3.28503e+07
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	4.38564e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	8.29798e+07
P19835	CEL_HUMAN	CEL	Bile salt-activated lipase	1.58896e+09
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	1.59274e+07
P19961	AMY2B_HUMAN	AMY2B	Alpha-amylase 2B	3.61803e+08
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	3.38841e+07
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	8.83632e+06
P20036	DPA1_HUMAN	HLA-DPA1	HLA class II histocompatibility antigen, DP alpha 1 chain	5.2526e+06
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	5.36791e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	4.99159e+07
P20231;Q15661	TRYB1_HUMAN;TRYB2_HUMAN	TPSAB1;TPSB2	Tryptase beta-2	4.90673e+08
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	4.74782e+07
P20292	AL5AP_HUMAN	ALOX5AP	Arachidonate 5-lipoxygenase-activating protein	2.44011e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	1.11131e+07
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	5.78729e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	6.38038e+07
P20591	MX1_HUMAN	MX1	Interferon-induced GTP-binding protein Mx1	5.04024e+06
P20592	MX2_HUMAN	MX2	Interferon-induced GTP-binding protein Mx2	3.0502e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	7.35061e+07
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	1.48609e+08
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.86406e+08
P20774	MIME_HUMAN	OGN	Mimecan	2.52909e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	1.79413e+07
P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	4.89278e+06
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1.98535e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	9.00475e+07
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	1.37449e+06
P20962	PTMS_HUMAN	PTMS	Parathymosin	5.10496e+07
P21127;Q9UQ88	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B	5.66714e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	1.70906e+08
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	5.67741e+07
P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	1.06743e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	1.22994e+08
P21333	FLNA_HUMAN	FLNA	Filamin-A	4.27376e+08
P21397	AOFA_HUMAN	MAOA	Amine oxidase [flavin-containing] A	9.21405e+07
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	9.33232e+07
P21589	5NTD_HUMAN	NT5E	5'-nucleotidase	5.40409e+06
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	1.3087e+08
P21810	PGS1_HUMAN	BGN	Biglycan	3.86906e+08
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3.27712e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	2.03256e+07
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	1.66957e+08
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	3.60514e+07
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	1.89905e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	3.78211e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	1.02486e+08
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	2.41388e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	2.03688e+07
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	2.1236e+07
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	3.80135e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	1.75513e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	6.50721e+07
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	3.93768e+07
P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	1.96696e+07
P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.32826e+07
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	7.70445e+08
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	5.31781e+07
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	1.38225e+08
P22748	CAH4_HUMAN	CA4	Carbonic anhydrase 4	2.08494e+07
P22760	AAAD_HUMAN	AADAC	Arylacetamide deacetylase	5.70967e+06
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	6.16545e+06
P22897	MRC1_HUMAN	MRC1	Macrophage mannose receptor 1	6.17048e+06
P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1	2.3062e+07
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	5.78584e+07
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	1.98471e+07
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	1.80546e+07
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	1.54301e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	1.33642e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	9.42823e+08
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	3.96925e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	1.15251e+08
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	5.64169e+08
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	3.93912e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	5.13497e+06
P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	1.00189e+07
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	1.56418e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	2.13516e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	4.11012e+07
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	1.6336e+07
P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	8.00139e+06
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	8.24993e+07
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	3.67565e+07
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	1.87949e+07
P24158	PRTN3_HUMAN	PRTN3	Myeloblastin	1.57733e+07
P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1	6.59133e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	3.28383e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	1.88971e+08
P24557	THAS_HUMAN	TBXAS1	Thromboxane-A synthase	3.8407e+06
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	6.41563e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	3.74491e+08
P24821	TENA_HUMAN	TNC	Tenascin	1.12903e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	3.22155e+08
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	8.90408e+06
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	3.31867e+06
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	2.09031e+06
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	6.18707e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	4.631e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	4.74477e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	1.31983e+08
P25490;Q96MM3	TYY1_HUMAN;ZFP42_HUMAN	YY1;ZFP42	Transcriptional repressor protein YY1	4.30877e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	6.58939e+06
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	5.98e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	7.95091e+08
P25774	CATS_HUMAN	CTSS	Cathepsin S	1.46881e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	1.22509e+08
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	4.71165e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	5.62982e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	7.83775e+07
P25815	S100P_HUMAN	S100P	Protein S100-P	3.71335e+07
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	1.75317e+07
P26038	MOES_HUMAN	MSN	Moesin	3.65372e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	2.95596e+07
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	4.8437e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	7.63249e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	5.4725e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	9.50933e+07
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	1.9033e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1.78287e+08
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	9.8435e+07
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	3.13917e+08
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	1.40263e+08
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	3.60158e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	2.86078e+08
P27105	STOM_HUMAN	STOM	Stomatin	5.22343e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	3.99441e+06
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	3.59182e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.78021e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	2.59847e+07
P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	5.14571e+08
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	1.85718e+07
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	3.56416e+08
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	1.17079e+07
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	5.95567e+07
P27708	PYR1_HUMAN	CAD	CAD protein	2.12192e+07
P27797	CALR_HUMAN	CALR	Calreticulin	3.93809e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	4.31517e+07
P27824	CALX_HUMAN	CANX	Calnexin	2.46828e+08
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	2.86415e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	1.88995e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	8.17527e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	6.79684e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1.17905e+08
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	4.56418e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	3.37105e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	1.52674e+07
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	2.82817e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	5.66991e+06
P28330	ACADL_HUMAN	ACADL	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	9.94788e+07
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	8.33582e+07
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	4.99326e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	7.93086e+06
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	2.28453e+06
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	8.41935e+07
P29083	T2EA_HUMAN	GTF2E1	General transcription factor IIE subunit 1	1.70452e+06
P29120	NEC1_HUMAN	PCSK1	Neuroendocrine convertase 1	2.67726e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.21559e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	2.59068e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	4.25428e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	7.85216e+06
P29401	TKT_HUMAN	TKT	Transketolase	3.39599e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.06979e+07
P29474	NOS3_HUMAN	NOS3	Nitric oxide synthase 3	3.47107e+06
P29508	SPB3_HUMAN	SERPINB3	Serpin B3	1.0456e+07
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	4.23851e+06
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	1.21764e+07
P29590	PML_HUMAN	PML	Protein PML	2.59981e+07
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	1.16416e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	4.28118e+08
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	6.98476e+07
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	2.0004e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	4.38257e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	2.61417e+07
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	8.20218e+07
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	1.49691e+08
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	2.90181e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.07236e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	2.56927e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	1.12744e+08
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	3.32484e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	7.78467e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	5.11691e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	9.94374e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	7.34275e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	6.17632e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	7.40384e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	6.74341e+07
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	5.50247e+06
