Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-10.mzML
P06746	DPOLB_HUMAN	POLB	DNA polymerase beta	7.08528e+07
P06748	NPM_HUMAN	NPM1	Nucleophosmin	3.96605e+08
P06753	TPM3_HUMAN	TPM3	Tropomyosin alpha-3 chain	3.09906e+08
P06756	ITAV_HUMAN	ITGAV	Integrin alpha-V	2.35205e+07
P06865	HEXA_HUMAN	HEXA	Beta-hexosaminidase subunit alpha	5.59267e+07
P06899;Q16778	H2B1J_HUMAN;H2B2E_HUMAN	H2BC11;H2BC21	Histone H2B type 1-J	5.37879e+08
P07098	LIPF_HUMAN	LIPF	Gastric triacylglycerol lipase	3.07739e+06
P07099	HYEP_HUMAN	EPHX1	Epoxide hydrolase 1	4.97864e+07
P07108	ACBP_HUMAN	DBI	Acyl-CoA-binding protein	2.98302e+08
P07148	FABPL_HUMAN	FABP1	Fatty acid-binding protein, liver	1.18928e+08
P07195	LDHB_HUMAN	LDHB	L-lactate dehydrogenase B chain	4.02604e+08
P07203	GPX1_HUMAN	GPX1	Glutathione peroxidase 1	9.66765e+07
P07225	PROS_HUMAN	PROS1	Vitamin K-dependent protein S	9.13577e+06
P07237	PDIA1_HUMAN	P4HB	Protein disulfide-isomerase	4.95919e+08
P07305	H10_HUMAN	H1-0	Histone H1.0	3.38637e+08
P07327	ADH1A_HUMAN	ADH1A	Alcohol dehydrogenase 1A	9.00534e+06
P07332	FES_HUMAN	FES	Tyrosine-protein kinase Fes/Fps	421368
P07339	CATD_HUMAN	CTSD	Cathepsin D	2.78324e+08
P07355	ANXA2_HUMAN	ANXA2	Annexin A2	1.43301e+09
P07357	CO8A_HUMAN	C8A	Complement component C8 alpha chain	2.08836e+07
P07358	CO8B_HUMAN	C8B	Complement component C8 beta chain	1.46308e+07
P07360	CO8G_HUMAN	C8G	Complement component C8 gamma chain	3.03335e+07
P07384	CAN1_HUMAN	CAPN1	Calpain-1 catalytic subunit	1.26296e+08
P07437	TBB5_HUMAN	TUBB	Tubulin beta chain	1.12329e+09
P07451	CAH3_HUMAN	CA3	Carbonic anhydrase 3	5.31312e+06
P07477;P07478;Q8NHM4	TRY1_HUMAN;TRY2_HUMAN;TRY6_HUMAN	PRSS1;PRSS2;PRSS3P2	Serine protease 1	2.17283e+07
P07585	PGS2_HUMAN	DCN	Decorin	1.32624e+08
P07602	SAP_HUMAN	PSAP	Prosaposin	2.10062e+07
P07686	HEXB_HUMAN	HEXB	Beta-hexosaminidase subunit beta	8.71117e+07
P07737	PROF1_HUMAN	PFN1	Profilin-1	7.78196e+08
P07738	PMGE_HUMAN	BPGM	Bisphosphoglycerate mutase	6.0244e+06
P07741	APT_HUMAN	APRT	Adenine phosphoribosyltransferase	1.08031e+08
P07814	SYEP_HUMAN	EPRS1	Bifunctional glutamate/proline--tRNA ligase	5.04579e+07
P07858	CATB_HUMAN	CTSB	Cathepsin B	2.42936e+08
P07900	HS90A_HUMAN	HSP90AA1	Heat shock protein HSP 90-alpha	2.40571e+09
P07902	GALT_HUMAN	GALT	Galactose-1-phosphate uridylyltransferase	1.61211e+07
P07910	HNRPC_HUMAN	HNRNPC	Heterogeneous nuclear ribonucleoproteins C1/C2	6.32702e+08
P07942	LAMB1_HUMAN	LAMB1	Laminin subunit beta-1	4.4666e+07
P07947	YES_HUMAN	YES1	Tyrosine-protein kinase Yes	3.6173e+07
P07948	LYN_HUMAN	LYN	Tyrosine-protein kinase Lyn	9.60972e+06
P07951	TPM2_HUMAN	TPM2	Tropomyosin beta chain	1.84336e+08
P07954	FUMH_HUMAN	FH	Fumarate hydratase, mitochondrial	1.0096e+08
P07996	TSP1_HUMAN	THBS1	Thrombospondin-1	4.65379e+08
P08123	CO1A2_HUMAN	COL1A2	Collagen alpha-2(I) chain	7.4968e+09
P08133	ANXA6_HUMAN	ANXA6	Annexin A6	5.28729e+08
P08134	RHOC_HUMAN	RHOC	Rho-related GTP-binding protein RhoC	7.67999e+06
P08185	CBG_HUMAN	SERPINA6	Corticosteroid-binding globulin	8.0396e+06
P08195	4F2_HUMAN	SLC3A2	Amino acid transporter heavy chain SLC3A2	2.077e+07
P08217	CEL2A_HUMAN	CELA2A	Chymotrypsin-like elastase family member 2A	1.22884e+07
P08236	BGLR_HUMAN	GUSB	Beta-glucuronidase	2.60965e+07
P08237	PFKAM_HUMAN	PFKM	ATP-dependent 6-phosphofructokinase, muscle type	2.87476e+07
P08238	HS90B_HUMAN	HSP90AB1	Heat shock protein HSP 90-beta	6.97743e+08
P08240	SRPRA_HUMAN	SRPRA	Signal recognition particle receptor subunit alpha	1.76274e+07
P08243	ASNS_HUMAN	ASNS	Asparagine synthetase [glutamine-hydrolyzing]	6.41023e+06
P08246	ELNE_HUMAN	ELANE	Neutrophil elastase	3.71486e+07
P08253	MMP2_HUMAN	MMP2	72 kDa type IV collagenase	1.34843e+07
P08263	GSTA1_HUMAN	GSTA1	Glutathione S-transferase A1	7.23817e+07
P08294	SODE_HUMAN	SOD3	Extracellular superoxide dismutase [Cu-Zn]	2.34584e+07
P08311	CATG_HUMAN	CTSG	Cathepsin G	7.12727e+07
P08319	ADH4_HUMAN	ADH4	All-trans-retinol dehydrogenase [NAD(+)] ADH4	2.13969e+07
P08397	HEM3_HUMAN	HMBS	Porphobilinogen deaminase	6.93636e+06
P08473	NEP_HUMAN	MME	Neprilysin	2.43915e+06
P08493	MGP_HUMAN	MGP	Matrix Gla protein	7.2744e+06
P08514	ITA2B_HUMAN	ITGA2B	Integrin alpha-IIb	1.55727e+07
P08519	APOA_HUMAN	LPA	Apolipoprotein(a)	1.686e+07
P08559	ODPA_HUMAN	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	5.28344e+07
P08567	PLEK_HUMAN	PLEK	Pleckstrin	7.69476e+06
P08571	CD14_HUMAN	CD14	Monocyte differentiation antigen CD14	1.21496e+07
P08572	CO4A2_HUMAN	COL4A2	Collagen alpha-2(IV) chain	2.29732e+08
P08574	CY1_HUMAN	CYC1	Cytochrome c1, heme protein, mitochondrial	3.40766e+07
P08575	PTPRC_HUMAN	PTPRC	Receptor-type tyrosine-protein phosphatase C	2.95359e+07
P08579	RU2B_HUMAN	SNRPB2	U2 small nuclear ribonucleoprotein B''	1.77836e+07
P08581	MET_HUMAN	MET	Hepatocyte growth factor receptor	3.04447e+06
P08603	CFAH_HUMAN	CFH	Complement factor H	8.07094e+07
P08621	RU17_HUMAN	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	9.20961e+07
P08637	FCG3A_HUMAN	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A	1.27604e+07
P08648	ITA5_HUMAN	ITGA5	Integrin alpha-5	1.05471e+07
P08651	NFIC_HUMAN	NFIC	Nuclear factor 1 C-type	6.84836e+06
P08670	VIME_HUMAN	VIM	Vimentin	1.69724e+09
P08684	CP3A4_HUMAN	CYP3A4	Cytochrome P450 3A4	7.15508e+06
P08697	A2AP_HUMAN	SERPINF2	Alpha-2-antiplasmin	6.31667e+06
P08708	RS17_HUMAN	RPS17	Small ribosomal subunit protein eS17	6.15448e+07
P08727	K1C19_HUMAN	KRT19	Keratin, type I cytoskeletal 19	2.76989e+09
P08729	K2C7_HUMAN	KRT7	Keratin, type II cytoskeletal 7	8.27098e+08
P08754	GNAI3_HUMAN	GNAI3	Guanine nucleotide-binding protein G(i) subunit alpha-3	3.63424e+07
P08758	ANXA5_HUMAN	ANXA5	Annexin A5	9.28816e+08
P08779	K1C16_HUMAN	KRT16	Keratin, type I cytoskeletal 16	6.07415e+07
P08842	STS_HUMAN	STS	Steryl-sulfatase	4.31046e+06
P08865	RSSA_HUMAN	RPSA	Small ribosomal subunit protein uS2	3.30196e+08
P08962	CD63_HUMAN	CD63	CD63 antigen	3.01579e+07
P09001	RM03_HUMAN	MRPL3	Large ribosomal subunit protein uL3m	6.06124e+06
P09012	SNRPA_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A	3.32145e+07
P09086;P14859;Q9UKI9	PO2F1_HUMAN;PO2F2_HUMAN;PO2F3_HUMAN	POU2F1;POU2F2;POU2F3	POU domain, class 2, transcription factor 2	3.37485e+06
P09104	ENOG_HUMAN	ENO2	Gamma-enolase	3.4641e+07
P09110	THIK_HUMAN	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal	2.57998e+07
P09211	GSTP1_HUMAN	GSTP1	Glutathione S-transferase P	1.13609e+09
P09234	RU1C_HUMAN	SNRPC	U1 small nuclear ribonucleoprotein C	4.52565e+07
P09237	MMP7_HUMAN	MMP7	Matrilysin	2.50901e+07
P09327	VILI_HUMAN	VIL1	Villin-1	3.6797e+07
P09382	LEG1_HUMAN	LGALS1	Galectin-1	3.08712e+08
P09417	DHPR_HUMAN	QDPR	Dihydropteridine reductase	4.95523e+07
P09429	HMGB1_HUMAN	HMGB1	High mobility group protein B1	1.78061e+08
P09455	RET1_HUMAN	RBP1	Retinol-binding protein 1	1.73123e+07
P09467	F16P1_HUMAN	FBP1	Fructose-1,6-bisphosphatase 1	3.03637e+07
P09471	GNAO_HUMAN	GNAO1	Guanine nucleotide-binding protein G(o) subunit alpha	5.09427e+06
P09486	SPRC_HUMAN	SPARC	SPARC	1.88184e+07
P09493	TPM1_HUMAN	TPM1	Tropomyosin alpha-1 chain	3.63832e+08
P09496	CLCA_HUMAN	CLTA	Clathrin light chain A	8.71993e+07
P09497	CLCB_HUMAN	CLTB	Clathrin light chain B	3.42127e+07
P09525	ANXA4_HUMAN	ANXA4	Annexin A4	4.00474e+09
P09543	CN37_HUMAN	CNP	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.87889e+07
P09601	HMOX1_HUMAN	HMOX1	Heme oxygenase 1	2.61262e+07
P09619	PGFRB_HUMAN	PDGFRB	Platelet-derived growth factor receptor beta	8.02059e+06
P09622	DLDH_HUMAN	DLD	Dihydrolipoyl dehydrogenase, mitochondrial	6.07008e+07
P09651	ROA1_HUMAN	HNRNPA1	Heterogeneous nuclear ribonucleoprotein A1	7.51583e+08
P09661	RU2A_HUMAN	SNRPA1	U2 small nuclear ribonucleoprotein A'	3.99986e+07
P09668	CATH_HUMAN	CTSH	Pro-cathepsin H	1.86492e+07
P09669	COX6C_HUMAN	COX6C	Cytochrome c oxidase subunit 6C	5.6759e+07
P09758	TACD2_HUMAN	TACSTD2	Tumor-associated calcium signal transducer 2	1.53682e+07
P09871	C1S_HUMAN	C1S	Complement C1s subcomponent	2.30002e+07
P09874	PARP1_HUMAN	PARP1	Poly [ADP-ribose] polymerase 1	1.07876e+08
P09913	IFIT2_HUMAN	IFIT2	Interferon-induced protein with tetratricopeptide repeats 2	6.99382e+06
P09914	IFIT1_HUMAN	IFIT1	Interferon-induced protein with tetratricopeptide repeats 1	1.73737e+07
P09917	LOX5_HUMAN	ALOX5	Polyunsaturated fatty acid 5-lipoxygenase	2.33867e+07
P09936	UCHL1_HUMAN	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1.98984e+07
P09960	LKHA4_HUMAN	LTA4H	Leukotriene A-4 hydrolase	2.15702e+07
P09972	ALDOC_HUMAN	ALDOC	Fructose-bisphosphate aldolase C	3.20701e+07
P0C0L4	CO4A_HUMAN	C4A	Complement C4-A	5.197e+07
P0C0L5	CO4B_HUMAN	C4B	Complement C4-B	1.24995e+08
P0C0S5;Q71UI9	H2AV_HUMAN;H2AZ_HUMAN	H2AZ1;H2AZ2	Histone H2A.Z	2.66719e+08
P0CG12	DERPC_HUMAN	DERPC	Decreased expression in renal and prostate cancer protein	8.55823e+06
P0CG47;P0CG48;P62979;P62987	RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN	RPS27A;UBA52;UBB;UBC	Polyubiquitin-B	1.98544e+09
P0DJD7;P0DJD8;P0DJD9	PEPA3_HUMAN;PEPA4_HUMAN;PEPA5_HUMAN	PGA3;PGA4;PGA5	Pepsin A-4	2.05608e+07
P0DJR0	GIMD1_HUMAN	GIMD1	GTPase IMAP family member GIMD1	2.14307e+06
P0DMM9;P0DMN0	ST1A3_HUMAN;ST1A4_HUMAN	SULT1A3;SULT1A4	Sulfotransferase 1A3	1.60237e+07
P0DMV8;P0DMV9	HS71A_HUMAN;HS71B_HUMAN	HSPA1A;HSPA1B	Heat shock 70 kDa protein 1A	3.65854e+08
P0DOX2	IGA2_HUMAN		Immunoglobulin alpha-2 heavy chain	2.40606e+07
P0DOX7	IGK_HUMAN		Immunoglobulin kappa light chain	4.0533e+08
P0DOY2	IGLC2_HUMAN	IGLC2	Immunoglobulin lambda constant 2	5.88891e+08
P0DP23;P0DP24;P0DP25	CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN	CALM1;CALM2;CALM3	Calmodulin-1	1.17989e+09
P0DPB6	RPAC2_HUMAN	POLR1D	DNA-directed RNA polymerases I and III subunit RPAC2	1.16659e+07
P10109	ADX_HUMAN	FDX1	Adrenodoxin, mitochondrial	1.42155e+07
P10155	RO60_HUMAN	RO60	RNA-binding protein RO60	2.25739e+07
P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	6.01216e+07
P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	2.44942e+07
P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	1.14297e+08
P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf	1.06488e+07
P10412	H14_HUMAN	H1-4	Histone H1.4	7.30186e+08
P10451	OSTP_HUMAN	SPP1	Osteopontin	7.07593e+07
P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	4.75611e+07
P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F	7.15592e+06
P10599	THIO_HUMAN	TXN	Thioredoxin	3.82651e+08
P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	1.27184e+08
P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	1.40815e+07
P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	1.21932e+07
P10643	CO7_HUMAN	C7	Complement component C7	1.20348e+07
P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	7.98262e+07
P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	8.05578e+07
P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	3.85118e+08
P10909	CLUS_HUMAN	CLU	Clusterin	1.94389e+08
P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	1.06643e+09
P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	8.0488e+07
P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase	1.06224e+07
P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	1.1794e+09
P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	3.19343e+07
P11169;Q8TDB8	GTR14_HUMAN;GTR3_HUMAN	SLC2A14;SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	2.09602e+06
P11171	EPB41_HUMAN	EPB41	Protein 4.1	1.83579e+07
P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	1.40538e+07
P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	9.64764e+07
P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	8.98102e+06
P11215	ITAM_HUMAN	ITGAM	Integrin alpha-M	5.84883e+06
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	5.83314e+07
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	1.90255e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	4.72843e+07
P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein	6.1703e+06
P11277	SPTB1_HUMAN	SPTB	Spectrin beta chain, erythrocytic	7.76984e+06
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	1.12026e+08
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	3.17793e+07
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	2.77014e+07
P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	6.84242e+06
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	1.27101e+08
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	8.81882e+06
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	1.44839e+08
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	9.89263e+08
P11678	PERE_HUMAN	EPX	Eosinophil peroxidase	1.62602e+06
P11712	CP2C9_HUMAN	CYP2C9	Cytochrome P450 2C9	5.3171e+06
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	1.23112e+07
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	7.66097e+07
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	2.71474e+07
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	4.18785e+07
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	9.2173e+07
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	4.54275e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	4.68099e+07
P12107	COBA1_HUMAN	COL11A1	Collagen alpha-1(XI) chain	2.14691e+07
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	7.30533e+08
P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	6.35836e+08
P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain	6.79333e+08
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	1.59967e+07
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	2.90979e+07
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	6.23882e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	7.84935e+07
P12273	PIP_HUMAN	PIP	Prolactin-inducible protein	2.46093e+06
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	2.91929e+08
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	7.72599e+07
P12532	KCRU_HUMAN	CKMT1A	Creatine kinase U-type, mitochondrial	1.64858e+08
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	3.23617e+07
P12724	ECP_HUMAN	RNASE3	Eosinophil cationic protein	9.9489e+06
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	3.12233e+08
P12821	ACE_HUMAN	ACE	Angiotensin-converting enzyme	1.40662e+06
P12830	CADH1_HUMAN	CDH1	Cadherin-1	9.20962e+07
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	4.5114e+07
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	6.26423e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	1.35393e+08
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	1.34509e+08
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	1.42714e+08
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	1.39785e+08
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	5.17962e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	9.19001e+07
P13498	CY24A_HUMAN	CYBA	Cytochrome b-245 light chain	1.9753e+07
P13569	CFTR_HUMAN	CFTR	Cystic fibrosis transmembrane conductance regulator	4.03343e+06
P13611	CSPG2_HUMAN	VCAN	Versican core protein	2.22071e+08
P13639	EF2_HUMAN	EEF2	Elongation factor 2	3.49573e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	7.6408e+08
P13646	K1C13_HUMAN	KRT13	Keratin, type I cytoskeletal 13	5.0688e+07
P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	9.19776e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	1.55714e+08
P13671	CO6_HUMAN	C6	Complement component C6	6.51154e+06
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	3.26568e+07
P13686	PPA5_HUMAN	ACP5	Tartrate-resistant acid phosphatase type 5	5.80413e+06
P13688	CEAM1_HUMAN	CEACAM1	Carcinoembryonic antigen-related cell adhesion molecule 1	3.56964e+06
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	9.61049e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	2.74136e+07
P13747	HLAE_HUMAN	HLA-E	HLA class I histocompatibility antigen, alpha chain E	3.91884e+07
P13762	DRB4_HUMAN	HLA-DRB4	HLA class II histocompatibility antigen, DR beta 4 chain	2.49002e+07
P13796	PLSL_HUMAN	LCP1	Plastin-2	1.11667e+08
P13797	PLST_HUMAN	PLS3	Plastin-3	7.33915e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	4.82352e+07
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	6.28183e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	1.71965e+07
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	4.54955e+07
P13928;Q5VT79	ANXA8_HUMAN;AXA81_HUMAN	ANXA8;ANXA8L1	Annexin A8	2.62018e+06
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	8.32702e+06
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	3.40905e+07
P13995	MTDC_HUMAN	MTHFD2	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial	3.91601e+07
P14091	CATE_HUMAN	CTSE	Cathepsin E	3.10426e+08
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	3.57324e+08
P14209	CD99_HUMAN	CD99	CD99 antigen	298012
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	2.02465e+08
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	2.41441e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	2.23346e+08
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	8.59023e+06
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	3.57329e+07
P14543	NID1_HUMAN	NID1	Nidogen-1	8.78197e+07
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	1.87094e+08
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	1.49962e+09
P14621	ACYP2_HUMAN	ACYP2	Acylphosphatase-2	9.15529e+06
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	7.47861e+08
P14635	CCNB1_HUMAN	CCNB1	G2/mitotic-specific cyclin-B1	815223
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	5.14594e+06
P14678;P63162	RSMB_HUMAN;RSMN_HUMAN	SNRPB;SNRPN	Small nuclear ribonucleoprotein-associated proteins B and B'	1.27863e+08
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	9.26756e+06
P14780	MMP9_HUMAN	MMP9	Matrix metalloproteinase-9	6.6855e+06
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	1.6699e+08
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	8.44657e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	5.74721e+07
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	2.73016e+07
P15085	CBPA1_HUMAN	CPA1	Carboxypeptidase A1	1.13245e+07
P15086	CBPB1_HUMAN	CPB1	Carboxypeptidase B	1.18281e+07
P15088	CBPA3_HUMAN	CPA3	Mast cell carboxypeptidase A	1.66037e+07
P15090	FABP4_HUMAN	FABP4	Fatty acid-binding protein, adipocyte	2.87384e+07
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	1.53122e+07
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	6.35163e+07
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	4.65067e+07
P15151	PVR_HUMAN	PVR	Poliovirus receptor	3.43466e+06
P15153	RAC2_HUMAN	RAC2	Ras-related C3 botulinum toxin substrate 2	1.17046e+08
P15169	CBPN_HUMAN	CPN1	Carboxypeptidase N catalytic chain	6.61634e+06
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	5.54921e+07
P15289	ARSA_HUMAN	ARSA	Arylsulfatase A	1.7178e+07
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	1.82673e+07
P15309	PPAP_HUMAN	ACP3	Prostatic acid phosphatase	1.42628e+06
P15311	EZRI_HUMAN	EZR	Ezrin	6.4697e+08
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	3.64626e+07
P15498	VAV_HUMAN	VAV1	Proto-oncogene vav	2.03115e+07
P15502	ELN_HUMAN	ELN	Elastin	1.31406e+07
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	4.30267e+08
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	2.15817e+07
P15735	PHKG2_HUMAN	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform	6.03839e+06
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	2.81334e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	2.10532e+08
P15924	DESP_HUMAN	DSP	Desmoplakin	5.02909e+07
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	1.43515e+07
P15941	MUC1_HUMAN	MUC1	Mucin-1	1.83893e+08
P16070	CD44_HUMAN	CD44	CD44 antigen	1.40981e+08
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	1.01045e+08
P16150	LEUK_HUMAN	SPN	Leukosialin	1.97879e+07
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	2.29031e+08
P16157	ANK1_HUMAN	ANK1	Ankyrin-1	1.2316e+07
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	2.10957e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	1.21641e+07
P16233	LIPP_HUMAN	PNLIP	Pancreatic triacylglycerol lipase	3.66726e+06
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1.49622e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	8.96941e+06
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	2.92165e+06
P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1	6.05165e+07
P16383	GCFC2_HUMAN	GCFC2	Intron Large complex component GCFC2	1.44763e+06
P16401	H15_HUMAN	H1-5	Histone H1.5	4.41063e+08
