Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-4.mzML
P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	8.72855e+07
P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	4.25232e+07
P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	8.57686e+06
P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	6.25672e+07
P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	2.24879e+07
P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	2.51612e+07
P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha	1.06157e+07
P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	5.71012e+07
P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A	1.36734e+07
P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	2.73111e+07
P11532	DMD_HUMAN	DMD	Dystrophin	2.05012e+07
P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	4.16859e+09
P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	2.17205e+07
P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	1.07499e+08
P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4	7.78634e+06
P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	2.94672e+07
P11940	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	7.6289e+07
P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	4.43509e+07
P12036	NFH_HUMAN	NEFH	Neurofilament heavy polypeptide	1.72221e+07
P12081	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	3.82931e+07
P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	1.09277e+09
P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	9.33571e+08
P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain	1.33479e+09
P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1	3.17649e+07
P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	8.62849e+07
P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	4.33443e+07
P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	2.89591e+07
P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	8.97948e+07
P12429	ANXA3_HUMAN	ANXA3	Annexin A3	5.76175e+06
P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	1.7018e+07
P12814	ACTN1_HUMAN	ACTN1	Alpha-actinin-1	1.29391e+08
P12931	SRC_HUMAN	SRC	Proto-oncogene tyrosine-protein kinase Src	1.44873e+07
P12955	PEPD_HUMAN	PEPD	Xaa-Pro dipeptidase	7.26666e+07
P12956	XRCC6_HUMAN	XRCC6	X-ray repair cross-complementing protein 6	1.11319e+08
P13010	XRCC5_HUMAN	XRCC5	X-ray repair cross-complementing protein 5	1.17863e+08
P13073	COX41_HUMAN	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	3.37278e+07
P13284	GILT_HUMAN	IFI30	Gamma-interferon-inducible lysosomal thiol reductase	2.31513e+07
P13473	LAMP2_HUMAN	LAMP2	Lysosome-associated membrane glycoprotein 2	6.80003e+07
P13489	RINI_HUMAN	RNH1	Ribonuclease inhibitor	1.10365e+08
P13591	NCAM1_HUMAN	NCAM1	Neural cell adhesion molecule 1	6.87245e+07
P13611	CSPG2_HUMAN	VCAN	Versican core protein	1.22867e+09
P13612	ITA4_HUMAN	ITGA4	Integrin alpha-4	1.67814e+07
P13639	EF2_HUMAN	EEF2	Elongation factor 2	3.04228e+08
P13645	K1C10_HUMAN	KRT10	Keratin, type I cytoskeletal 10	1.46393e+08
P13647	K2C5_HUMAN	KRT5	Keratin, type II cytoskeletal 5	3.3258e+07
P13667	PDIA4_HUMAN	PDIA4	Protein disulfide-isomerase A4	9.40324e+07
P13671	CO6_HUMAN	C6	Complement component C6	6.22344e+06
P13674	P4HA1_HUMAN	P4HA1	Prolyl 4-hydroxylase subunit alpha-1	5.68909e+07
P13693	TCTP_HUMAN	TPT1	Translationally-controlled tumor protein	6.06538e+07
P13716	HEM2_HUMAN	ALAD	Delta-aminolevulinic acid dehydratase	7.75545e+06
P13796	PLSL_HUMAN	LCP1	Plastin-2	1.08056e+07
P13797	PLST_HUMAN	PLS3	Plastin-3	4.16721e+07
P13798	ACPH_HUMAN	APEH	Acylamino-acid-releasing enzyme	1.69048e+07
P13804	ETFA_HUMAN	ETFA	Electron transfer flavoprotein subunit alpha, mitochondrial	3.26071e+07
P13807	GYS1_HUMAN	GYS1	Glycogen [starch] synthase, muscle	1.57272e+07
P13861	KAP2_HUMAN	PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	1.85313e+07
P13929	ENOB_HUMAN	ENO3	Beta-enolase	2.74194e+07
P13984	T2FB_HUMAN	GTF2F2	General transcription factor IIF subunit 2	1.2538e+07
P13987	CD59_HUMAN	CD59	CD59 glycoprotein	2.61672e+07
P14174	MIF_HUMAN	MIF	Macrophage migration inhibitory factor	9.14249e+07
P14209	CD99_HUMAN	CD99	CD99 antigen	4.41025e+06
P14314	GLU2B_HUMAN	PRKCSH	Glucosidase 2 subunit beta	2.36449e+08
P14317	HCLS1_HUMAN	HCLS1	Hematopoietic lineage cell-specific protein	1.48589e+07
P14324	FPPS_HUMAN	FDPS	Farnesyl pyrophosphate synthase	3.32023e+07
P14384	CBPM_HUMAN	CPM	Carboxypeptidase M	2.27608e+06
P14406	CX7A2_HUMAN	COX7A2	Cytochrome c oxidase subunit 7A2, mitochondrial	1.35639e+07
P14543	NID1_HUMAN	NID1	Nidogen-1	2.96817e+08
P14550	AK1A1_HUMAN	AKR1A1	Aldo-keto reductase family 1 member A1	2.37155e+08
P14618	KPYM_HUMAN	PKM	Pyruvate kinase PKM	7.15031e+08
P14625	ENPL_HUMAN	HSP90B1	Endoplasmin	4.28139e+08
P14649	MYL6B_HUMAN	MYL6B	Myosin light chain 6B	2.31882e+07
P14678;P63162	RSMB_HUMAN;RSMN_HUMAN	SNRPB;SNRPN	Small nuclear ribonucleoprotein-associated proteins B and B'	1.09036e+08
P14735	IDE_HUMAN	IDE	Insulin-degrading enzyme	2.85188e+07
P14866	HNRPL_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L	1.61939e+08
P14868	SYDC_HUMAN	DARS1	Aspartate--tRNA ligase, cytoplasmic	6.43932e+07
P14923	PLAK_HUMAN	JUP	Junction plakoglobin	4.28791e+06
P14927	QCR7_HUMAN	UQCRB	Cytochrome b-c1 complex subunit 7	1.41376e+07
P15104	GLNA_HUMAN	GLUL	Glutamine synthetase	9.16528e+06
P15121	ALDR_HUMAN	AKR1B1	Aldo-keto reductase family 1 member B1	1.59075e+08
P15144	AMPN_HUMAN	ANPEP	Aminopeptidase N	773649
P15151	PVR_HUMAN	PVR	Poliovirus receptor	4.38409e+06
P15170	ERF3A_HUMAN	GSPT1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.78909e+07
P15172	MYOD1_HUMAN	MYOD1	Myoblast determination protein 1	2.17039e+07
P15291	B4GT1_HUMAN	B4GALT1	Beta-1,4-galactosyltransferase 1	2.88312e+06
P15311	EZRI_HUMAN	EZR	Ezrin	7.4928e+07
P15336	ATF2_HUMAN	ATF2	Cyclic AMP-dependent transcription factor ATF-2	2.46353e+06
P15374	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3	1.72245e+07
P15531	NDKA_HUMAN	NME1	Nucleoside diphosphate kinase A	2.20108e+08
P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	3.83055e+07
P15848	ARSB_HUMAN	ARSB	Arylsulfatase B	5.04204e+06
P15880	RS2_HUMAN	RPS2	Small ribosomal subunit protein uS5	1.62584e+08
P15882	CHIN_HUMAN	CHN1	N-chimaerin	1.13595e+07
P15884	ITF2_HUMAN	TCF4	Transcription factor 4	6.59738e+06
P15923	TFE2_HUMAN	TCF3	Transcription factor E2-alpha	5.96092e+06
P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	1.48573e+07
P16035	TIMP2_HUMAN	TIMP2	Metalloproteinase inhibitor 2	8.74466e+06
P16070	CD44_HUMAN	CD44	CD44 antigen	7.50338e+07
P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	9.23319e+06
P16144	ITB4_HUMAN	ITGB4	Integrin beta-4	8.7089e+06
P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	5.42816e+07
P16219	ACADS_HUMAN	ACADS	Short-chain specific acyl-CoA dehydrogenase, mitochondrial	1.29782e+07
P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	2.43459e+07
P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1.51769e+07
P16284	PECA1_HUMAN	PECAM1	Platelet endothelial cell adhesion molecule	4.46408e+06
P16298	PP2BB_HUMAN	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	1.18387e+07
P16383	GCFC2_HUMAN	GCFC2	Intron Large complex component GCFC2	1.18718e+07
P16401	H15_HUMAN	H1-5	Histone H1.5	1.05438e+09
P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	4.13547e+07
P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	1.32891e+07
P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	3.95255e+07
P16885	PLCG2_HUMAN	PLCG2	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	3.81965e+06
P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	2.93522e+07
P16949	STMN1_HUMAN	STMN1	Stathmin	1.57548e+08
P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	2.78374e+07
P17026	ZNF22_HUMAN	ZNF22	Zinc finger protein 22	1.70927e+07
P17029	ZKSC1_HUMAN	ZKSCAN1	Zinc finger protein with KRAB and SCAN domains 1	4.82621e+06
P17035	ZNF28_HUMAN	ZNF28	Zinc finger protein 28	6.71834e+06
P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	1.09451e+07
P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	2.76766e+06
P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial	5.99916e+06
P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	2.42555e+07
P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type	1.1159e+07
P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase	1.57626e+06
P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1	3.44859e+07
P17535	JUND_HUMAN	JUND	Transcription factor JunD	4.41203e+06
P17540	KCRS_HUMAN	CKMT2	Creatine kinase S-type, mitochondrial	4.30306e+06
P17544	ATF7_HUMAN	ATF7	Cyclic AMP-dependent transcription factor ATF-7	1.05416e+07
P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	1.63466e+06
P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	5.42985e+07
P17661	DESM_HUMAN	DES	Desmin	2.48294e+08
P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	4.71649e+06
P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	3.90192e+08
P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	7.13536e+07
P17931	LEG3_HUMAN	LGALS3	Galectin-3	9.12134e+07
P17936	IBP3_HUMAN	IGFBP3	Insulin-like growth factor-binding protein 3	4.1809e+07
P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	5.2801e+07
P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	1.13238e+08
P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	1.19441e+07
P18065	IBP2_HUMAN	IGFBP2	Insulin-like growth factor-binding protein 2	6.52705e+07
P18074	ERCC2_HUMAN	ERCC2	General transcription and DNA repair factor IIH helicase subunit XPD	6.44451e+06
P18077	RL35A_HUMAN	RPL35A	Large ribosomal subunit protein eL33	1.15622e+08
P18084	ITB5_HUMAN	ITGB5	Integrin beta-5	7.69365e+06
P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	1.11672e+08
P18124	RL7_HUMAN	RPL7	Large ribosomal subunit protein uL30	2.61757e+08
P18206	VINC_HUMAN	VCL	Vinculin	9.59917e+07
P18428	LBP_HUMAN	LBP	Lipopolysaccharide-binding protein	5.601e+06
P18433	PTPRA_HUMAN	PTPRA	Receptor-type tyrosine-protein phosphatase alpha	8.79476e+06
P18583	SON_HUMAN	SON	Protein SON	4.17092e+07
P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	1.28116e+07
P18621	RL17_HUMAN	RPL17	Large ribosomal subunit protein uL22	9.25511e+07
P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	1.18613e+08
P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	1.29802e+07
P18827	SDC1_HUMAN	SDC1	Syndecan-1	6.6204e+06
P18858	DNLI1_HUMAN	LIG1	DNA ligase 1	5.55709e+06
P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	2.44176e+07
P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1	1.39112e+07
P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	2.99125e+07
P19338	NUCL_HUMAN	NCL	Nucleolin	4.02637e+08
P19367	HXK1_HUMAN	HK1	Hexokinase-1	2.54477e+07
P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	9.45822e+06
P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	1.18407e+07
P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	2.63133e+07
P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB	1.12153e+06
P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	2.30537e+07
P19622;Q05925	HME1_HUMAN;HME2_HUMAN	EN1;EN2	Homeobox protein engrailed-2	2.76734e+06
P19623	SPEE_HUMAN	SRM	Spermidine synthase	4.44618e+07
P19652	A1AG2_HUMAN	ORM2	Alpha-1-acid glycoprotein 2	3.86397e+07
P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1.3598e+07
P19793	RXRA_HUMAN	RXRA	Retinoic acid receptor RXR-alpha	5.58805e+06
P19823	ITIH2_HUMAN	ITIH2	Inter-alpha-trypsin inhibitor heavy chain H2	7.82579e+07
P19827	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1	1.07922e+08
P19838	NFKB1_HUMAN	NFKB1	Nuclear factor NF-kappa-B p105 subunit	9.17945e+06
P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase	1.50218e+07
P20020	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1.59163e+07
P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	2.41296e+07
P20073	ANXA7_HUMAN	ANXA7	Annexin A7	2.96843e+07
P20226;Q6SJ96	TBPL2_HUMAN;TBP_HUMAN	TBP;TBPL2	TATA-box-binding protein	4.4756e+06
P20231;Q15661;Q9BZJ3	TRYB1_HUMAN;TRYB2_HUMAN;TRYD_HUMAN	TPSAB1;TPSB2;TPSD1	Tryptase beta-2	7.02768e+06
P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	2.18911e+07
P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A	7.5083e+06
P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	1.41147e+07
P20340	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	3.87015e+07
P20585	MSH3_HUMAN	MSH3	DNA mismatch repair protein Msh3	1.57124e+06
P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	7.20316e+07
P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	3.12718e+07
P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	1.74786e+08
P20774	MIME_HUMAN	OGN	Mimecan	2.03327e+08
P20810	ICAL_HUMAN	CAST	Calpastatin	5.70833e+07
P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	5.14943e+08
P20933	ASPG_HUMAN	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	9.85037e+06
P20936	RASA1_HUMAN	RASA1	Ras GTPase-activating protein 1	8.0231e+06
P20962	PTMS_HUMAN	PTMS	Parathymosin	9.62162e+07
P21127	CD11B_HUMAN	CDK11B	Cyclin-dependent kinase 11B	7.03951e+06
P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	6.77521e+06
P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	1.96793e+07
P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	8.9088e+07
P21333	FLNA_HUMAN	FLNA	Filamin-A	2.74055e+08
P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	4.62229e+07
P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	7.06315e+07
P21810	PGS1_HUMAN	BGN	Biglycan	1.35946e+09
P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	2.02602e+07
P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	7.10403e+06
P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	1.68867e+07
P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	1.39857e+07
P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	1.31256e+07
P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	4.49309e+07
P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	1.28032e+08
P22090	RS4Y1_HUMAN	RPS4Y1	Small ribosomal subunit protein eS4, Y isoform 1	7.03843e+06
P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	4.6507e+07
P22105	TENX_HUMAN	TNXB	Tenascin-X	6.24368e+07
P22234	PUR6_HUMAN	PAICS	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase	3.59005e+07
P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	1.72414e+07
P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	1.7757e+08
P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	5.05911e+07
P22392	NDKB_HUMAN	NME2	Nucleoside diphosphate kinase B	1.13239e+08
P22455	FGFR4_HUMAN	FGFR4	Fibroblast growth factor receptor 4	1.90245e+07
P22492	H1T_HUMAN	H1-6	Histone H1t	3.41749e+09
P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	9.16543e+08
P22670	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	5.00905e+06
P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	1.2113e+07
P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	2.21769e+07
P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	6.60577e+07
P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	5.49969e+06
P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	7.86352e+07
P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	2.67327e+07
P23219	PGH1_HUMAN	PTGS1	Prostaglandin G/H synthase 1	3.63699e+06
P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	5.80642e+06
P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	4.11293e+08
P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	1.5124e+07
P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	2.86728e+08
P23352	KALM_HUMAN	ANOS1	Anosmin-1	9.79979e+06
P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	2.26706e+07
P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	2.48043e+07
P23396	RS3_HUMAN	RPS3	Small ribosomal subunit protein uS3	1.59486e+08
P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial	3.51046e+06
P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	4.51242e+06
P23468	PTPRD_HUMAN	PTPRD	Receptor-type tyrosine-protein phosphatase delta	5.91721e+06
P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	4.70606e+06
P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	8.55658e+06
P23511	NFYA_HUMAN	NFYA	Nuclear transcription factor Y subunit alpha	5.20383e+06
P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	1.11419e+08
P23528	COF1_HUMAN	CFL1	Cofilin-1	3.34325e+08
P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	3.876e+07
P23610	HAP40_HUMAN	F8A1	40-kDa huntingtin-associated protein	6.65846e+06
P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	2.1439e+07
P23759	PAX7_HUMAN	PAX7	Paired box protein Pax-7	3.21796e+07
P23760	PAX3_HUMAN	PAX3	Paired box protein Pax-3	7.20112e+06
P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	5.89305e+06
P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	4.03277e+07
P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	9.25646e+06
P24043	LAMA2_HUMAN	LAMA2	Laminin subunit alpha-2	3.23264e+07
P24347	MMP11_HUMAN	MMP11	Stromelysin-3	6.99213e+06
P24385	CCND1_HUMAN	CCND1	G1/S-specific cyclin-D1	4.17349e+06
P24468	COT2_HUMAN	NR2F2	COUP transcription factor 2	3.011e+06
P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	1.468e+08
P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	6.90842e+07
P24592	IBP6_HUMAN	IGFBP6	Insulin-like growth factor-binding protein 6	4.30547e+06
P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	1.06275e+08
P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	9.40995e+07
P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	5.59758e+07
P24821	TENA_HUMAN	TNC	Tenascin	1.32143e+08
P24844	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	8.06097e+07
P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	1.28219e+07
P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	7.90936e+06
P25189	MYP0_HUMAN	MPZ	Myelin protein P0	2.44216e+08
P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	3.99538e+07
P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	8.13453e+06
P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	2.09648e+07
P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	5.18463e+07
P25398	RS12_HUMAN	RPS12	Small ribosomal subunit protein eS12	1.00481e+08
P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	9.22565e+06
P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	3.94899e+07
P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	4.56378e+06
P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	3.33068e+08
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	8.79897e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	3.64118e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	5.29194e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5.59931e+07
P25940	CO5A3_HUMAN	COL5A3	Collagen alpha-3(V) chain	1.93273e+07
P25963	IKBA_HUMAN	NFKBIA	NF-kappa-B inhibitor alpha	4.14628e+06
P26038	MOES_HUMAN	MSN	Moesin	1.92585e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	7.52086e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	1.16475e+07
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	1.19583e+08
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	3.11721e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	1.55106e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	7.58693e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	7.4414e+07
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	1.02554e+08
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.36973e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	7.24951e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	3.30323e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	2.65606e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	6.91491e+07
P27105	STOM_HUMAN	STOM	Stomatin	1.1097e+07
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.03382e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	2.43467e+06
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	4.13298e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	9.45508e+06
P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	6.3743e+06
P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	3.71791e+06
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	3.34633e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	3.11347e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	3.73961e+08
