Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20200928yuanch_Connie_TCPA_60minDIA_b1-8.mzML
P27708	PYR1_HUMAN	CAD	CAD protein	5.36973e+07
P27797	CALR_HUMAN	CALR	Calreticulin	5.16525e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	4.47615e+07
P27824	CALX_HUMAN	CANX	Calnexin	3.01095e+08
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	3.24122e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	2.94756e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	1.02727e+08
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5.21723e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	1.24573e+08
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	6.98348e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	6.84972e+07
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	1.92247e+07
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	6.6965e+06
P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2	6.7238e+06
P28330	ACADL_HUMAN	ACADL	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	1.12247e+08
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	1.20818e+08
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	5.49551e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	1.80187e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.10555e+08
P29120	NEC1_HUMAN	PCSK1	Neuroendocrine convertase 1	3.79174e+06
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	1.4082e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	3.81398e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	3.16111e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	7.64752e+06
P29401	TKT_HUMAN	TKT	Transketolase	4.15367e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.62906e+07
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	3.19108e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	8.80576e+06
P29590	PML_HUMAN	PML	Protein PML	3.37828e+07
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	1.08614e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	7.34233e+08
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	1.03535e+08
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	1.20726e+07
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	3.67882e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	4.48152e+07
P30039	PBLD_HUMAN	PBLD	Phenazine biosynthesis-like domain-containing protein	1.63046e+08
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	1.47091e+08
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	4.25782e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.63902e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	3.2184e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	3.04206e+08
P30047	GFRP_HUMAN	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein	5.17651e+06
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	3.38682e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	7.74877e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	6.212e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	1.52116e+08
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	8.50994e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	9.41107e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	8.53044e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	1.16464e+08
P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	5.8543e+06
P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	2.32727e+07
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	2.08531e+07
P30511	HLAF_HUMAN	HLA-F	HLA class I histocompatibility antigen, alpha chain F	1.80266e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	2.34528e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1.23892e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	6.7438e+06
P30536	TSPO_HUMAN	TSPO	Translocator protein	6.78152e+06
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	5.76471e+07
P30613	KPYR_HUMAN	PKLR	Pyruvate kinase PKLR	1.97982e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	1.00107e+07
P30626	SORCN_HUMAN	SRI	Sorcin	9.31081e+07
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	4.17708e+08
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	7.57934e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	1.49275e+07
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	6.41035e+07
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	6.1108e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	8.36913e+07
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	2.38598e+08
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	3.05154e+07
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	6.37359e+08
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	5.98624e+06
P31513	FMO3_HUMAN	FMO3	Flavin-containing monooxygenase 3	2.46125e+07
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	4.2415e+07
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	2.85155e+06
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	1.14063e+08
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	6.33533e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	7.36962e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	5.38784e+07
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	2.26047e+08
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.13847e+08
P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	1.68247e+07
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.17862e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1.60872e+07
P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	7.01554e+06
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	2.94683e+08
P32189	GLPK_HUMAN	GK	Glycerol kinase	1.50109e+07
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	7.80033e+06
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	8.85536e+07
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	5.63894e+06
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	4.3032e+06
P32519	ELF1_HUMAN	ELF1	ETS-related transcription factor Elf-1	3.24898e+07
P32754	HPPD_HUMAN	HPD	4-hydroxyphenylpyruvate dioxygenase	7.6137e+07
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.64442e+07
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	3.71972e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	3.11827e+07
P33151	CADH5_HUMAN	CDH5	Cadherin-5	1.06972e+07
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	2.66743e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	2.12331e+07
P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1	1.17528e+07
P33260	CP2CI_HUMAN	CYP2C18	Cytochrome P450 2C18	8.17318e+06
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	8.25898e+06
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	4.49177e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	5.08723e+06
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	1.30622e+07
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	3.9345e+06
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	1.18406e+07
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1.30481e+08
P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	5.70473e+07
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	2.46494e+08
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	5.13781e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	2.34462e+07
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	3.54403e+09
P35080	PROF2_HUMAN	PFN2	Profilin-2	6.18495e+07
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	8.52832e+07
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	1.09066e+08
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	2.32143e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	2.34107e+08
P35241	RADI_HUMAN	RDX	Radixin	5.75505e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	1.50434e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	9.21452e+06
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	7.28064e+06
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	3.24633e+06
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	8.27772e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	4.02318e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	9.87911e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	3.53392e+07
P35443	TSP4_HUMAN	THBS4	Thrombospondin-4	1.38784e+07
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	4.30866e+06
P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase	3.06852e+07
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	4.79063e+08
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	5.67239e+07
P35558	PCKGC_HUMAN	PCK1	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]	5.63314e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	2.3556e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	5.15804e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	4.01616e+07
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	1.31105e+08
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	5.57652e+07
P35613	BASI_HUMAN	BSG	Basigin	4.68255e+07
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	9.81456e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	2.38653e+07
P35659	DEK_HUMAN	DEK	Protein DEK	4.81952e+07
P35749	MYH11_HUMAN	MYH11	Myosin-11	8.37772e+08
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	1.3845e+07
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	5.33968e+07
P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	2.72936e+06
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	3.0138e+08
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1.07531e+07
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.94951e+07
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	4.66608e+07
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	1.44239e+07
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	1.74383e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	1.15682e+08
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	1.5738e+08
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	4.04524e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	2.43447e+07
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	5.48306e+08
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	4.6334e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	1.50774e+08
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.10666e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	1.1287e+07
P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9	4.12326e+06
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	2.17244e+08
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.38621e+08
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	3.24091e+07
P37059	DHB2_HUMAN	HSD17B2	17-beta-hydroxysteroid dehydrogenase type 2	1.11963e+07
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	9.86715e+07
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	2.32095e+07
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	2.46463e+07
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	5.46665e+08
P37837	TALDO_HUMAN	TALDO1	Transaldolase	1.30474e+08
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	1.44879e+08
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	6.31052e+07
P38432	COIL_HUMAN	COIL	Coilin	755085
P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase	6.64212e+06
P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase	5.67759e+06
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	7.73178e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	2.55335e+08
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	7.17248e+07
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	3.8357e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	1.38436e+09
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	8.02922e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	2.15043e+08
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	4.62364e+08
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	7.87382e+07
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	8.04588e+06
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	9.47554e+07
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	1.29803e+07
P40199	CEAM6_HUMAN	CEACAM6	Carcinoembryonic antigen-related cell adhesion molecule 6	1.48596e+07
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	5.34587e+06
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	8.962e+07
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	4.37122e+07
P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	5.38002e+06
P40313	CTRL_HUMAN	CTRL	Chymotrypsin-like protease CTRL-1	1.07803e+09
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	2.035e+07
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	4.29571e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	2.73989e+07
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	2.59443e+07
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	2.27356e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	4.70138e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	7.5566e+06
P40938	RFC3_HUMAN	RFC3	Replication factor C subunit 3	1.99067e+06
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	1.22562e+08
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	1.54936e+08
P41214	EIF2D_HUMAN	EIF2D	Eukaryotic translation initiation factor 2D	4.82475e+06
P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen	1.09324e+07
P41219	PERI_HUMAN	PRPH	Peripherin	7.20005e+07
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	2.50714e+07
P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	7.74878e+06
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.3747e+07
P41236;Q6NXS1	IPP2B_HUMAN;IPP2_HUMAN	PPP1R2;PPP1R2B	Protein phosphatase inhibitor 2	1.23929e+07
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	1.20574e+07
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	9.49595e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	9.93193e+07
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	9.5349e+06
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	9.26862e+07
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	9.82431e+07
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	2.80186e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	8.91802e+06
P42229	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	1.00067e+07
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	2.76755e+07
P42330	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	1.00815e+08
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	4.29711e+06
P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	8.6522e+06
P42357	HUTH_HUMAN	HAL	Histidine ammonia-lyase	1.37037e+07
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	7.08333e+06
P42677	RS27_HUMAN	RPS27	Small ribosomal subunit protein eS27	2.96151e+08
P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	5.34341e+07
P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	1.8191e+08
P42766	RL35_HUMAN	RPL35	Large ribosomal subunit protein uL29	2.93903e+08
P42773	CDN2C_HUMAN	CDKN2C	Cyclin-dependent kinase 4 inhibitor C	6.74479e+06
P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	1.02262e+07
P42858	HD_HUMAN	HTT	Huntingtin	3.9575e+06
P42892	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1	8.87179e+06
P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	1.07631e+08
P43121	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	4.73529e+07
P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	1.0751e+08
P43243	MATR3_HUMAN	MATR3	Matrin-3	4.96338e+07
P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	5.99101e+06
P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	3.22859e+07
P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	2.47138e+08
P43405	KSYK_HUMAN	SYK	Tyrosine-protein kinase SYK	5.46491e+06
P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	1.27481e+08
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	2.69061e+07
P43652	AFAM_HUMAN	AFM	Afamin	1.0825e+07
P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	3.62902e+07
P43694	GATA4_HUMAN	GATA4	Transcription factor GATA-4	5.74439e+06
P43897	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	4.00712e+06
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	1.32666e+08
P45954	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	5.17686e+07
P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	7.83557e+06
P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	1.02098e+08
P45984	MK09_HUMAN	MAPK9	Mitogen-activated protein kinase 9	2.00222e+07
P46019	KPB2_HUMAN	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	1.3206e+07
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	1.04004e+07
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	1.83256e+07
P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	9.9296e+07
P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	2.95794e+06
P46108	CRK_HUMAN	CRK	Adapter molecule crk	2.97224e+07
P46109	CRKL_HUMAN	CRKL	Crk-like protein	2.67935e+07
P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	5.97851e+07
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	2.65216e+07
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	7.71438e+07
P46527	CDN1B_HUMAN	CDKN1B	Cyclin-dependent kinase inhibitor 1B	6.71417e+06
P46734	MP2K3_HUMAN	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3	5.14305e+06
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	6.21696e+06
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	9.60099e+08
P46777	RL5_HUMAN	RPL5	Large ribosomal subunit protein uL18	2.88125e+08
P46778	RL21_HUMAN	RPL21	Large ribosomal subunit protein eL21	5.79609e+08
P46779	RL28_HUMAN	RPL28	Large ribosomal subunit protein eL28	1.43993e+08
P46781	RS9_HUMAN	RPS9	Small ribosomal subunit protein uS4	9.32013e+08
P46782	RS5_HUMAN	RPS5	Small ribosomal subunit protein uS7	1.75516e+08
P46783	RS10_HUMAN	RPS10	Small ribosomal subunit protein eS10	2.72793e+08
P46821	MAP1B_HUMAN	MAP1B	Microtubule-associated protein 1B	1.37872e+07
P46926	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1	4.64796e+07
P46937	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1	1.08139e+07
P46939	UTRN_HUMAN	UTRN	Utrophin	2.50831e+08
P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	1.15755e+08
P46952	3HAO_HUMAN	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	5.40663e+07
P46976	GLYG_HUMAN	GYG1	Glycogenin-1	5.6791e+07
P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	2.92388e+08
P47736	RPGP1_HUMAN	RAP1GAP	Rap1 GTPase-activating protein 1	2.58084e+06
P47755	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	4.12659e+07
P47756	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	9.89608e+07
P47895	AL1A3_HUMAN	ALDH1A3	Retinaldehyde dehydrogenase 3	1.22439e+07
P47897	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase	1.49464e+08
P47914	RL29_HUMAN	RPL29	Large ribosomal subunit protein eL29	3.51905e+08
P47985	UCRI_HUMAN	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	1.01458e+08
P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	1.74867e+08
P48052	CBPA2_HUMAN	CPA2	Carboxypeptidase A2	1.41553e+09
P48059	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	1.83469e+07
P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase	4.53941e+07
P48163	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	8.43217e+06
P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2	7.26294e+06
P48304	REG1B_HUMAN	REG1B	Lithostathine-1-beta	2.36882e+07
P48426	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	7.67426e+06
P48436	SOX9_HUMAN	SOX9	Transcription factor SOX-9	1.28473e+06
P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta	9.0931e+07
P48449	LSS_HUMAN	LSS	Lanosterol synthase	1.11571e+07
P48454	PP2BC_HUMAN	PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	579763
P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	2.26844e+07
P48507	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	7.26121e+06
P48539	PCP4_HUMAN	PCP4	Calmodulin regulator protein PCP4	5.79777e+06
P48544	KCNJ5_HUMAN	KCNJ5	G protein-activated inward rectifier potassium channel 4	736446
