Protein.Group	Protein.Names	Genes	First.Protein.Description	E:\RA\work\7_1_task\TCPA\E20201002yuanch_Connie_TCPA_60minDIA_b4-5.mzML
P25774	CATS_HUMAN	CTSS	Cathepsin S	2.87921e+07
P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	9.97575e+07
P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	5.01966e+07
P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	6.50615e+07
P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	5.61709e+07
P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	2.23003e+07
P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	3.31721e+06
P26038	MOES_HUMAN	MSN	Moesin	6.49638e+08
P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	7.12962e+07
P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	5.28403e+06
P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	9.60677e+07
P26373	RL13_HUMAN	RPL13	Large ribosomal subunit protein eL13	4.16439e+08
P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	2.40749e+07
P26447	S10A4_HUMAN	S100A4	Protein S100-A4	5.56573e+08
P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4.86108e+06
P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	2.97524e+07
P26599	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.01749e+08
P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	5.61473e+07
P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	6.4173e+07
P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.07106e+08
P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	1.62171e+08
P26927;Q2TV78	HGFL_HUMAN;MST1L_HUMAN	MST1;MST1L	Hepatocyte growth factor-like protein	1.20796e+06
P27105	STOM_HUMAN	STOM	Stomatin	1.22907e+08
P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	1.59238e+07
P27169	PON1_HUMAN	PON1	Serum paraoxonase/arylesterase 1	3.50563e+07
P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	4.91958e+07
P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	1.44126e+08
P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	4.88803e+07
P27487	DPP4_HUMAN	DPP4	Dipeptidyl peptidase 4	3.41661e+06
P27635	RL10_HUMAN	RPL10	Large ribosomal subunit protein uL16	2.40909e+08
P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	2.44915e+06
P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	5.44736e+08
P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	1.39687e+08
P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	3.19024e+06
P27708	PYR1_HUMAN	CAD	CAD protein	4.6943e+07
P27797	CALR_HUMAN	CALR	Calreticulin	5.06259e+08
P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	1.34343e+08
P27824	CALX_HUMAN	CANX	Calnexin	3.53778e+08
P27986	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	7.43746e+06
P27987;Q96DU7	IP3KB_HUMAN;IP3KC_HUMAN	ITPKB;ITPKC	Inositol-trisphosphate 3-kinase B	1.47405e+06
P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	4.7999e+07
P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	4.21712e+07
P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	5.75056e+07
P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	5.1992e+07
P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6	4.57487e+07
P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5	9.55341e+07
P28161	GSTM2_HUMAN	GSTM2	Glutathione S-transferase Mu 2	1.38117e+08
P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3	9.38852e+06
P28289	TMOD1_HUMAN	TMOD1	Tropomodulin-1	3.37856e+07
P28331	NDUS1_HUMAN	NDUFS1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	5.17916e+07
P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1	1.22861e+07
P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1	7.45535e+07
P28676	GRAN_HUMAN	GCA	Grancalcin	2.8135e+07
P28702	RXRB_HUMAN	RXRB	Retinoic acid receptor RXR-beta	1.02479e+07
P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase	1.51986e+08
P28907	CD38_HUMAN	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	813440
P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2	3.38963e+07
P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1	1.71547e+07
P29317	EPHA2_HUMAN	EPHA2	Ephrin type-A receptor 2	2.05205e+07
P29323	EPHB2_HUMAN	EPHB2	Ephrin type-B receptor 2	1.52021e+07
P29350	PTN6_HUMAN	PTPN6	Tyrosine-protein phosphatase non-receptor type 6	5.09038e+07
P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1	1.01954e+07
P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase	9.32367e+06
P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2	2.47251e+08
P29401	TKT_HUMAN	TKT	Transketolase	1.93325e+08
P29466	CASP1_HUMAN	CASP1	Caspase-1	1.34574e+07
P29474	NOS3_HUMAN	NOS3	Nitric oxide synthase 3	1.30858e+06
P29536	LMOD1_HUMAN	LMOD1	Leiomodin-1	6.08994e+07
P29558	RBMS1_HUMAN	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	3.91438e+07
P29590	PML_HUMAN	PML	Protein PML	2.88911e+07
P29622	KAIN_HUMAN	SERPINA4	Kallistatin	3.68416e+07
P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	2.07646e+08
P29762	RABP1_HUMAN	CRABP1	Cellular retinoic acid-binding protein 1	7.24642e+06
P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate	1.18928e+08
P29972	AQP1_HUMAN	AQP1	Aquaporin-1	2.90481e+06
P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11	6.92864e+07
P30038	AL4A1_HUMAN	ALDH4A1	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	6.94193e+06
P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29	7.30084e+07
P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6	4.3834e+08
P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)	1.31544e+08
P30044	PRDX5_HUMAN	PRDX5	Peroxiredoxin-5, mitochondrial	3.61577e+08
P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase	5.52964e+07
P30048	PRDX3_HUMAN	PRDX3	Thioredoxin-dependent peroxide reductase, mitochondrial	2.38496e+08
P30049	ATPD_HUMAN	ATP5F1D	ATP synthase subunit delta, mitochondrial	3.99491e+07
P30050	RL12_HUMAN	RPL12	Large ribosomal subunit protein uL11	2.26934e+08
P30084	ECHM_HUMAN	ECHS1	Enoyl-CoA hydratase, mitochondrial	9.44114e+07
P30085	KCY_HUMAN	CMPK1	UMP-CMP kinase	3.49812e+07
P30086	PEBP1_HUMAN	PEBP1	Phosphatidylethanolamine-binding protein 1	5.55317e+08
P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	9.68473e+08
P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	1.413e+08
P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog	2.73556e+06
P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	4.10406e+07
P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2	2.45741e+07
P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	2.52812e+07
P30530	UFO_HUMAN	AXL	Tyrosine-protein kinase receptor UFO	1.53872e+07
P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	4.46027e+07
P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	6.54942e+07
P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1	1.56895e+07
P30626	SORCN_HUMAN	SRI	Sorcin	1.38252e+08
P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor	6.42174e+07
P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	1.92235e+07
P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2	2.60355e+07
P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.95129e+07
P31146	COR1A_HUMAN	CORO1A	Coronin-1A	7.4154e+07
P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	1.46052e+08
P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	5.7248e+07
P31260	HXA10_HUMAN	HOXA10	Homeobox protein Hox-A10	9.23886e+06
P31323	KAP3_HUMAN	PRKAR2B	cAMP-dependent protein kinase type II-beta regulatory subunit	3.52524e+07
P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	9.70406e+06
P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	9.88872e+06
P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	3.36136e+07
P31749	AKT1_HUMAN	AKT1	RAC-alpha serine/threonine-protein kinase	8.90355e+06
P31751	AKT2_HUMAN	AKT2	RAC-beta serine/threonine-protein kinase	1.52047e+07
P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	5.61006e+07
P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	2.66733e+07
P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	7.30337e+07
P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	1.48083e+08
P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	4.01222e+08
P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	1.70429e+08
P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	1.46242e+08
P31949	S10AB_HUMAN	S100A11	Protein S100-A11	1.92332e+07
P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	1.97676e+08
P32121	ARRB2_HUMAN	ARRB2	Beta-arrestin-2	3.38443e+06
P32321	DCTD_HUMAN	DCTD	Deoxycytidylate deaminase	1.4768e+07
P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1.33417e+06
P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1	1.93965e+07
P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	7.25928e+06
P32969	RL9_HUMAN	RPL9	Large ribosomal subunit protein uL6	1.44024e+08
P33121	ACSL1_HUMAN	ACSL1	Long-chain-fatty-acid--CoA ligase 1	1.03807e+07
P33151	CADH5_HUMAN	CDH5	Cadherin-5	8.92967e+06
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	3.75457e+07
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	2.86359e+07
P33241	LSP1_HUMAN	LSP1	Lymphocyte-specific protein 1	1.27526e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	1.13419e+07
P33402	GCYA2_HUMAN	GUCY1A2	Guanylate cyclase soluble subunit alpha-2	9.36834e+06
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	3.83286e+06
P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA	4.68326e+06
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	4.18661e+06
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	5.80377e+06
P34096	RNAS4_HUMAN	RNASE4	Ribonuclease 4	3.51751e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	5.43524e+07
P34913	HYES_HUMAN	EPHX2	Bifunctional epoxide hydrolase 2	7.96929e+06
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	5.68205e+08
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	5.21585e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	6.46201e+06
P35052	GPC1_HUMAN	GPC1	Glypican-1	3.10211e+07
P35080	PROF2_HUMAN	PFN2	Profilin-2	2.59646e+07
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	2.71863e+08
P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1	9.51998e+07
P35232	PHB1_HUMAN	PHB1	Prohibitin 1	1.75778e+08
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	1.47823e+08
P35240	MERL_HUMAN	NF2	Merlin	5.27014e+06
P35241	RADI_HUMAN	RDX	Radixin	2.4517e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	3.42346e+07
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	1.0704e+07
P35268	RL22_HUMAN	RPL22	Large ribosomal subunit protein eL22	1.62019e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	7.0826e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	2.85706e+07
P35442	TSP2_HUMAN	THBS2	Thrombospondin-2	3.32527e+07
P35475	IDUA_HUMAN	IDUA	Alpha-L-iduronidase	1.52851e+07
P35527	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	7.59641e+07
P35542	SAA4_HUMAN	SAA4	Serum amyloid A-4 protein	6.80604e+07
P35555	FBN1_HUMAN	FBN1	Fibrillin-1	1.88242e+08
P35556	FBN2_HUMAN	FBN2	Fibrillin-2	4.14698e+06
P35568	IRS1_HUMAN	IRS1	Insulin receptor substrate 1	1.43529e+07
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	7.97447e+06
P35579	MYH9_HUMAN	MYH9	Myosin-9	1.58359e+09
P35580	MYH10_HUMAN	MYH10	Myosin-10	1.32964e+08
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	5.7025e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	9.36399e+07
P35612	ADDB_HUMAN	ADD2	Beta-adducin	1.65429e+07
P35613	BASI_HUMAN	BSG	Basigin	7.1642e+07
P35625	TIMP3_HUMAN	TIMP3	Metalloproteinase inhibitor 3	2.63924e+06
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	1.45161e+08
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	1.74694e+07
P35659	DEK_HUMAN	DEK	Protein DEK	4.08696e+07
P35749	MYH11_HUMAN	MYH11	Myosin-11	7.45652e+07
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	1.13169e+07
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	1.12316e+07
P35858	ALS_HUMAN	IGFALS	Insulin-like growth factor-binding protein complex acid labile subunit	2.35456e+07
P35908	K22E_HUMAN	KRT2	Keratin, type II cytoskeletal 2 epidermal	1.88473e+08
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	9.77748e+06
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.79575e+07
P36222	CH3L1_HUMAN	CHI3L1	Chitinase-3-like protein 1	1.38659e+07
P36269	GGT5_HUMAN	GGT5	Glutathione hydrolase 5 proenzyme	5.00761e+07
P36402;Q9HCS4;Q9NQB0;Q9UJU2	LEF1_HUMAN;TCF7_HUMAN;TF7L1_HUMAN;TF7L2_HUMAN	LEF1;TCF7;TCF7L1;TCF7L2	Transcription factor 7	854039
P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2	1.06885e+07
P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3	3.60155e+07
P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2	1.05886e+07
P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial	1.02979e+08
P36543	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1	3.1594e+07
P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	1.08521e+07
P36578	RL4_HUMAN	RPL4	Large ribosomal subunit protein uL4	2.21414e+08
P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial	3.85157e+07
P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1	7.0773e+07
P36873	PP1G_HUMAN	PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	2.86597e+07
P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1	2.30935e+07
P36955	PEDF_HUMAN	SERPINF1	Pigment epithelium-derived factor	1.76427e+08
P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.29917e+08
P36969	GPX4_HUMAN	GPX4	Phospholipid hydroperoxide glutathione peroxidase	7.19417e+06
P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein	1.28732e+08
P37173	TGFR2_HUMAN	TGFBR2	TGF-beta receptor type-2	697225
P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62	2.33104e+07
P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1	7.76492e+07
P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	1.11542e+09
P37837	TALDO_HUMAN	TALDO1	Transaldolase	1.96044e+08
P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta	4.30299e+07
P38159	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	1.65239e+08
P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase	1.33982e+07
P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	8.19954e+07
P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	2.65915e+08
P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III	1.5488e+08
P39019	RS19_HUMAN	RPS19	Small ribosomal subunit protein eS19	1.58415e+08
P39023	RL3_HUMAN	RPL3	Large ribosomal subunit protein uL3	2.5508e+08
P39059	COFA1_HUMAN	COL15A1	Collagen alpha-1(XV) chain	8.6941e+07
P39060	COIA1_HUMAN	COL18A1	Collagen alpha-1(XVIII) chain	1.23065e+08
P39656	OST48_HUMAN	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2.44916e+08
P39687	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	4.22654e+07
P39748	FEN1_HUMAN	FEN1	Flap endonuclease 1	8.78763e+06
P39880	CUX1_HUMAN	CUX1	Homeobox protein cut-like 1	8.38638e+06
P40121	CAPG_HUMAN	CAPG	Macrophage-capping protein	1.94772e+08
P40123	CAP2_HUMAN	CAP2	Adenylyl cyclase-associated protein 2	2.85472e+07
P40222	TXLNA_HUMAN	TXLNA	Alpha-taxilin	7.27078e+06
P40227	TCPZ_HUMAN	CCT6A	T-complex protein 1 subunit zeta	8.75584e+07
P40261	NNMT_HUMAN	NNMT	Nicotinamide N-methyltransferase	2.54505e+07
P40306	PSB10_HUMAN	PSMB10	Proteasome subunit beta type-10	4.17628e+06
P40424	PBX1_HUMAN	PBX1	Pre-B-cell leukemia transcription factor 1	5.62308e+07
P40429	RL13A_HUMAN	RPL13A	Large ribosomal subunit protein uL13	1.08138e+08
P40616	ARL1_HUMAN	ARL1	ADP-ribosylation factor-like protein 1	2.54301e+07
P40763	STAT3_HUMAN	STAT3	Signal transducer and activator of transcription 3	4.39632e+07
P40818	UBP8_HUMAN	USP8	Ubiquitin carboxyl-terminal hydrolase 8	1.35278e+07
P40925	MDHC_HUMAN	MDH1	Malate dehydrogenase, cytoplasmic	1.60722e+08
P40926	MDHM_HUMAN	MDH2	Malate dehydrogenase, mitochondrial	5.6032e+08
P40937	RFC5_HUMAN	RFC5	Replication factor C subunit 5	3.31823e+07
P40939	ECHA_HUMAN	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	1.04493e+08
P41091	IF2G_HUMAN	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	5.05036e+07
P41218	MNDA_HUMAN	MNDA	Myeloid cell nuclear differentiation antigen	2.30643e+07
P41221	WNT5A_HUMAN	WNT5A	Protein Wnt-5a	2.0675e+06
P41222	PTGDS_HUMAN	PTGDS	Prostaglandin-H2 D-isomerase	4.53057e+06
P41223	BUD31_HUMAN	BUD31	Protein BUD31 homolog	4.59117e+07
P41226	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	2.31872e+07
P41227	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	1.20438e+07
P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	1.10739e+07
P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	5.27037e+06
P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	2.15298e+07
P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	4.69057e+07
P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	4.38918e+07
P42126	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	6.24196e+07
P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	7.04286e+06
P42167	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	1.24885e+08
P42224	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	4.59411e+07
P42226	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	1.63366e+07
P42229	STA5A_HUMAN	STAT5A	Signal transducer and activator of transcription 5A	3.02119e+07
P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	9.05394e+06
P42330;Q04828	AK1C1_HUMAN;AK1C3_HUMAN	AKR1C1;AKR1C3	Aldo-keto reductase family 1 member C3	1.22629e+07
P42331	RHG25_HUMAN	ARHGAP25	Rho GTPase-activating protein 25	4.82399e+06
P42336	PK3CA_HUMAN	PIK3CA	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	1.44998e+06
P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	2.8899e+06
P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	1.23005e+07
P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	1.58326e+07
P42574	CASP3_HUMAN	CASP3	Caspase-3	6.5419e+06
P42658	DPP6_HUMAN	DPP6	Dipeptidyl aminopeptidase-like protein 6	5.40341e+07
P42677	RS27_HUMAN	RPS27	Small ribosomal subunit protein eS27	4.4546e+07
P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	4.975e+07
P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	2.17917e+07
P42766	RL35_HUMAN	RPL35	Large ribosomal subunit protein uL29	9.36837e+07
P42771	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A	4.58082e+06
P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	3.8734e+07
P42858	HD_HUMAN	HTT	Huntingtin	8.31633e+06
P42892	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1	6.10532e+07
P43034	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta	4.87783e+07
P43121	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	4.91455e+07
P43155	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	1.18785e+07
P43243	MATR3_HUMAN	MATR3	Matrin-3	7.24387e+07
P43246	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	1.29556e+07
P43250	GRK6_HUMAN	GRK6	G protein-coupled receptor kinase 6	2.84162e+06
P43251	BTD_HUMAN	BTD	Biotinidase	1.41107e+07
P43304	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.15415e+07
P43307	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	4.28112e+07
P43378	PTN9_HUMAN	PTPN9	Tyrosine-protein phosphatase non-receptor type 9	2.40955e+06
P43405	KSYK_HUMAN	SYK	Tyrosine-protein kinase SYK	7.75874e+06
P43487	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	8.02657e+07
P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	1.04334e+08
P43652	AFAM_HUMAN	AFM	Afamin	3.30663e+07
P43686	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	2.72584e+07
P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C	2.46894e+07
P45880	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	7.57998e+07
P45954	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	7.94131e+06
P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	9.43392e+06
P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	9.7787e+07
P45983;P53779	MK08_HUMAN;MK10_HUMAN	MAPK10;MAPK8	Mitogen-activated protein kinase 8	1.96754e+07
P45984	MK09_HUMAN	MAPK9	Mitogen-activated protein kinase 9	5.13084e+07
P45985	MP2K4_HUMAN	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4	8.13964e+06
P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	1.75486e+07
P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	2.61183e+07
P46087	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	2.56835e+08
P46100	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	4.7738e+07
P46108	CRK_HUMAN	CRK	Adapter molecule crk	3.11177e+07
P46109	CRKL_HUMAN	CRKL	Crk-like protein	5.0362e+07
P46379	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	1.62989e+07
P46459	NSF_HUMAN	NSF	Vesicle-fusing ATPase	4.71956e+07
P46736	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	6.72013e+06
P46776	RL27A_HUMAN	RPL27A	Large ribosomal subunit protein uL15	2.67635e+08
