Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\Administrator\Desktop\HYC\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02\MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02.mzML
P32496	RPN12_YEAST	RPN12	26S proteasome regulatory subunit RPN12	7.54882e+06
P32497	EIF3C_YEAST	NIP1	Eukaryotic translation initiation factor 3 subunit C	6.18843e+06
P32499	NUP2_YEAST	NUP2	Nucleoporin NUP2	8.30209e+06
P32501	EI2BE_YEAST	GCD6	Translation initiation factor eIF-2B subunit epsilon	1.56277e+06
P32502	EI2BB_YEAST	GCD7	Translation initiation factor eIF-2B subunit beta	2.05458e+06
P32505	NAB2_YEAST	NAB2	Nuclear polyadenylated RNA-binding protein NAB2	2.07018e+06
P32521	PAN1_YEAST	PAN1	Actin cytoskeleton-regulatory complex protein PAN1	4.83407e+06
P32523	PRP19_YEAST	PRP19	Pre-mRNA-processing factor 19	1.73674e+06
P32527	ZUO1_YEAST	ZUO1	Zuotin	1.91709e+07
P32529	RPA12_YEAST	RPA12	DNA-directed RNA polymerase I subunit RPA12	3.35523e+06
P32558	SPT16_YEAST	SPT16	FACT complex subunit SPT16	3.13599e+06
P32561	RPD3_YEAST	RPD3	Histone deacetylase RPD3	883775
P32563	VPH1_YEAST	VPH1	V-type proton ATPase subunit a, vacuolar isoform	6.06853e+06
P32564	SCM4_YEAST	SCM4	Protein SCM4	8.68636e+06
P32565	RPN2_YEAST	RPN2	26S proteasome regulatory subunit RPN2	7.31168e+06
P32566	SMI1_YEAST	SMI1	Cell wall assembly regulator SMI1	2.80247e+06
P32579	SUA5_YEAST	SUA5	Threonylcarbamoyl-AMP synthase	730879
P32582	CBS_YEAST	CYS4	Cystathionine beta-synthase	5.17759e+07
P32583	SRP40_YEAST	SRP40	Suppressor protein SRP40	2.91103e+06
P32588	PUB1_YEAST	PUB1	Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1	2.53702e+07
P32589	HSP7F_YEAST	SSE1	Heat shock protein homolog SSE1	4.52012e+07
P32590	HSP79_YEAST	SSE2	Heat shock protein homolog SSE2	5.60647e+07
P32598	PP12_YEAST	GLC7	Serine/threonine-protein phosphatase PP1-2	2.37104e+07
P32599	FIMB_YEAST	SAC6	Fimbrin	2.68658e+07
P32602	SEC17_YEAST	SEC17	Alpha-soluble NSF attachment protein	8.31062e+06
P32604	F26_YEAST	FBP26	Fructose-2,6-bisphosphatase	1.969e+06
P32608	RTG2_YEAST	RTG2	Retrograde regulation protein 2	3.91682e+06
P32610	VATD_YEAST	VMA8	V-type proton ATPase subunit D	1.32562e+07
P32611	RML2_YEAST	RML2	54S ribosomal protein RML2, mitochondrial	1.43387e+06
P32614	FRDS_YEAST	FRD1	Fumarate reductase 1	1.59273e+07
P32621	GDA1_YEAST	GDA1	Guanosine-diphosphatase	1.02885e+06
P32626	ENOPH_YEAST	UTR4	Enolase-phosphatase E1	4.00123e+06
P32628	RAD23_YEAST	RAD23	UV excision repair protein RAD23	8.92317e+06
P32629	ANP1_YEAST	ANP1	Mannan polymerase II complex ANP1 subunit	1.415e+06
P32643	TMT1_YEAST	TMT1	Trans-aconitate 3-methyltransferase	1.44769e+07
P32656	CHAC_YEAST	GCG1	Glutathione-specific gamma-glutamylcyclotransferase	2.37036e+06
P32657	CHD1_YEAST	CHD1	Chromo domain-containing protein 1	770072
P32744	CLAS2_CAEEL	cls-2	Protein CLASP-2	771305
P32769	HBS1_YEAST	HBS1	Elongation factor 1 alpha-like protein	2.46459e+06
P32771	FADH_YEAST	SFA1	S-(hydroxymethyl)glutathione dehydrogenase	4.41814e+07
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	3.54413e+06
P32775	GLGB_YEAST	GLC3	1,4-alpha-glucan-branching enzyme	7.99759e+06
P32780	TF2H1_HUMAN	GTF2H1	General transcription factor IIH subunit 1	1.38928e+06
P32787	MG101_YEAST	MGM101	Mitochondrial genome maintenance protein MGM101	5.0277e+06
P32790	SLA1_YEAST	SLA1	Actin cytoskeleton-regulatory complex protein SLA1	6.12121e+06
P32793	YSC84_YEAST	YSC84	Protein YSC84	1.82346e+06
P32795	YME1_YEAST	YME1	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1	5.06532e+06
P32796	CACP_YEAST	CAT2	Carnitine O-acetyltransferase, mitochondrial	4.62484e+06
P32799	COX13_YEAST	COX13	Cytochrome c oxidase subunit 13, mitochondrial	2.17593e+07
P32803	EMP24_YEAST	EMP24	Endosomal protein P24B	6.58953e+06
P32831	NGR1_YEAST	NGR1	Negative growth regulatory protein NGR1	716085
P32832	RSC7_YEAST	NPL6	Chromatin structure-remodeling complex subunit RSC7	1.13629e+06
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	4.18226e+07
P32843	YME2_YEAST	YME2	Mitochondrial escape protein 2	1.58852e+07
P32855	SEC8_YEAST	SEC8	Exocyst complex component SEC8	387303
P32857	PTM1_YEAST	PTM1	Membrane protein PTM1	1.96214e+06
P32860	NFU1_YEAST	NFU1	NifU-like protein, mitochondrial	2.20761e+06
P32861	UGPA1_YEAST	UGP1	UTP--glucose-1-phosphate uridylyltransferase	5.25283e+07
P32864	RAEP_YEAST	MRS6	Rab proteins geranylgeranyltransferase component A	8.75802e+06
P32867	SSO1_YEAST	SSO1	Protein SSO1	5.60375e+06
P32891	DLD1_YEAST	DLD1	D-lactate dehydrogenase [cytochrome] 1, mitochondrial	8.22832e+06
P32892	DRS1_YEAST	DRS1	ATP-dependent RNA helicase DRS1	217577
P32895	KPR1_YEAST	PRS1	Ribose-phosphate pyrophosphokinase 1	4.40374e+06
P32897	TIM23_YEAST	TIM23	Mitochondrial import inner membrane translocase subunit TIM23	2.42626e+06
P32898	CYM1_YEAST	CYM1	Mitochondrial presequence protease	1.27172e+06
P32899	IMP3_YEAST	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	1.60916e+06
P32902	RT04_YEAST	MRP4	37S ribosomal protein MRP4, mitochondrial	940618
P32905	RSSA1_YEAST	RPS0A	40S ribosomal protein S0-A	1.31395e+08
P32911	SUI1_YEAST	SUI1	Eukaryotic translation initiation factor eIF-1	2.81716e+07
P32913	VPS17_YEAST	VPS17	Vacuolar protein sorting-associated protein 17	189537
P32914	SPT4_YEAST	SPT4	Transcription elongation factor SPT4	944333
P32915	SC61A_YEAST	SEC61	Protein transport protein SEC61	9.79964e+06
P32916	SRPR_YEAST	SRP101	Signal recognition particle receptor subunit alpha homolog	1.82797e+06
P32929	CGL_HUMAN	CTH	Cystathionine gamma-lyase	2.38543e+06
P32939	YPT7_YEAST	YPT7	GTP-binding protein YPT7	5.99953e+06
P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	1.43281e+08
P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1.0288e+07
P33201	MRT4_YEAST	MRT4	Ribosome assembly factor MRT4	8.11694e+06
P33204	ARPC4_YEAST	ARC19	Actin-related protein 2/3 complex subunit 4	8.41134e+06
P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1.41477e+07
P33297	PRS6A_YEAST	RPT5	26S proteasome regulatory subunit 6A	2.70717e+07
P33298	PRS6B_YEAST	RPT3	26S proteasome regulatory subunit 6B homolog	6.84373e+06
P33299	PRS7_YEAST	RPT1	26S proteasome regulatory subunit 7 homolog	8.83597e+06
P33307	CSE1_YEAST	CSE1	Importin alpha re-exporter	922421
P33315	TKT2_YEAST	TKL2	Transketolase 2	5.05451e+07
P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	7.32656e+07
P33317	DUT_YEAST	DUT1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	5.5703e+06
P33322	CBF5_YEAST	CBF5	H/ACA ribonucleoprotein complex subunit CBF5	8.44412e+06
P33324	YKJ1_YEAST	YKL091C	CRAL-TRIO domain-containing protein YKL091C	3.74776e+06
P33327	DHE2_YEAST	GDH2	NAD-specific glutamate dehydrogenase	2.53203e+06
P33328	SNC2_YEAST	SNC2	Synaptobrevin homolog 2	4.08837e+06
P33330	SERC_YEAST	SER1	Phosphoserine aminotransferase	1.00234e+07
P33331	NTF2_YEAST	NTF2	Nuclear transport factor 2	4.99969e+07
P33332	SEC3_YEAST	SEC3	Exocyst complex component SEC3	347097
P33333	PLSC_YEAST	SLC1	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase	4.37667e+06
P33338	SLA2_YEAST	SLA2	Protein SLA2	6.64719e+06
P33399	LHP1_YEAST	LHP1	La protein homolog	8.44534e+06
P33401	PGM1_YEAST	PGM1	Phosphoglucomutase 1	3.38407e+06
P33411	PRP18_YEAST	PRP18	Pre-mRNA-splicing factor 18	106488
P33416	HSP78_YEAST	HSP78	Heat shock protein 78, mitochondrial	1.69242e+07
P33442	RS3A1_YEAST	RPS1A	40S ribosomal protein S1-A	4.16185e+07
P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	6.00565e+06
P33552	CKS2_HUMAN	CKS2	Cyclin-dependent kinases regulatory subunit 2	3.43477e+06
P33734	HIS5_YEAST	HIS7	Imidazole glycerol phosphate synthase hisHF	5.4458e+06
P33753	TRM2_YEAST	TRM2	tRNA (uracil(54)-C(5))-methyltransferase	665690
P33754	SEC66_YEAST	SEC66	Translocation protein SEC66	1.75938e+06
P33755	NPL4_YEAST	NPL4	Nuclear protein localization protein 4	1.21906e+06
P33767	OSTB_YEAST	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	4.1284e+06
P33775	PMT1_YEAST	PMT1	Dolichyl-phosphate-mannose--protein mannosyltransferase 1	6.17664e+06
P33892	GCN1_YEAST	GCN1	eIF-2-alpha kinase activator GCN1	8.0539e+06
P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1	3.43033e+06
P33981	TTK_HUMAN	TTK	Dual specificity protein kinase TTK	2.53245e+06
P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2.90908e+07
P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	2.00868e+07
P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	2.23906e+07
P34059	GALNS_HUMAN	GALNS	N-acetylgalactosamine-6-sulfatase	419380
P34110	VPS35_YEAST	VPS35	Vacuolar protein sorting-associated protein 35	1.18582e+06
P34160	NCBP1_YEAST	STO1	Nuclear cap-binding protein complex subunit 1	1.64769e+06
P34163	TGL1_YEAST	TGL1	Sterol esterase TGL1	1.01216e+06
P34167	IF4B_YEAST	TIF3	Eukaryotic translation initiation factor 4B	1.52496e+07
P34183	SYH_CAEEL	hars-1	Histidine--tRNA ligase	4.89849e+06
P34213	RAB6A_CAEEL	rab-6.1	Ras-related protein Rab-6.1	649959
P34216	EDE1_YEAST	EDE1	EH domain-containing and endocytosis protein 1	7.08404e+06
P34217	PIN4_YEAST	PIN4	RNA-binding protein PIN4	453976
P34221	PP2C3_YEAST	PTC3	Protein phosphatase 2C homolog 3	4.01148e+06
P34222	PTH2_YEAST	PTH2	Peptidyl-tRNA hydrolase 2	944920
P34223	UBX1_YEAST	SHP1	UBX domain-containing protein 1	8.86926e+06
P34227	PRX1_YEAST	PRX1	Peroxiredoxin PRX1, mitochondrial	4.51338e+07
P34232	MTR2_YEAST	MTR2	mRNA transport regulator MTR2	1.1809e+06
P34237	CASP_YEAST	COY1	Protein CASP	1.1604e+06
P34240	ZRT3_YEAST	ZRT3	Zinc-regulated transporter 3	549819
P34253	KTI12_YEAST	KTI12	Protein KTI12	1.04741e+06
P34255	ECHH_CAEEL	B0303.3	Probable 3-ketoacyl-CoA thiolase	1.46005e+07
P34280	YKK3_CAEEL	C02F5.3	Uncharacterized GTP-binding protein C02F5.3	1.59207e+06
P34286	PSB1_CAEEL	pbs-6	Proteasome subunit beta type-1	1.63228e+07
P34308	CAN_CAEEL	clp-1	Calpain clp-1	4.80718e+06
P34328	HSP10_CAEEL	hsp-12.2	Heat shock protein Hsp-12.2	7.17907e+07
P34329	PDIA4_CAEEL	C14B9.2	Probable protein disulfide-isomerase A4	4.6706e+06
P34334	RL21_CAEEL	rpl-21	60S ribosomal protein L21	1.11578e+08
P34339	EIF3A_CAEEL	egl-45	Eukaryotic translation initiation factor 3 subunit A	9.98256e+06
P34340	COL90_CAEEL	col-90	Putative cuticle collagen 90	3.69624e+06
P34342	RGP2_CAEEL	ran-2	Ran GTPase-activating protein 2	1.43396e+06
P34343	NU133_CAEEL	npp-15	Nuclear pore complex protein 15	342626
P34345	GSTO1_CAEEL	gsto-1	Glutathione transferase omega-1	1.48044e+07
P34346	KAD2_CAEEL	let-754	Adenylate kinase	2.23355e+07
P34355	ACX15_CAEEL	acox-1.5	Probable peroxisomal acyl-coenzyme A oxidase 1.5	3.16052e+06
P34369	PRP8_CAEEL	prp-8	Pre-mRNA-splicing factor 8 homolog	3.93151e+06
P34382	FAR1_CAEEL	far-1	Fatty-acid and retinol-binding protein 1	4.6406e+07
P34383	FAR2_CAEEL	far-2	Fatty-acid and retinol-binding protein 2	2.13146e+06
P34384	RM44_CAEEL	mrpl-44	Ribosomal protein L44, mitochondrial	2.98228e+06
P34385	MCCB_CAEEL	F02A9.10	Probable methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	5.14472e+06
P34388	RT09_CAEEL	mrps-9	Probable 40S ribosomal protein S9, mitochondrial	4.20636e+06
P34392	YLS7_CAEEL	F09G8.7	Uncharacterized protein F09G8.7	1.08191e+06
P34415	YLZ2_CAEEL	F42H10.2	Uncharacterized protein F42H10.2	565119
P34416	LASP1_CAEEL	F42H10.3	LIM and SH3 domain protein F42H10.3	763057
P34438	YL58_CAEEL	F44E2.8	Uncharacterized protein F44E2.8	5.00941e+06
P34445	YL87_CAEEL	F54C8.7	Uncharacterized protein F54C8.7	1.21217e+06
P34446	PAT2_CAEEL	pat-2	Integrin alpha pat-2	3.08053e+06
P34453	PEX19_CAEEL	prx-19	Putative peroxisomal biogenesis factor 19	1.85563e+06
P34455	ACON_CAEEL	aco-2	Probable aconitate hydratase, mitochondrial	4.80901e+07
P34460	EF1B1_CAEEL	eef-1B.1	Probable elongation factor 1-beta/1-delta 1	6.80458e+07
P34461	SODE_CAEEL	sod-4	Extracellular superoxide dismutase [Cu-Zn]	1.81438e+06
P34462	VATD_CAEEL	vha-14	V-type proton ATPase subunit D	1.72315e+07
P34466	CLU_CAEEL	clu-1	Clustered mitochondria protein homolog	5.8811e+06
P34475	TBG_CAEEL	tbg-1	Tubulin gamma chain	492036
P34476	RPAC2_CAEEL	rpac-19	Probable DNA-directed RNA polymerases I and III subunit RPAC2	2.71711e+06
P34477	UBC7_CAEEL	ubc-7	Probable ubiquitin-conjugating enzyme E2 7	5.28063e+06
P34492	YMQ1_CAEEL	K02D10.1	Putative NipSnap protein K02D10.1	1.46711e+06
P34496	MTSS1_CAEEL	mtss-1	Single-stranded DNA-binding protein, mitochondrial	2.34979e+07
P34500	TTR2_CAEEL	ttr-2	Transthyretin-like protein 2	1.91992e+07
P34504	YMV2_CAEEL	K04H4.2	Uncharacterized protein K04H4.2	1.84888e+06
P34517	GPDH2_CAEEL	gpdh-2	Probable glycerol-3-phosphate dehydrogenase 2	9.60455e+06
P34519	TXTP_CAEEL	K11H3.3	Putative tricarboxylate transport protein, mitochondrial	1.74719e+06
P34524	BRX1_CAEEL	K12H4.3	Ribosome biogenesis protein BRX1 homolog	669634
P34525	SPCS3_CAEEL	spcs-3	Probable signal peptidase complex subunit 3	2.55104e+06
P34526	YM65_CAEEL	K12H4.5	Uncharacterized protein K12H4.5	3.56527e+06
P34528	YM67_CAEEL	K12H4.7	Putative serine protease K12H4.7	8.19157e+06
P34537	BRE1_CAEEL	rfp-1	E3 ubiquitin-protein ligase bre-1	858147
P34539	ATP5E_CAEEL	R05D3.6	Putative ATP synthase subunit epsilon, mitochondrial	4.2577e+07
P34540	KINH_CAEEL	unc-116	Kinesin heavy chain	3.74999e+06
P34542	YNC9_CAEEL	R05D3.9/R05D3.10	Uncharacterized protein R05D3.9	1.1144e+06
P34552	ALXA_CAEEL	alx-1	Apoptosis-linked gene 2-interacting protein X 1	3.9084e+06
P34556	CDK1_CAEEL	cdk-1	Cyclin-dependent kinase 1	985244
P34559	ECHM_CAEEL	ech-6	Probable enoyl-CoA hydratase, mitochondrial	8.54058e+07
P34560	RMD1_CAEEL	rmd-1	Regulator of microtubule dynamics protein 1	1.0459e+06
P34563	IF5A1_CAEEL	iff-1	Eukaryotic translation initiation factor 5A-1	2.20384e+07
P34574	CLH_CAEEL	chc-1	Probable clathrin heavy chain 1	9.06985e+06
P34575	CISY_CAEEL	cts-1	Probable citrate synthase, mitochondrial	7.77852e+07
P34604	EI2BA_CAEEL	ZK1098.4	Probable translation initiation factor eIF-2B subunit alpha	1.66658e+06
P34605	TPPC3_CAEEL	trpp-3	Trafficking protein particle complex subunit 3 homolog	1.28379e+06
P34610	PCP1_CAEEL	pcp-1	Putative serine protease pcp-1	1.35007e+06
P34618	CEC1_CAEEL	cec-1	Chromo domain-containing protein cec-1	1.28763e+06
P34623	DDRGK_CAEEL	ufbp-1	DDRGK domain-containing protein 1	1.32676e+06
P34629	AMPL_CAEEL	lap-1	Leucine aminopeptidase 1	431847
P34631	UBXN4_CAEEL	ubxn-4	UBX domain-containing protein 4	503853
P34640	DDX55_CAEEL	ZK512.2	Probable ATP-dependent RNA helicase DDX55 homolog	1.0354e+06
P34642	SRP09_CAEEL	ZK512.4	Signal recognition particle 9 kDa protein	2.28796e+06
P34645	YOQ7_CAEEL	ZK512.7	Uncharacterized protein ZK512.7	3.74322e+06
P34647	MCM6_CAEEL	mcm-6	DNA replication licensing factor mcm-6	835549
P34650	MPI_CAEEL	ZK632.4	Probable mannose-6-phosphate isomerase	7.28832e+06
P34652	CALX_CAEEL	cnx-1	Calnexin	3.14618e+06
P34661	UFM1_CAEEL	ufm-1	Ubiquitin-fold modifier 1	2.41397e+07
P34662	RL35_CAEEL	rpl-35	60S ribosomal protein L35	1.03806e+08
P34666	COQ5_CAEEL	coq-5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	3.57042e+06
P34669	OST3_CAEEL	ZK686.3	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	1.13984e+07
P34673	FAHD1_CAEEL	fahd-1	Fumarylacetoacetate hydrolase domain-containing protein 1	4.54906e+06
P34676	PCP5_CAEEL	pcp-5	Prolyl carboxy peptidase like protein 5	1.68663e+06
P34685	CAPZA_CAEEL	cap-1	F-actin-capping protein subunit alpha	8.1504e+06
P34686	CAPZB_CAEEL	cap-2	F-actin-capping protein subunit beta	4.83709e+06
P34689	GLH1_CAEEL	glh-1	ATP-dependent RNA helicase glh-1	8.65299e+06
P34690	TBA2_CAEEL	tba-2	Tubulin alpha-2 chain	4.54292e+08
P34696	HSP11_CAEEL	hsp-16.1	Heat shock protein Hsp-16.1/Hsp-16.11	1.91082e+06
P34697	SODC_CAEEL	sod-1	Superoxide dismutase [Cu-Zn]	3.01126e+07
P34714	SPRC_CAEEL	ost-1	SPARC	5.75205e+06
P34730	BMH2_YEAST	BMH2	Protein BMH2	1.80912e+08
P34748	RT23_CAEEL	mrps-23	Probable 28S ribosomal protein S23, mitochondrial	2.867e+06
P34760	TSA1_YEAST	TSA1	Peroxiredoxin TSA1	4.72098e+08
P34815	UNC18_CAEEL	unc-18	Putative acetylcholine regulator unc-18	4.25822e+07
P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	4.09556e+06
P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	1.02872e+08
P34909	NOT4_YEAST	MOT2	General negative regulator of transcription subunit 4	1.62758e+06
P34931	HS71L_HUMAN	HSPA1L	Heat shock 70 kDa protein 1-like	1.80166e+08
P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	3.13541e+07
P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase	7.95963e+06
P35030	TRY3_HUMAN	PRSS3	Trypsin-3	1.10378e+06
P35127	UBL1_YEAST	YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1	1.55315e+06
P35176	CYPD_YEAST	CPR5	Peptidyl-prolyl cis-trans isomerase D	9.83532e+06
P35179	SC61G_YEAST	SSS1	Protein transport protein SSS1	2.63842e+07
P35180	TOM20_YEAST	TOM20	Mitochondrial import receptor subunit TOM20	5.67591e+06
P35189	TAF14_YEAST	TAF14	Transcription initiation factor TFIID subunit 14	4.1166e+06
P35191	MDJ1_YEAST	MDJ1	DnaJ homolog 1, mitochondrial	2.99007e+06
P35197	GCS1_YEAST	GCS1	ADP-ribosylation factor GTPase-activating protein GCS1	1.22682e+08
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	1.70779e+06
P35207	SKI2_YEAST	SKI2	Antiviral helicase SKI2	286522
P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	5.49282e+06
P35232	PHB_HUMAN	PHB	Prohibitin	6.3763e+07
P35237	SPB6_HUMAN	SERPINB6	Serpin B6	5.17919e+07
P35240	MERL_HUMAN	NF2	Merlin	2.08811e+06
P35241	RADI_HUMAN	RDX	Radixin	2.83334e+07
P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit	9.62579e+06
P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4	2.36435e+07
P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	1.6025e+07
P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1	6.66776e+06
P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	1.77216e+08
P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1	5.46427e+06
P35270	SPRE_HUMAN	SPR	Sepiapterin reductase	8.5649e+06
P35354	PGH2_HUMAN	PTGS2	Prostaglandin G/H synthase 2	6.86696e+06
P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme	3.84388e+07
P35579	MYH9_HUMAN	MYH9	Myosin-9	1.11215e+08
P35580	MYH10_HUMAN	MYH10	Myosin-10	529245
P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	2.46079e+07
P35609	ACTN2_HUMAN	ACTN2	Alpha-actinin-2	1.06866e+07
P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1	1.34468e+07
P35611	ADDA_HUMAN	ADD1	Alpha-adducin	2.82835e+06
P35613	BASI_HUMAN	BSG	Basigin	1.13238e+08
P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	8.15479e+07
P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214	1.08654e+07
P35659	DEK_HUMAN	DEK	Protein DEK	5.57541e+07
P35691	TCTP_YEAST	TMA19	Translationally-controlled tumor protein homolog	1.10189e+08
P35719	MRP8_YEAST	MRP8	Uncharacterized protein MRP8	3.01663e+07
P35723	YET1_YEAST	YET1	Endoplasmic reticulum transmembrane protein 1	1.13834e+07
P35728	MPE1_YEAST	MPE1	Protein MPE1	199855
P35732	DEF1_YEAST	DEF1	RNA polymerase II degradation factor 1	1.06824e+07
P35734	ASK1_YEAST	ASK1	DASH complex subunit ASK1	448426
P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1	2.68198e+06
P35813	PPM1A_HUMAN	PPM1A	Protein phosphatase 1A	4.485e+06
P35844	KES1_YEAST	KES1	Oxysterol-binding protein homolog 4	8.1171e+06
P35845	OSH1_YEAST	SWH1	Oxysterol-binding protein homolog 1	5.41465e+06
P35914	HMGCL_HUMAN	HMGCL	Hydroxymethylglutaryl-CoA lyase, mitochondrial	4.23473e+06
P35996	RM38_YEAST	MRPL38	54S ribosomal protein L38, mitochondrial	882615
P35997;P38711	RS27A_YEAST;RS27B_YEAST	RPS27A;RPS27B	40S ribosomal protein S27-A	1.3174e+08
P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	2.37183e+07
P36006	MYO3_YEAST	MYO3	Myosin-3	2.2794e+06
P36008	EF1G2_YEAST	TEF4	Elongation factor 1-gamma 2	3.86866e+07
P36010	NDK_YEAST	YNK1	Nucleoside diphosphate kinase	4.89623e+07
P36013	MAOM_YEAST	MAE1	NAD-dependent malic enzyme, mitochondrial	6.44835e+06
P36015	YKT6_YEAST	YKT6	Synaptobrevin homolog YKT6	7.70233e+06
P36016	LHS1_YEAST	LHS1	Heat shock protein 70 homolog LHS1	3.44509e+06
P36017	VPS21_YEAST	VPS21	Vacuolar protein sorting-associated protein 21	1.95479e+07
P36018	YPT52_YEAST	YPT52	GTP-binding protein YPT52	6.1307e+06
P36024	SIS2_YEAST	SIS2	Phosphopantothenoylcysteine decarboxylase subunit SIS2	2.18585e+06
P36036	YRA2_YEAST	YRA2	RNA annealing protein YRA2	795234
P36037	DOA1_YEAST	DOA1	Protein DOA1	2.51419e+07
P36040	POC2_YEAST	ADD66	Proteasome assembly chaperone 2	4.09708e+06
P36041	EAP1_YEAST	EAP1	Protein EAP1	2.26734e+06
P36046	MIA40_YEAST	MIA40	Mitochondrial intermembrane space import and assembly protein 40	1.43092e+07
P36047	SDS22_YEAST	SDS22	Protein phosphatase 1 regulatory subunit SDS22	1.09806e+07
P36049	EBP2_YEAST	EBP2	rRNA-processing protein EBP2	3.06252e+06
P36051	MCD4_YEAST	MCD4	GPI ethanolamine phosphate transferase 1	1.82158e+06
P36053	ELF1_YEAST	ELF1	Transcription elongation factor 1	4.04957e+06
P36059	NNRD_YEAST	NNR2	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1.40359e+07
P36060	MCR1_YEAST	MCR1	NADH-cytochrome b5 reductase 2	8.52673e+07
P36064	COXM1_YEAST	CMC1	COX assembly mitochondrial protein	931865
P36068	SHE2_YEAST	SHE2	SWI5-dependent HO expression protein 2	2.05427e+06
P36069	PMU1_YEAST	PMU1	Probable phosphoglycerate mutase PMU1	1.19522e+06
P36076	CAB3_YEAST	CAB3	Coenzyme A biosynthesis protein 3	822282
P36081	PSG1_YEAST	PSG1	PMA1 stabilization in the Golgi protein 1	2.69255e+06
P36088	FRMSR_YEAST	YKL069W	Free methionine-R-sulfoxide reductase	1.36925e+06
P36101	TCD2_YEAST	TCD2	tRNA threonylcarbamoyladenosine dehydratase 2	5.91603e+06
P36108	DID4_YEAST	DID4	DOA4-independent degradation protein 4	1.62435e+06
P36112	MIC60_YEAST	MIC60	MICOS complex subunit MIC60	4.70432e+06
P36114	YKR18_YEAST	YKR018C	IML2-like protein YKR018C	4.49447e+06
P36121	RPC5_YEAST	RPC37	DNA-directed RNA polymerase III subunit RPC5	904878
P36135	UTH1_YEAST	UTH1	Probable secreted beta-glucosidase UTH1	4.94076e+06
P36136	SHB17_YEAST	SHB17	Sedoheptulose 1,7-bisphosphatase	6.24975e+06
P36139	PET10_YEAST	PET10	Protein PET10	5.2013e+07
P36141	FMP46_YEAST	FMP46	Putative redox protein FMP46, mitochondrial	5.05586e+07
P36143	GLG1_YEAST	GLG1	Glycogenin-1	1.26676e+06
P36147	PAM17_YEAST	PAM17	Presequence translocated-associated motor subunit PAM17, mitochondrial	2.58818e+06
P36148	GPT2_YEAST	GPT2	Glycerol-3-phosphate O-acyltransferase 2	5.74008e+06
P36150	SUMT_YEAST	MET1	Uroporphyrinogen-III C-methyltransferase	2.21945e+06
P36154	AIM29_YEAST	AIM29	Altered inheritance rate of mitochondria protein 29	5.8636e+06
P36156	GTO2_YEAST	ECM4	Glutathione S-transferase omega-like 2	6.63501e+06
P36160	RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2	2.01232e+06
